11.11.2011	10:06:40
mbar
Time[s]	Helium
21,020	5,817307E-10
22,082	5,899275E-10
22,693	5,857878E-10
23,564	5,881338E-10
24,435	5,773151E-10
25,307	5,778117E-10
26,168	5,586308E-10
27,259	5,838005E-10
28,070	5,804612E-10
28,681	5,913630E-10
29,553	5,849322E-10
30,424	5,706637E-10
31,295	5,790817E-10
32,156	5,829729E-10
33,248	5,740861E-10
34,059	5,725404E-10
34,680	5,803234E-10
35,551	5,750795E-10
36,423	5,734514E-10
37,294	5,747761E-10
38,155	5,663310E-10
39,247	5,731201E-10
40,048	5,700565E-10
40,649	5,655303E-10
41,520	5,732582E-10
42,391	5,691183E-10
43,262	5,755212E-10
44,124	5,733960E-10
45,215	6,629260E-10
46,026	2,193687E-10
46,627	-2,520778E-10
47,498	-2,467787E-10
48,370	-2,453989E-10
49,241	-2,407899E-10
50,112	-2,421424E-10
51,204	-2,508910E-10
52,015	-2,312960E-10
52,866	-2,338075E-10
53,477	-2,206154E-10
54,348	-2,218021E-10
55,220	-2,376437E-10
56,091	-2,435222E-10
57,182	-2,319583E-10
57,994	-2,270182E-10
58,845	-2,388028E-10
59,466	-2,414523E-10
60,327	-2,346355E-10
61,198	-2,241755E-10
62,069	-2,521330E-10
63,161	-2,315996E-10
63,982	-2,444605E-10
64,823	-2,371745E-10
65,434	-2,287018E-10
66,305	-2,172207E-10
67,177	-2,442673E-10
68,048	-2,334486E-10
69,140	-2,462545E-10
69,971	-2,332555E-10
70,822	-2,272115E-10
71,423	-2,431909E-10
72,294	-2,340835E-10
73,165	-2,347458E-10
74,037	-2,373952E-10
75,128	-2,361534E-10
75,959	-2,489866E-10
76,550	-2,338629E-10
77,421	-2,349115E-10
78,293	-2,295085E-10
79,164	-2,372849E-10
80,035	-2,400447E-10
81,127	-2,281498E-10
81,958	-2,402656E-10
82,789	-2,356901E-10
83,400	-2,288673E-10
84,271	-2,309649E-10
85,143	-2,375609E-10
86,014	-2,396583E-10
87,115	-2,557597E-10
87,947	-2,296126E-10
88,778	-2,294193E-10
89,389	-2,416455E-10
90,260	-2,272391E-10
91,131	-2,325380E-10
92,002	-2,331176E-10
93,104	-2,384442E-10
93,935	-2,457025E-10
94,756	-2,378919E-10
95,357	-2,220229E-10
96,228	-2,349391E-10
97,100	-2,363743E-10
97,971	-2,243964E-10
98,832	-2,398240E-10
99,924	-2,315719E-10
100,526	-2,171655E-10
101,397	-2,282878E-10
102,268	-2,406794E-10
103,139	-2,229887E-10
104,261	-2,315331E-10
104,862	-2,351599E-10
105,943	-2,133569E-10
106,554	-2,428875E-10
107,426	-2,389961E-10
108,297	-2,220505E-10
109,168	-2,373953E-10
110,039	-2,319031E-10
111,131	-2,410659E-10
