11.11.2011	9:44:14
A
Mass	Value
16,875	4,963664E-10
16,906	5,248467E-10
16,938	5,480840E-10
16,969	5,672222E-10
17,000	5,828124E-10
17,031	5,950510E-10
17,063	6,040742E-10
17,094	6,101206E-10
17,125	6,134741E-10
17,156	6,142661E-10
17,188	6,123660E-10
17,219	6,074349E-10
17,250	5,992029E-10
17,281	5,881002E-10
17,313	5,757855E-10
17,344	5,645976E-10
17,375	5,561003E-10
17,406	5,502541E-10
17,438	5,459361E-10
17,469	5,419347E-10
17,500	5,374591E-10
17,531	5,321082E-10
17,563	5,256674E-10
17,594	5,179490E-10
17,625	5,087720E-10
17,656	4,980527E-10
17,688	4,859297E-10
17,719	4,729148E-10
17,750	4,598399E-10
17,781	4,473836E-10
17,813	4,356406E-10
17,844	4,242813E-10
17,875	4,130323E-10
17,906	4,018575E-10
17,938	3,907339E-10
17,969	3,794343E-10
18,000	3,675749E-10
18,031	3,547411E-10
18,063	3,405606E-10
18,094	3,247412E-10
18,125	3,069253E-10
18,156	2,863587E-10
18,188	2,616585E-10
18,219	2,308017E-10
18,250	1,918839E-10
18,281	1,456181E-10
18,313	9,768741E-11
18,344	5,664038E-11
18,375	2,819712E-11
18,406	1,228591E-11
18,438	5,101164E-12
18,469	2,580480E-12
18,500	2,171506E-12
18,531	2,788512E-12
18,563	4,084823E-12
18,594	5,877228E-12
18,625	7,944250E-12
18,656	1,002864E-11
18,688	1,188688E-11
18,719	1,337839E-11
18,750	1,452197E-11
18,781	1,542023E-11
18,813	1,615089E-11
18,844	1,674717E-11
18,875	1,722698E-11
18,906	1,760758E-11
18,938	1,790644E-11
18,969	1,813882E-11
19,000	1,831256E-11
19,031	1,842879E-11
19,063	1,848963E-11
19,094	1,849783E-11
19,125	1,845297E-11
19,156	1,835937E-11
19,188	1,823321E-11
19,219	1,808941E-11
19,250	1,792418E-11
19,281	1,772475E-11
19,313	1,749692E-11
19,344	1,726608E-11
19,375	1,704827E-11
19,406	1,683723E-11
19,438	1,661865E-11
19,469	1,638148E-11
19,500	1,611831E-11
19,531	1,582281E-11
19,563	1,548583E-11
19,594	1,510009E-11
19,625	1,467382E-11
19,656	1,423418E-11
19,688	1,381145E-11
19,719	1,341902E-11
19,750	1,304956E-11
19,781	1,269120E-11
19,813	1,234030E-11
19,844	1,199452E-11
19,875	1,164476E-11
19,906	1,128098E-11
19,938	1,089819E-11
19,969	1,049219E-11
20,000	1,005615E-11
20,031	9,580736E-12
20,063	9,046940E-12
20,094	8,423041E-12
20,125	7,682925E-12
20,156	6,819103E-12
20,188	5,817173E-12
20,219	4,648626E-12
20,250	3,352469E-12
20,281	2,102407E-12
20,313	1,114342E-12
20,344	4,865472E-13
20,375	1,659001E-13
20,406	3,674566E-14
20,438	3,085454E-15
20,469	1,111522E-14
20,500	3,727367E-14
20,531	7,129858E-14
20,563	1,068082E-13
20,594	1,397905E-13
20,625	1,690363E-13
20,656	1,946050E-13
20,688	2,160849E-13
20,719	2,326888E-13
20,750	2,443812E-13
20,781	2,525663E-13
20,813	2,594585E-13
20,844	2,662645E-13
20,875	2,723075E-13
20,906	2,767639E-13
20,938	2,802250E-13
20,969	2,834855E-13
21,000	2,864346E-13
21,031	2,888896E-13
21,063	2,909789E-13
21,094	2,924877E-13
21,125	2,929724E-13
21,156	2,924390E-13
21,188	2,911123E-13
21,219	2,890501E-13
21,250	2,864304E-13
21,281	2,833034E-13
21,313	2,794595E-13
21,344	2,754698E-13
21,375	2,724111E-13
21,406	2,700488E-13
21,438	2,668373E-13
21,469	2,616911E-13
21,500	2,547515E-13
21,531	2,466444E-13
21,563	2,376281E-13
21,594	2,277881E-13
21,625	2,182426E-13
21,656	2,109308E-13
21,688	2,060372E-13
21,719	2,015639E-13
21,750	1,964368E-13
21,781	1,915422E-13
21,813	1,873331E-13
21,844	1,825809E-13
21,875	1,757663E-13
21,906	1,669759E-13
21,938	1,583939E-13
21,969	1,525127E-13
22,000	1,494788E-13
22,031	1,464744E-13
22,063	1,402251E-13
22,094	1,300791E-13
22,125	1,177905E-13
22,156	1,046574E-13
22,188	9,026871E-14
22,219	7,396454E-14
22,250	5,623263E-14
22,281	3,860838E-14
22,313	2,330558E-14
22,344	1,321759E-14
22,375	1,127721E-14
22,406	1,865349E-14
22,438	3,323667E-14
22,469	5,044852E-14
22,500	6,618816E-14
22,531	7,916322E-14
22,563	9,022082E-14
22,594	9,996642E-14
22,625	1,080274E-13
22,656	1,141018E-13
22,688	1,187008E-13
22,719	1,230183E-13
22,750	1,277784E-13
22,781	1,317855E-13
22,813	1,327602E-13
22,844	1,302233E-13
22,875	1,262930E-13
22,906	1,233149E-13
22,938	1,217629E-13
22,969	1,207938E-13
23,000	1,202980E-13
23,031	1,212822E-13
23,063	1,239078E-13
23,094	1,267582E-13
23,125	1,284233E-13
23,156	1,285867E-13
23,188	1,280770E-13
23,219	1,287230E-13
23,250	1,330471E-13
23,281	1,443421E-13
23,313	1,665495E-13
23,344	2,022589E-13
23,375	2,504026E-13
23,406	3,067644E-13
23,438	3,659381E-13
23,469	4,220669E-13
23,500	4,700476E-13
23,531	5,082535E-13
23,563	5,390889E-13
23,594	5,660257E-13
23,625	5,908250E-13
23,656	6,130044E-13
23,688	6,310888E-13
23,719	6,448182E-13
23,750	6,559270E-13
23,781	6,665417E-13
23,813	6,773110E-13
23,844	6,869173E-13
23,875	6,932215E-13
23,906	6,950159E-13
23,938	6,926271E-13
23,969	6,874828E-13
24,000	6,815322E-13
24,031	6,761094E-13
24,063	6,710356E-13
24,094	6,657760E-13
24,125	6,610832E-13
24,156	6,587779E-13
24,188	6,626206E-13
24,219	6,826922E-13
24,250	7,376150E-13
24,281	8,472851E-13
24,313	1,019366E-12
24,344	1,242786E-12
24,375	1,494156E-12
24,406	1,748661E-12
24,438	1,987003E-12
24,469	2,197952E-12
24,500	2,378084E-12
24,531	2,529218E-12
24,563	2,655293E-12
24,594	2,761175E-12
24,625	2,852642E-12
24,656	2,934799E-12
24,688	3,009641E-12
24,719	3,075739E-12
24,750	3,130470E-12
24,781	3,172887E-12
24,813	3,205146E-12
24,844	3,230843E-12
24,875	3,251465E-12
24,906	3,265413E-12
24,938	3,270562E-12
24,969	3,266493E-12
25,000	3,254619E-12
25,031	3,238050E-12
25,063	3,221411E-12
25,094	3,208801E-12
25,125	3,202169E-12
25,156	3,205916E-12
25,188	3,235667E-12
25,219	3,319919E-12
25,250	3,487640E-12
25,281	3,749321E-12
25,313	4,087811E-12
25,344	4,467207E-12
25,375	4,850923E-12
25,406	5,213289E-12
25,438	5,539682E-12
25,469	5,822509E-12
25,500	6,060443E-12
25,531	6,259819E-12
25,563	6,434139E-12
25,594	6,602227E-12
25,625	6,784719E-12
25,656	6,998201E-12
25,688	7,252942E-12
25,719	7,557577E-12
25,750	7,927449E-12
25,781	8,392291E-12
25,813	8,996911E-12
25,844	9,795472E-12
25,875	1,085168E-11
25,906	1,225942E-11
25,938	1,418206E-11
25,969	1,688653E-11
26,000	2,083206E-11
26,031	2,713294E-11
26,063	3,925800E-11
26,094	6,738537E-11
26,125	1,344576E-10
26,156	2,759564E-10
26,188	5,255349E-10
26,219	8,965631E-10
26,250	1,380063E-09
26,281	1,957215E-09
26,313	2,603602E-09
26,344	3,281742E-09
26,375	3,944011E-09
26,406	4,551132E-09
26,438	5,085435E-09
26,469	5,548349E-09
26,500	5,950362E-09
26,531	6,302489E-09
26,563	6,612777E-09
26,594	6,887155E-09
26,625	7,131130E-09
26,656	7,349293E-09
26,688	7,543620E-09
26,719	7,713774E-09
26,750	7,859107E-09
26,781	7,980046E-09
26,813	8,078094E-09
26,844	8,154637E-09
26,875	8,210024E-09
26,906	8,244116E-09
26,938	8,257451E-09
26,969	8,252455E-09
27,000	8,234696E-09
27,031	8,212392E-09
27,063	8,192904E-09
27,094	8,178317E-09
27,125	8,164013E-09
27,156	8,141873E-09
27,188	8,105418E-09
27,219	8,052625E-09
27,250	7,985287E-09
27,281	7,906414E-09
27,313	7,817657E-09
27,344	7,718551E-09
27,375	7,607410E-09
27,406	7,482294E-09
27,438	7,341684E-09
27,469	7,185029E-09
27,500	7,012942E-09
27,531	6,828188E-09
27,563	6,637730E-09
27,594	6,451979E-09
27,625	6,279240E-09
27,656	6,120440E-09
27,688	5,970117E-09
27,719	5,821833E-09
27,750	5,671514E-09
27,781	5,516706E-09
27,813	5,354888E-09
27,844	5,183274E-09
27,875	4,999780E-09
27,906	4,803940E-09
27,938	4,597111E-09
27,969	4,379844E-09
28,000	4,146525E-09
28,031	3,884086E-09
28,063	3,579443E-09
28,094	3,229772E-09
28,125	2,840886E-09
28,156	2,410257E-09
28,188	1,926018E-09
28,219	1,404078E-09
28,250	9,130540E-10
28,281	5,321865E-10
28,313	2,897813E-10
28,344	1,592178E-10
28,375	9,766470E-11
28,406	7,202149E-11
28,438	6,234534E-11
28,469	5,845666E-11
28,500	5,625996E-11
28,531	5,455954E-11
28,563	5,311164E-11
28,594	5,184716E-11
28,625	5,068219E-11
28,656	4,953091E-11
28,688	4,834375E-11
28,719	4,710422E-11
28,750	4,580305E-11
28,781	4,442546E-11
28,813	4,295692E-11
28,844	4,139631E-11
28,875	3,976905E-11
28,906	3,811745E-11
28,938	3,644972E-11
28,969	3,469853E-11
29,000	3,274930E-11
29,031	3,050948E-11
29,063	2,796311E-11
29,094	2,515321E-11
29,125	2,206242E-11
29,156	1,856044E-11
29,188	1,463247E-11
29,219	1,067603E-11
29,250	7,363322E-12
29,281	5,118892E-12
29,313	3,870849E-12
29,344	3,290128E-12
29,375	3,077793E-12
29,406	3,042965E-12
29,438	3,080764E-12
29,469	3,145432E-12
29,500	3,225473E-12
29,531	3,323965E-12
29,563	3,447835E-12
29,594	3,604160E-12
29,625	3,803167E-12
29,656	4,065263E-12
29,688	4,425678E-12
29,719	4,934967E-12
29,750	5,665680E-12
29,781	6,752687E-12
29,813	8,520190E-12
29,844	1,189321E-11
29,875	1,960569E-11
29,906	3,829913E-11
29,938	7,936898E-11
29,969	1,552166E-10
30,000	2,720678E-10
30,031	4,257810E-10
30,063	6,035873E-10
30,094	7,882697E-10
30,125	9,626031E-10
30,156	1,114484E-09
30,188	1,240262E-09
30,219	1,343368E-09
30,250	1,429875E-09
30,281	1,504766E-09
30,313	1,570775E-09
30,344	1,629239E-09
30,375	1,681045E-09
30,406	1,726618E-09
30,438	1,765809E-09
30,469	1,798524E-09
30,500	1,825329E-09
30,531	1,847141E-09
30,563	1,864649E-09
30,594	1,878236E-09
30,625	1,888129E-09
30,656	1,894427E-09
30,688	1,897153E-09
30,719	1,896279E-09
30,750	1,891790E-09
30,781	1,884230E-09
30,813	1,875361E-09
30,844	1,867563E-09
30,875	1,862090E-09
30,906	1,858123E-09
30,938	1,853581E-09
30,969	1,846612E-09
31,000	1,836355E-09
31,031	1,822740E-09
31,063	1,806102E-09
31,094	1,787021E-09
31,125	1,765987E-09
31,156	1,743066E-09
31,188	1,718015E-09
31,219	1,690509E-09
31,250	1,660187E-09
31,281	1,626844E-09
31,313	1,590567E-09
31,344	1,551561E-09
31,375	1,510270E-09
31,406	1,467893E-09
31,438	1,426471E-09
31,469	1,388111E-09
31,500	1,353759E-09
31,531	1,322394E-09
31,563	1,291630E-09
31,594	1,259571E-09
31,625	1,226082E-09
31,656	1,192126E-09
31,688	1,158154E-09
31,719	1,123412E-09
31,750	1,086535E-09
31,781	1,046586E-09
31,813	1,003811E-09
31,844	9,595197E-10
31,875	9,147456E-10
31,906	8,688443E-10
31,938	8,195198E-10
31,969	7,641195E-10
32,000	7,013937E-10
32,031	6,321895E-10
32,063	5,571262E-10
32,094	4,735464E-10
32,125	3,780960E-10
32,156	2,751541E-10
32,188	1,795088E-10
32,219	1,059306E-10
32,250	5,828746E-11
32,281	3,122237E-11
32,313	1,758854E-11
32,344	1,174880E-11
32,375	9,737173E-12
32,406	9,205053E-12
32,438	9,110442E-12
32,469	9,110666E-12
32,500	9,116701E-12
32,531	9,111050E-12
32,563	9,095073E-12
32,594	9,071984E-12
32,625	9,038811E-12
32,656	8,989399E-12
32,688	8,924418E-12
32,719	8,853904E-12
32,750	8,788479E-12
32,781	8,729842E-12
32,813	8,672160E-12
32,844	8,610329E-12
32,875	8,540420E-12
32,906	8,455524E-12
32,938	8,349572E-12
32,969	8,223994E-12
33,000	8,085106E-12
33,031	7,933673E-12
33,063	7,758827E-12
33,094	7,546262E-12
33,125	7,299754E-12
33,156	7,054201E-12
33,188	6,851200E-12
33,219	6,699171E-12
33,250	6,572785E-12
33,281	6,444365E-12
33,313	6,301835E-12
33,344	6,146835E-12
33,375	5,988725E-12
33,406	5,839022E-12
33,438	5,705946E-12
33,469	5,589990E-12
33,500	5,482355E-12
33,531	5,369787E-12
33,563	5,244278E-12
33,594	5,107865E-12
33,625	4,967545E-12
33,656	4,827935E-12
33,688	4,689957E-12
33,719	4,554228E-12
33,750	4,423673E-12
33,781	4,303108E-12
33,813	4,196258E-12
33,844	4,101050E-12
33,875	4,006609E-12
33,906	3,896145E-12
33,938	3,753601E-12
33,969	3,570853E-12
34,000	3,352716E-12
34,031	3,109927E-12
34,063	2,840554E-12
34,094	2,525907E-12
34,125	2,159662E-12
34,156	1,780270E-12
34,188	1,454949E-12
34,219	1,225159E-12
34,250	1,084833E-12
34,281	1,008283E-12
34,313	9,743302E-13
34,344	9,663975E-13
34,375	9,703787E-13
34,406	9,768388E-13
34,438	9,813291E-13
34,469	9,831707E-13
34,500	9,841413E-13
34,531	9,859421E-13
34,563	9,879823E-13
34,594	9,883313E-13
34,625	9,867377E-13
34,656	9,862479E-13
34,688	9,926050E-13
34,719	1,012673E-12
34,750	1,051585E-12
34,781	1,109644E-12
34,813	1,182275E-12
34,844	1,262296E-12
34,875	1,342162E-12
34,906	1,416147E-12
34,938	1,481133E-12
34,969	1,535840E-12
35,000	1,580611E-12
35,031	1,617090E-12
35,063	1,646529E-12
35,094	1,669371E-12
35,125	1,686919E-12
35,156	1,701455E-12
35,188	1,714050E-12
35,219	1,723887E-12
35,250	1,730086E-12
35,281	1,733146E-12
35,313	1,734299E-12
35,344	1,733977E-12
35,375	1,731657E-12
35,406	1,727309E-12
35,438	1,721976E-12
35,469	1,716537E-12
35,500	1,710750E-12
35,531	1,703670E-12
35,563	1,694860E-12
35,594	1,686044E-12
35,625	1,682376E-12
35,656	1,692053E-12
35,688	1,723487E-12
35,719	1,780838E-12
35,750	1,861605E-12
35,781	1,958024E-12
35,813	2,059865E-12
35,844	2,156917E-12
35,875	2,241216E-12
35,906	2,308511E-12
35,938	2,358240E-12
35,969	2,392625E-12
36,000	2,415477E-12
36,031	2,429581E-12
36,063	2,434571E-12
36,094	2,429687E-12
36,125	2,417835E-12
36,156	2,404325E-12
