0	1432
0.5	1624.35717773
1	1558.74279785
1.5	1632.68566895
2	1561.80004883
2.5	1584.55712891
3	1581.88574219
3.5	1590.94287109
4	1566.04284668
4.5	1560.2857666
5	1564.32861328
5.5	1561.80004883
6	1573.92858887
6.5	1606.40002441
7	1578.07141113
7.5	1575.08569336
8	1565.61425781
8.5	1540.12854004
9	1554.32861328
9.5	1543.95715332
10	1519.77148438
10.5	1494.08569336
11	1553.32861328
11.5	1548.47143555
12	1569.57141113
12.5	1531.38574219
13	1556.90002441
13.5	1555.01428223
14	1558.57141113
14.5	1544.38574219
15	1565.5
15.5	1570.30004883
16	1597.04284668
16.5	1539.48571777
17	1542.77148438
17.5	1536.48571777
18	1535.37145996
18.5	1500.22851563
19	1520.08569336
19.5	1579.30004883
20	1545.62854004
20.5	1550.37145996
21	1574.55712891
21.5	1566.91430664
22	1536.65710449
22.5	1572.15710449
23	1500.90002441
23.5	1565.62854004
24	1593.09997559
24.5	1536.80004883
25	1529.95715332
25.5	1545.82861328
26	1525.64282227
26.5	1556.40002441
27	1561.59997559
27.5	1541.72851563
28	1591.19995117
28.5	1559.90002441
29	1559.2857666
29.5	1569.15710449
30	1590.87145996
30.5	1564.07141113
31	1537.77148438
31.5	1562.15710449
32	1553.85717773
32.5	1542.38574219
33	1541
33.5	1546.59997559
34	1548.57141113
34.5	1551.31433105
35	1558.18566895
35.5	1534.40002441
36	1545.02856445
36.5	1555.27148438
37	1582.18566895
37.5	1504.02856445
38	1548.82861328
38.5	1488.87145996
39	1578.64282227
39.5	1545.15710449
40	1553.30004883
40.5	1531.59997559
41	1541.95715332
41.5	1525.69995117
42	1499.74279785
42.5	1528.7142334
43	1516.44287109
43.5	1554.64282227
44	1558
44.5	1540.84289551
45	1572.82861328
45.5	1552.38574219
46	1557.61425781
46.5	1572.27148438
47	1530.14282227
47.5	1561.75720215
48	1512.64282227
48.5	1589.19995117
49	1531.34289551
49.5	1534.30004883
50	559.22857666
50.5	216.485717773
51	215.414291382
51.5	215.185714722
52	215.357147217
52.5	216.371429443
53	215.857147217
53.5	215.657150269
54	215.985717773
54.5	215.557144165
55	216.185714722
55.5	216.514282227
56	217.100006104
56.5	216.028564453
57	215.5
57.5	215.77142334
58	215.5
58.5	216.742858887
59	215.871429443
59.5	215.142852783
60	215.671432495
60.5	217.485717773
61	216.242858887
61.5	215.214279175
62	214.942855835
62.5	214.928573608
63	215.27142334
63.5	215.985717773
64	216.38571167
64.5	216.342849731
65	215.357147217
65.5	217.042861938
66	215.342849731
66.5	216.128570557
67	215.028564453
67.5	216.071426392
68	216.257141113
68.5	217.814285278
69	216.199996948
69.5	215.457138062
70	215.671432495
70.5	215.699996948
71	215.714279175
71.5	216.342849731
72	215.27142334
72.5	215.328567505
73	216.142852783
73.5	216.100006104
74	216.100006104
74.5	216.657150269
75	214.657150269
75.5	215.685714722
76	215.857147217
76.5	216.585708618
77	215.399993896
77.5	216.128570557
78	215.77142334
78.5	216.257141113
79	214.742858887
79.5	215.342849731
80	216.699996948
80.5	216.214279175
81	215.571426392
81.5	217.77142334
82	215.071426392
82.5	215.657150269
83	216.014282227
83.5	216.100006104
84	215.442855835
84.5	216.757141113
85	215.671432495
85.5	214.800003052
86	215.871429443
86.5	215.671432495
87	215.785720825
87.5	214.757141113
88	215.371429443
88.5	216.414291382
89	215.800003052
89.5	216.485717773
90	215.842849731
90.5	215.814285278
91	216.042861938
91.5	215.699996948
92	215.171432495
92.5	215.214279175
93	216.314285278
93.5	217.285720825
94	216.757141113
94.5	215.5
95	216.571426392
95.5	214.72857666
96	215.971435547
96.5	215.342849731
97	216.057144165
97.5	215.899993896
98	215.528564453
98.5	215.071426392
99	215.38571167
99.5	216.899993896
100	951.414306641
100.5	934.985717773
101	909.214294434
101.5	899.828552246
102	915.785705566
102.5	921.114257813
103	893.799987793
103.5	865.371398926
104	896.557128906
104.5	868.928588867
105	916.385742188
105.5	923.285705566
106	884.171447754
106.5	891.157165527
107	920.428588867
107.5	850.971435547
108	884.599975586
108.5	886.099975586
109	850.914306641
109.5	885.057128906
110	911.942871094
110.5	878.214294434
111	857.528564453
111.5	877.028564453
112	886.285705566
112.5	856.18572998
113	879.557128906
113.5	852
114	895.799987793
114.5	877.799987793
115	906.099975586
115.5	879.785705566
116	893.04284668
116.5	927.414306641
117	915.27142334
117.5	903.971435547
118	899.428588867
118.5	887.95715332
119	894.799987793
119.5	891.81427002
120	894.428588867
120.5	874.414306641
121	865.72857666
121.5	899.357116699
122	892.414306641
122.5	874.04284668
123	867.299987793
123.5	891.557128906
124	883.700012207
124.5	900.785705566
125	872.04284668
125.5	889.642883301
126	908.099975586
126.5	926
127	870.142883301
127.5	884.342834473
128	871.31427002
128.5	883.900024414
129	878.928588867
129.5	896.72857666
130	894
130.5	903.071411133
131	899.057128906
131.5	885.385742188
132	889.31427002
132.5	873.128601074
133	874.642883301
133.5	904.18572998
134	855.700012207
134.5	852.242858887
135	879.657165527
135.5	888.95715332
136	867.68572998
136.5	892.171447754
137	878.257141113
137.5	899.900024414
138	882.785705566
138.5	882.142883301
139	891.5
139.5	907.114257813
140	901.400024414
140.5	850.471435547
141	866.085693359
141.5	851.914306641
142	908.428588867
142.5	921.72857666
143	849.514282227
143.5	889.571411133
144	904.414306641
144.5	876.928588867
145	892.485717773
145.5	882.414306641
146	882.514282227
146.5	868.942871094
147	841.442871094
147.5	859.5
148	880.914306641
148.5	883.528564453
149	879.099975586
149.5	903.085693359
150	361.15713501
150.5	217.285720825
151	216.428573608
151.5	215.757141113
152	215.22857666
152.5	214.857147217
153	216.585708618
153.5	214.514282227
154	215.199996948
154.5	214.971435547
155	215.257141113
155.5	217
156	214.928573608
156.5	215.285720825
157	214.685714722
157.5	215.971435547
158	215.642852783
158.5	215.22857666
159	214.985717773
159.5	215.485717773
160	214.485717773
160.5	215.61428833
161	215.814285278
161.5	216.014282227
162	214.571426392
162.5	215.399993896
163	214.871429443
163.5	216.628570557
164	215.485717773
164.5	215.328567505
165	215.757141113
165.5	215.5
166	215.100006104
166.5	215.257141113
167	215.485717773
167.5	216.914291382
168	216.571426392
168.5	215.814285278
169	214.914291382
169.5	215.857147217
170	216.357147217
