10001	190.746472	55.000000	-2.898180e-01	4.665140e-01	2.302097e+03
10001	191.482945	55.000000	-2.856560e-01	4.549410e-01	3.261361e+03
10001	192.225127	55.000000	-2.770870e-01	4.599270e-01	3.750625e+03
10001	192.973084	55.000000	-2.810320e-01	4.567470e-01	4.089303e+03
10001	193.726885	55.000000	-2.783820e-01	4.529340e-01	5.912293e+03
10001	194.486599	55.000000	-2.780650e-01	4.546030e-01	6.163431e+03
10001	195.252294	55.000000	-2.743240e-01	4.550630e-01	8.444054e+03
10001	196.024042	55.000000	-2.747530e-01	4.558170e-01	7.606364e+03
10001	196.801915	55.000000	-2.768400e-01	4.551500e-01	9.711183e+03
10001	197.585987	55.000000	-2.705510e-01	4.559050e-01	1.178716e+04
10001	198.376331	55.000000	-2.704180e-01	4.572380e-01	1.186785e+04
10001	199.173023	55.000000	-2.714430e-01	4.573050e-01	1.528584e+04
10001	199.976140	55.000000	-2.721390e-01	4.590160e-01	1.790424e+04
10001	200.785760	55.000000	-2.715770e-01	4.587730e-01	1.975263e+04
10001	201.601962	55.000000	-2.773460e-01	4.601340e-01	2.453451e+04
10001	202.424827	55.000000	-2.760380e-01	4.643130e-01	2.864085e+04
10001	203.254437	55.000000	-2.723060e-01	4.616420e-01	3.618413e+04
10001	204.090875	55.000000	-2.707100e-01	4.679280e-01	2.642451e+04
10001	204.934226	55.000000	-2.730800e-01	4.668710e-01	4.269375e+04
10001	205.784575	55.000000	-2.746730e-01	4.698880e-01	3.815256e+04
10001	206.642011	55.000000	-2.759210e-01	4.745850e-01	4.347056e+04
10001	207.506622	55.000000	-2.782600e-01	4.756750e-01	5.590664e+04
10001	208.378498	55.000000	-2.786470e-01	4.764850e-01	6.907515e+04
10001	209.257733	55.000000	-2.808220e-01	4.791900e-01	8.663456e+04
10001	210.144418	55.000000	-2.818570e-01	4.816280e-01	9.936339e+04
10001	211.038650	55.000000	-2.834010e-01	4.822400e-01	8.500412e+04
10001	211.940524	55.000000	-2.883250e-01	4.869670e-01	8.086098e+04
10001	212.850140	55.000000	-2.848280e-01	4.866990e-01	1.290133e+05
10001	213.767598	55.000000	-2.878510e-01	4.887150e-01	1.141496e+05
10001	214.692998	55.000000	-2.959930e-01	4.939080e-01	1.331707e+05
10001	215.626446	55.000000	-2.934980e-01	4.934510e-01	1.295868e+05
10001	216.568046	55.000000	-2.959830e-01	4.949450e-01	1.532476e+05
10001	217.517906	55.000000	-3.014750e-01	4.959960e-01	2.228462e+05
10001	218.476135	55.000000	-3.005060e-01	4.995620e-01	1.279209e+05
10001	219.442844	55.000000	-3.059520e-01	5.009320e-01	2.049631e+05
10001	220.418145	55.000000	-3.081120e-01	5.022350e-01	2.154966e+05
10001	221.402155	55.000000	-3.124210e-01	5.053390e-01	1.688953e+05
10001	222.394989	55.000000	-3.136050e-01	5.054180e-01	2.462612e+05
10001	223.396769	55.000000	-3.173880e-01	5.088030e-01	2.430523e+05
10001	224.407614	55.000000	-3.210200e-01	5.099070e-01	2.708922e+05
10001	225.427648	55.000000	-3.231720e-01	5.106600e-01	2.578047e+05
10001	226.456998	55.000000	-3.276710e-01	5.119890e-01	2.701248e+05
10001	227.495792	55.000000	-3.307790e-01	5.149790e-01	1.719670e+05
