10001	190.746472	55.000000	-1.893090e-01	1.241960e-01	8.739278e+04
10001	191.482945	55.000000	-1.911980e-01	1.255120e-01	5.908076e+04
10001	192.225127	55.000000	-1.916050e-01	1.234450e-01	1.314011e+05
10001	192.973084	55.000000	-1.932860e-01	1.265890e-01	1.489799e+05
10001	193.726885	55.000000	-1.903310e-01	1.259230e-01	1.569464e+05
10001	194.486599	55.000000	-1.917410e-01	1.263450e-01	1.543904e+05
10001	195.252294	55.000000	-1.910090e-01	1.248330e-01	1.688274e+05
10001	196.024042	55.000000	-1.906770e-01	1.245120e-01	3.405469e+05
10001	196.801915	55.000000	-1.907800e-01	1.255540e-01	1.299624e+05
10001	197.585987	55.000000	-1.919510e-01	1.238710e-01	2.907306e+05
10001	198.376331	55.000000	-1.910190e-01	1.231680e-01	2.668371e+05
10001	199.173023	55.000000	-1.899410e-01	1.247140e-01	1.450745e+05
10001	199.976140	55.000000	-1.891110e-01	1.241830e-01	1.506245e+05
10001	200.785760	55.000000	-1.932280e-01	1.230460e-01	2.712493e+05
10001	201.601962	55.000000	-1.927810e-01	1.224880e-01	1.691832e+05
10001	202.424827	55.000000	-1.945070e-01	1.226440e-01	2.884128e+05
10001	203.254437	55.000000	-1.915560e-01	1.228510e-01	2.338729e+05
10001	204.090875	55.000000	-1.928880e-01	1.213810e-01	4.275459e+05
10001	204.934226	55.000000	-1.923990e-01	1.212900e-01	3.595083e+05
10001	205.784575	55.000000	-1.942400e-01	1.205980e-01	4.565683e+05
10001	206.642011	55.000000	-1.937110e-01	1.204870e-01	3.288447e+05
10001	207.506622	55.000000	-1.933920e-01	1.194700e-01	4.521538e+05
10001	208.378498	55.000000	-1.940060e-01	1.185890e-01	5.561547e+05
10001	209.257733	55.000000	-1.953520e-01	1.197430e-01	3.882921e+05
10001	210.144418	55.000000	-1.946120e-01	1.189650e-01	3.017502e+05
10001	211.038650	55.000000	-1.940850e-01	1.180930e-01	2.732311e+05
10001	211.940524	55.000000	-1.941860e-01	1.172560e-01	3.967534e+05
10001	212.850140	55.000000	-1.953160e-01	1.171230e-01	3.635007e+05
10001	213.767598	55.000000	-1.950750e-01	1.169100e-01	3.721616e+05
10001	214.692998	55.000000	-1.955440e-01	1.167830e-01	3.992638e+05
