"smaz.lda"
"Scan 1"
"Potential / V";"Current / A"
30,4385;0,0005139
30,4468;0,0005121
30,4613;0,0005151
30,476;0,0005157
30,4842;0,0005151
30,4989;0,0005158
30,5136;0,0005166
30,5251;0,0005164
30,5329;0,0005187
30,5481;0,0005149
30,5592;0,0005177
30,5672;0,0005183
30,5853;0,0005198
30,5968;0,0005185
30,6013;0,0005194

