"smaz.lda"
"Scan 1"
"Potential / V";"Current / A"
5,51861;-8,47e-05
5,55339;-8,07e-05
5,5751;-8,17e-05
5,59337;-8,24e-05
5,61832;-8,19e-05
5,64661;-8,09e-05
5,66852;-8,38e-05
5,69321;-8,09e-05
5,72482;-7,9e-05
5,73997;-8,24e-05
5,76826;-8,13e-05
5,80344;-8,11e-05
5,82186;-8,32e-05
5,84635;-7,84e-05
5,87848;-8,15e-05
5,89008;-8,34e-05
5,91474;-8,02e-05
5,95672;-8e-05
5,97519;-8,26e-05
5,99322;-8,09e-05
6,01815;-8,03e-05
6,0467;-8,17e-05
6,07166;-8,13e-05
6,10001;-8,09e-05
6,12159;-8,07e-05
6,15012;-8,19e-05
6,16501;-8,28e-05
6,2033;-7,98e-05
6,22175;-8,22e-05
6,23992;-8,19e-05
6,27139;-7,88e-05
6,30012;-8,19e-05
6,31155;-8,22e-05
6,34324;-8,11e-05
6,37155;-8,03e-05
6,39992;-8e-05
6,41835;-8,22e-05
6,44344;-8,3e-05
6,46481;-8,09e-05
6,49654;-8,02e-05
6,52508;-8,15e-05
6,53999;-8,26e-05
6,57146;-7,94e-05
6,60352;-8,19e-05
6,61848;-8,34e-05
6,64314;-8,02e-05
6,67179;-8,26e-05
6,69001;-8,28e-05
6,71794;-7,83e-05
6,74328;-8,15e-05
6,77848;-8,15e-05
6,7999;-7,98e-05
6,8217;-8,17e-05
6,84308;-7,96e-05
6,87506;-8,13e-05
6,89341;-8,28e-05
6,91475;-8,03e-05
6,94333;-8,2e-05
6,97172;-8,19e-05
6,99322;-8,09e-05
7,02164;-8,11e-05
7,0467;-8,17e-05
7,0649;-8,17e-05
7,09661;-8,09e-05
7,11159;-8,26e-05
7,14675;-8,22e-05
7,16844;-8,3e-05
7,18986;-8,13e-05
7,22146;-7,94e-05
7,23981;-8,09e-05
7,26821;-8,09e-05
7,29314;-8,02e-05
7,32479;-7,88e-05
7,34332;-8,19e-05
7,36819;-8,07e-05
7,39332;-8,19e-05
7,41814;-8,02e-05
7,44315;-8,03e-05
7,46821;-8,09e-05
7,4965;-7,98e-05
7,51821;-8,09e-05
7,53979;-8,07e-05
7,56814;-8,02e-05
7,59328;-8,15e-05
7,61492;-8,19e-05
7,64312;-8e-05
7,66493;-8,2e-05
7,6899;-8,17e-05
7,71141;-8,09e-05
7,73974;-8,02e-05
7,76819;-8,07e-05
7,78972;-8e-05
7,8149;-8,17e-05
7,83975;-8,03e-05
7,86832;-8,19e-05
7,88997;-8,24e-05
7,91144;-8,11e-05
7,94666;-8,13e-05
7,96493;-8,2e-05
7,98299;-8,07e-05
8,01479;-8,07e-05
8,03972;-8e-05
8,06824;-8,11e-05
8,08653;-8,2e-05
8,11137;-8,05e-05
8,13979;-8,07e-05
8,16799;-7,88e-05
8,18988;-8,15e-05
8,2081;-8,17e-05
8,23617;-7,86e-05
8,27152;-8e-05
8,28995;-8,22e-05
8,30801;-8,09e-05
8,33982;-8,09e-05
8,36822;-8,09e-05
8,38957;-7,86e-05
8,4181;-7,98e-05
8,44004;-8,3e-05
8,45786;-7,94e-05
8,49322;-8,09e-05
8,51161;-8,28e-05
8,53975;-8,03e-05
8,56468;-7,96e-05
8,58997;-8,24e-05
8,60804;-8,11e-05
8,63984;-8,11e-05
8,66155;-8,22e-05
8,69314;-8,02e-05
8,71466;-7,94e-05
8,73992;-8,19e-05
8,7615;-8,17e-05
8,78632;-8e-05
8,81475;-8,03e-05
8,83979;-8,07e-05
8,86146;-8,13e-05
8,88614;-7,83e-05
8,91472;-8e-05
8,93668;-8,34e-05
8,96163;-8,3e-05
8,98632;-8e-05
9,01119;-7,88e-05
9,0329;-7,98e-05
9,07134;-7,83e-05
9,09337;-8,24e-05
9,11146;-8,13e-05
9,14317;-8,05e-05
9,16479;-8,07e-05
9,18988;-8,15e-05
9,21135;-8,03e-05
9,23634;-8,02e-05
9,26804;-7,92e-05
9,2897;-7,98e-05
9,30794;-8,02e-05
9,3363;-7,98e-05
9,36797;-7,86e-05
9,38655;-8,22e-05
9,40462;-8,09e-05
9,43641;-8,09e-05
9,46128;-7,96e-05
9,48974;-8,02e-05
9,5081;-8,17e-05
9,53975;-8,03e-05
9,5683;-8,17e-05
9,58335;-8,41e-05
9,60454;-8,02e-05
9,64288;-7,77e-05
9,6683;-8,17e-05
9,68648;-8,15e-05
9,71462;-7,9e-05
9,73655;-8,22e-05
9,7581;-8,17e-05
9,78279;-7,88e-05
9,8179;-7,79e-05
9,83666;-8,32e-05
9,86117;-7,86e-05
9,8931;-7,98e-05
9,91482;-8,09e-05
9,93641;-8,09e-05
9,97528;-8,34e-05
9,98622;-7,9e-05
10,018;-7,92e-05
10,0329;-8,02e-05
10,0646;-7,92e-05
10,0864;-8,07e-05
10,1148;-8,05e-05
10,1397;-7,94e-05
10,1647;-7,98e-05
10,183;-8,11e-05
10,2146;-7,88e-05
10,2329;-8,02e-05
10,2612;-7,9e-05
10,2899;-8,13e-05
10,3079;-8e-05
10,3397;-8,02e-05
10,3648;-8,05e-05
10,3829;-8e-05
10,4113;-7,94e-05
10,4395;-7,79e-05
10,4615;-8,13e-05
10,4864;-8,07e-05
10,508;-8,03e-05
10,5432;-8,05e-05
10,5649;-8,2e-05
10,5796;-8,09e-05
10,6111;-7,75e-05
10,6362;-7,86e-05
10,6714;-7,9e-05
10,68;-8,41e-05
10,7011;-8,02e-05
10,7362;-7,92e-05
10,7646;-7,88e-05
10,79;-8,22e-05
10,8115;-8,15e-05
10,8365;-8,13e-05
10,858;-8,09e-05
10,8829;-7,96e-05
10,9078;-7,92e-05
10,9395;-7,77e-05
10,9649;-8,15e-05
10,9795;-8,02e-05
11,0112;-7,88e-05
11,0396;-7,9e-05
11,0615;-8,19e-05
11,0762;-8,03e-05
11,1076;-7,67e-05
11,1396;-7,84e-05
11,161;-7,73e-05
11,1896;-7,9e-05
11,2149;-8,13e-05
11,2361;-7,79e-05
11,2648;-8,03e-05
11,2865;-8,2e-05
11,3078;-7,92e-05
11,3396;-7,84e-05
11,368;-7,9e-05
11,383;-8,05e-05
11,4112;-7,92e-05
11,4396;-7,92e-05
11,4615;-8,19e-05
11,4828;-7,88e-05
11,5146;-7,86e-05
11,5365;-8,17e-05
11,5649;-8,2e-05
11,5796;-8,11e-05
11,6076;-7,71e-05
11,6398;-8,03e-05
11,6614;-8,07e-05
11,6831;-8,15e-05
11,7044;-7,88e-05
11,7364;-8,09e-05
11,7581;-8,13e-05
11,7897;-8,02e-05
11,8081;-8,13e-05
11,8328;-7,9e-05
11,8614;-8,03e-05
11,8794;-7,86e-05
11,9145;-7,81e-05
11,9398;-8,03e-05
11,9615;-8,13e-05
11,9797;-8,17e-05
12,0077;-7,83e-05
12,0396;-7,88e-05
12,058;-8,11e-05
12,0827;-7,83e-05
12,111;-7,73e-05
12,133;-8,03e-05
12,1611;-7,81e-05
12,1864;-8,09e-05
12,2082;-8,22e-05
12,2363;-7,98e-05
12,2579;-7,98e-05
12,2862;-7,88e-05
12,3146;-7,88e-05
12,3327;-7,79e-05
12,3678;-7,73e-05
12,3865;-8,13e-05
12,4046;-8,07e-05
12,4296;-8,05e-05
12,4579;-7,98e-05
12,4862;-7,86e-05
12,5079;-7,94e-05
12,5397;-7,98e-05
12,5546;-8,07e-05
12,5862;-7,92e-05
12,6113;-8,02e-05
12,6328;-7,88e-05
12,6612;-7,92e-05
12,683;-8,05e-05
12,7046;-8,05e-05
12,7362;-7,84e-05
12,7613;-7,96e-05
12,7862;-7,9e-05
12,8079;-8e-05
12,8296;-8,03e-05
12,8577;-7,83e-05
12,8796;-8,07e-05
12,901;-7,88e-05
12,936;-7,69e-05
12,9645;-7,83e-05
12,9829;-7,98e-05
13,0045;-7,94e-05
13,0362;-7,84e-05
13,0613;-7,96e-05
13,083;-8,07e-05
13,101;-7,88e-05
13,1399;-8,13e-05
13,1716;-8,11e-05
13,1865;-8,13e-05
13,2045;-8e-05
13,2396;-7,86e-05
13,2546;-8,05e-05
13,2761;-7,94e-05
13,3077;-7,83e-05
13,3327;-7,83e-05
13,3613;-7,98e-05
13,376;-7,88e-05
13,411;-7,71e-05
13,4329;-7,94e-05
13,4611;-7,75e-05
13,4828;-7,88e-05
13,5078;-7,88e-05
13,5361;-7,83e-05
13,5611;-7,79e-05
13,5829;-7,98e-05
13,6045;-8,02e-05
13,6261;-7,98e-05
13,661;-7,73e-05
13,6795;-7,98e-05
13,7077;-7,75e-05
13,7328;-7,86e-05
13,7612;-7,88e-05
13,7796;-8,09e-05
13,801;-7,88e-05
13,8328;-7,92e-05
13,8577;-7,79e-05
13,8829;-7,96e-05
13,908;-8,09e-05
13,9294;-7,92e-05
13,9576;-7,71e-05
13,9861;-7,81e-05
14,0114;-8,05e-05
14,0329;-7,98e-05
14,0543;-7,77e-05
14,0829;-8e-05
14,1012;-8,03e-05
14,1329;-7,96e-05
14,1613;-7,94e-05
14,1826;-7,73e-05
14,2112;-7,88e-05
14,2362;-7,88e-05
14,2545;-7,96e-05
14,2792;-7,69e-05
14,3077;-7,77e-05
14,3361;-7,75e-05
14,3611;-7,77e-05
14,3861;-7,81e-05
14,4078;-7,86e-05
14,4359;-7,62e-05
14,458;-8,03e-05
14,4759;-7,75e-05
14,504;-7,54e-05
14,5361;-7,83e-05
14,558;-8,03e-05
14,5792;-7,69e-05
14,6008;-7,69e-05
14,6328;-7,92e-05
14,6576;-7,69e-05
14,6828;-7,86e-05
14,7079;-7,96e-05
14,7298;-8,26e-05
14,758;-8,03e-05
14,7792;-7,66e-05
14,8041;-7,64e-05
14,826;-7,92e-05
14,8507;-7,58e-05
14,8862;-7,88e-05
14,9011;-8e-05
14,9225;-7,77e-05
14,9542;-7,69e-05
14,9794;-7,92e-05
15,0007;-7,64e-05
15,026;-7,9e-05
15,0508;-7,71e-05
15,0794;-7,84e-05
15,1042;-7,69e-05
15,1325;-7,56e-05
15,1574;-7,54e-05
15,1828;-7,84e-05
15,1976;-7,9e-05
15,2259;-7,83e-05
15,2508;-7,67e-05
15,2756;-7,5e-05
15,304;-7,47e-05
15,329;-7,52e-05
15,3507;-7,62e-05
15,3755;-7,41e-05
15,3974;-7,69e-05
15,4293;-7,79e-05
15,444;-7,71e-05
15,4721;-7,39e-05
15,4971;-7,37e-05
15,5187;-7,41e-05
15,5503;-7,26e-05
15,5721;-7,41e-05
15,5939;-7,58e-05
15,6153;-7,39e-05
15,6469;-7,22e-05
15,6652;-7,33e-05
15,687;-7,37e-05
15,7147;-6,88e-05
15,7431;-6,8e-05
15,7651;-7,22e-05
15,7835;-7,31e-05
15,8151;-7,26e-05
15,8333;-7,12e-05
15,858;-6,84e-05
15,8866;-6,99e-05
15,9046;-6,84e-05
15,9329;-6,75e-05
15,9546;-6,8e-05
15,983;-6,82e-05
16,0012;-6,86e-05
16,0261;-6,73e-05
16,0544;-6,67e-05
16,0726;-6,61e-05
16,1077;-6,54e-05
16,1261;-6,71e-05
16,1377;-6,95e-05
16,1554;-6,46e-05
16,1907;-6,57e-05
16,212;-6,27e-05
16,2406;-6,44e-05
16,2622;-6,46e-05
16,2869;-6,21e-05
16,3224;-6,44e-05
16,3303;-6,35e-05
16,3585;-6,16e-05
16,3764;-5,93e-05
16,4083;-5,95e-05
16,4267;-6,14e-05
16,4413;-6,02e-05
16,4696;-5,91e-05
16,4945;-5,82e-05
16,523;-5,85e-05
16,5411;-5,78e-05
16,5661;-5,82e-05
16,5876;-5,63e-05
16,6127;-5,65e-05
16,6341;-5,55e-05
16,659;-5,4e-05
16,6873;-5,32e-05
16,7055;-5,3e-05
16,734;-5,36e-05
16,752;-5,21e-05
16,7738;-5,36e-05
16,792;-5,42e-05
16,8201;-5,1e-05
16,8449;-4,89e-05
16,8733;-4,91e-05
16,8921;-5,46e-05
16,9097;-4,96e-05
16,945;-5,02e-05
16,9564;-5,04e-05
16,9879;-4,77e-05
17,0095;-4,7e-05
17,0344;-4,62e-05
17,0593;-4,53e-05
17,0808;-4,41e-05
17,1026;-4,64e-05
17,1274;-4,43e-05
17,1425;-4,7e-05
17,1639;-4,45e-05
17,192;-4,26e-05
17,2205;-4,32e-05
17,2421;-4,36e-05
17,2567;-4,11e-05
17,2884;-3,96e-05
17,31;-3,96e-05
17,3317;-4,09e-05
17,3464;-3,98e-05
17,3778;-3,6e-05
17,3997;-3,92e-05
17,4248;-3,98e-05
17,4393;-3,71e-05
17,4743;-3,54e-05
17,4993;-3,54e-05
17,5177;-3,67e-05
17,5359;-3,69e-05
17,564;-3,39e-05
17,5787;-3,35e-05
17,6068;-3,01e-05
17,6322;-3,39e-05
17,6502;-3,22e-05
17,6855;-3,28e-05
17,6903;-3,39e-05
17,7215;-2,95e-05
17,7499;-2,9e-05
17,768;-2,8e-05
17,7931;-2,95e-05
17,8114;-2,92e-05
17,8361;-2,69e-05
17,8611;-2,65e-05
17,8827;-2,63e-05
17,9147;-2,82e-05
17,9225;-2,67e-05
17,9507;-2,42e-05
17,9756;-2,31e-05
18,0006;-2,35e-05
18,0187;-2,29e-05
18,0504;-2,14e-05
18,0656;-2,5e-05
18,0866;-2,01e-05
18,1116;-2,02e-05
18,1367;-2,1e-05
18,1549;-2,04e-05
18,1728;-1,78e-05
18,2044;-1,61e-05
18,2329;-1,68e-05
18,2477;-1,68e-05
18,2728;-1,74e-05
18,2908;-1,59e-05
18,3157;-1,47e-05
18,3305;-1,44e-05
18,3589;-1,4e-05
18,3803;-1,21e-05
18,4053;-1,25e-05
18,4268;-1,15e-05
18,4517;-9,8e-06
18,4767;-9,8e-06
18,5081;-6,6e-06
18,5268;-1,11e-05
18,5349;-1,19e-05
18,5593;-6e-06
18,5943;-4,3e-06
18,6162;-7,3e-06
18,6275;-6,8e-06
18,6454;-3,2e-06
18,6838;-1,8e-06
18,702;-2e-06
18,7168;-2e-06
18,7416;-0
18,7701;-5e-07
18,7852;-2,4e-06
18,8099;7e-07
18,8381;1,8e-06
18,8564;1,5e-06
18,8747;5e-07
18,8992;5,4e-06
18,9276;5,4e-06
18,956;4,7e-06
18,9643;1,8e-06
18,9853;7,7e-06
19,0171;8,1e-06
19,0353;7,5e-06
19,0604;6,8e-06
19,0682;8,5e-06
19,0996;1,26e-05
19,118;1,09e-05
19,1496;1,26e-05
19,1681;1,02e-05
19,1862;1,15e-05
19,2142;1,59e-05
19,2496;1,26e-05
19,2608;1,53e-05
19,2824;1,51e-05
19,3005;1,64e-05
19,3253;1,81e-05
19,3403;1,63e-05
19,3653;1,68e-05
19,3901;1,83e-05
19,4081;1,99e-05
19,433;2,16e-05
19,4579;2,18e-05
19,483;2,14e-05
19,5012;2,16e-05
19,5225;2,4e-05
19,544;2,5e-05
19,5655;2,71e-05
19,5905;2,67e-05
19,6056;2,44e-05
19,6269;2,67e-05
19,6551;2,86e-05
19,6768;2,82e-05
19,6982;2,97e-05
19,7161;3,24e-05
19,7414;2,99e-05
19,7561;3,12e-05
19,7842;3,35e-05
19,8125;3,48e-05
19,8308;3,41e-05
19,8523;3,5e-05
19,8702;3,75e-05
19,8986;3,79e-05
19,9203;3,62e-05
19,9385;3,79e-05
19,9599;3,96e-05
19,9846;4,2e-05
20,0099;3,98e-05
20,028;4e-05
20,0457;4,47e-05
20,0774;4,56e-05
20,0956;4,58e-05
20,1171;4,72e-05
20,1357;4,32e-05
20,1537;4,55e-05
20,1819;4,73e-05
20,2036;4,64e-05
20,2182;4,87e-05
20,2463;5,09e-05
20,2747;5,04e-05
20,2929;5,13e-05
20,308;4,92e-05
20,3292;5,25e-05
20,3507;5,4e-05
20,3789;5,53e-05
20,4072;5,66e-05
20,4257;5,4e-05
20,4368;5,61e-05
20,4547;5,95e-05
20,4832;5,85e-05
20,5047;5,91e-05
20,5265;5,76e-05
20,5443;6,1e-05
20,5689;6,5e-05
20,601;6,21e-05
20,6126;6,14e-05
20,6341;6,25e-05
20,6518;6,69e-05
20,6835;6,8e-05
20,7054;6,54e-05
20,7202;6,54e-05
20,7416;6,73e-05
20,763;6,88e-05
20,7913;6,99e-05
20,8096;6,92e-05
20,8244;6,9e-05
20,8489;7,33e-05
20,8638;7,37e-05
20,8987;7,54e-05
20,914;7,2e-05
20,9318;7,58e-05
20,9635;7,62e-05
20,9785;7,43e-05
20,9998;7,75e-05
21,0211;8e-05
21,0428;7,92e-05
21,0677;8,01e-05
21,0858;8,17e-05
21,1108;8,17e-05
21,1355;8,39e-05
21,1538;8,34e-05
21,1617;8,49e-05
21,1933;8,7e-05
21,2184;8,6e-05
21,2364;8,79e-05
21,2614;8,81e-05
21,2831;8,74e-05
21,3045;8,92e-05
21,3259;9,11e-05
21,3441;9,04e-05
21,3657;9,06e-05
21,3873;9,13e-05
21,4086;9,38e-05
21,4335;9,47e-05
21,4551;9,51e-05
21,4799;9,65e-05
21,4914;9,7e-05
21,5163;9,72e-05
21,5342;9,99e-05
21,5592;0,0001002
21,5808;0,0001006
21,5989;0,0001014
21,6237;0,0001033
21,642;0,0001018
21,6668;0,0001042
21,6849;0,000105
21,703;0,0001059
21,728;0,0001065
21,7462;0,0001069
21,7742;0,0001095
21,7927;0,0001084
21,8143;0,0001082
21,8356;0,0001111
21,8605;0,0001122
21,8752;0,0001126
21,8934;0,0001131
21,9215;0,000116
21,9433;0,0001139
21,9545;0,0001158
21,9861;0,0001179
22,0045;0,000116
22,0224;0,0001192
22,0473;0,0001207
22,0656;0,0001196
22,0802;0,0001213
22,1051;0,0001219
22,1198;0,0001228
22,1582;0,0001255
22,173;0,0001249
22,1879;0,0001241
22,2058;0,0001275
22,2244;0,0001236
22,2453;0,0001308
22,2737;0,00013
22,2986;0,0001306
22,3201;0,0001329
22,3418;0,0001321
22,3565;0,0001325
22,3779;0,0001351
22,3962;0,000134
22,4209;0,0001366
22,4461;0,0001348
22,4608;0,0001357
22,4855;0,0001384
22,5036;0,0001391
22,5219;0,0001393
22,5366;0,0001401
22,5648;0,0001423
22,5897;0,0001429
22,6114;0,0001425
22,6261;0,0001435
22,654;0,000148
22,679;0,0001478
22,6941;0,000145
22,7053;0,0001471
22,7366;0,0001518
22,762;0,0001482
22,7699;0,0001495
22,7844;0,0001526
22,8197;0,000152
22,8413;0,0001518
22,8524;0,0001543
22,8805;0,0001575
22,902;0,0001586
22,9238;0,0001564
22,9318;0,0001562
22,9531;0,0001598
22,9879;0,0001634
23,0128;0,0001647
23,0214;0,0001594
23,0327;0,0001609
23,064;0,0001655
23,0823;0,0001645
23,1004;0,0001651
23,1217;0,0001676
23,1467;0,0001683
23,1683;0,0001677
23,1732;0,0001658
23,1978;0,0001704
23,2228;0,0001696
23,2441;0,0001732
23,2656;0,0001736
23,284;0,0001719
23,3125;0,0001713
23,3272;0,0001717
23,3382;0,0001759
23,3629;0,0001787
23,3845;0,0001782
23,4059;0,0001803
23,4279;0,000178
23,446;0,0001785
23,4709;0,0001795
23,4821;0,0001814
23,5033;0,0001852
23,5249;0,0001852
23,5431;0,0001856
23,5678;0,000188
23,5862;0,0001865
23,6043;0,0001882
23,6325;0,0001895
23,654;0,0001907
23,6654;0,0001905
23,6902;0,0001926
23,7118;0,0001926
23,73;0,0001931
23,7582;0,0001949
23,7729;0,0001958
23,7944;0,0001967
23,8092;0,0001969
23,8339;0,0001992
23,8554;0,0002004
23,8769;0,0002019
23,8952;0,0002017
23,9133;0,0002026
23,9314;0,0002034
23,9562;0,0002055
23,9778;0,0002051
23,9927;0,0002047
24,0038;0,0002081
24,032;0,0002091
24,0537;0,0002087
24,0685;0,0002091
24,0862;0,000214
24,1114;0,0002115
24,1296;0,0002119
24,1475;0,0002144
24,169;0,0002157
24,184;0,0002142
24,2085;0,0002186
24,2335;0,0002189
24,2483;0,0002197
24,2664;0,0002208
24,2914;0,0002206
24,306;0,0002222
24,3275;0,0002235
24,3493;0,0002218
24,3636;0,0002258
24,3884;0,0002284
24,4168;0,0002284
24,4284;0,0002267
24,4431;0,000228
24,4642;0,0002333
24,4894;0,0002314
24,5075;0,0002324
24,529;0,000233
24,5473;0,0002324
24,5655;0,0002318
24,5868;0,0002352
24,6355;0,00023605
24,6265;0,0002369
24,6445;0,000239
24,6525;0,0002385
24,6839;0,0002421
24,6989;0,0002405
24,7168;0,000243
24,7351;0,0002436
24,7532;0,0002447
24,778;0,0002462
24,7964;0,0002443
24,8177;0,0002468
24,8258;0,000246
24,8469;0,0002514
24,8786;0,0002521
24,8868;0,0002498
24,905;0,0002514
24,9264;0,0002532
24,948;0,0002527
24,9594;0,0002532
24,9773;0,0002559
25,0055;0,0002578
25,0236;0,0002586
25,042;0,0002563
25,06;0,0002599
25,0849;0,0002606
25,1029;0,0002622
25,121;0,0002633
25,146;0,0002629
25,1505;0,0002642
25,1786;0,0002671
25,1968;0,0002675
25,2216;0,000269
25,2365;0,0002694
25,2546;0,0002697
25,2694;0,0002697
25,2942;0,0002716
25,3159;0,0002707
25,3272;0,0002716
25,3518;0,0002754
25,3697;0,0002783
25,3883;0,0002754
25,4032;0,0002747
25,4314;0,0002771
25,4394;0,0002771
25,4573;0,00028
25,482;0,0002826
25,5036;0,0002824
25,5217;0,000283
25,5367;0,0002826
25,5547;0,0002842
25,5762;0,0002853
25,5942;0,0002874
25,6124;0,0002872
25,6338;0,0002891
25,6618;0,0002933
25,6768;0,0002906
25,6851;0,0002889
25,7031;0,0002915
25,7212;0,0002923
25,7425;0,0002953
25,7675;0,0002953
25,7889;0,0002972
25,7933;0,0002982
25,8284;0,0002997
25,8401;0,0002976
25,8515;0,000298
25,8728;0,0003001
25,8941;0,0003037
25,9123;0,0003037
25,9303;0,000305
25,9517;0,0003075
25,9735;0,0003058
25,9883;0,0003067
26,0031;0,0003061
26,0211;0,0003084
26,0457;0,0003116
26,0573;0,0003103
26,0753;0,000312
26,09;0,0003135
26,1148;0,000316
26,14;0,0003141
26,1448;0,0003118
26,1594;0,0003139
26,1805;0,0003183
26,2119;0,0003221
26,227;0,0003198
26,2351;0,00032
26,2563;0,0003236
26,2817;0,0003196
26,2897;0,00032
26,3109;0,000323
26,3289;0,0003257
26,3505;0,0003253
26,3588;0,0003234
26,3832;0,0003287
26,4116;0,0003293
26,4231;0,000328
26,4345;0,0003283
26,4559;0,0003297
26,4738;0,000334
26,4953;0,0003352
26,5136;0,0003338
26,5285;0,0003329
26,5432;0,000334
26,5644;0,000338
26,5892;0,0003397
26,6008;0,0003384
26,6223;0,0003399
26,6403;0,0003414
26,655;0,0003429
26,67;0,000341
26,6879;0,0003433
26,706;0,0003448
26,7275;0,0003452
26,7458;0,0003454
26,7605;0,0003465
26,7785;0,0003486
26,8;0,0003492
26,8115;0,000348
26,8263;0,0003488
26,8475;0,0003528
26,869;0,0003539
26,8843;0,000349
26,8919;0,0003534
26,9163;0,0003589
26,9448;0,0003577
26,9529;0,0003575
26,9782;0,0003551
26,9824;0,0003589
27,0071;0,0003619
27,0289;0,0003592
27,0402;0,0003608
27,0582;0,0003626
27,0765;0,0003621
27,0946;0,0003634
27,1091;0,0003664
27,1307;0,0003668
27,1489;0,0003662
27,1669;0,000368
27,1817;0,0003695
27,1931;0,0003693
27,2144;0,0003717
27,2328;0,0003699
27,2439;0,0003727
27,2688;0,0003744
27,2871;0,0003729
27,2948;0,0003769
27,3264;0,000379
27,3382;0,000375
27,3462;0,000375
27,374;0,0003805
27,382;0,0003812
27,4106;0,0003786
27,4155;0,0003765
27,4466;0,0003833
27,4548;0,0003814
27,4662;0,0003818
27,4841;0,0003852
27,5053;0,0003896
27,5309;0,0003837
27,5322;0,0003829
27,5498;0,0003884
27,5747;0,0003896
27,5895;0,000389
27,6045;0,0003886
27,6191;0,0003898
27,6406;0,0003909
27,6553;0,0003917
27,6734;0,0003928
27,6882;0,0003936
27,7029;0,0003945
27,7176;0,0003958
27,7423;0,0003991
27,7606;0,0003975
27,7717;0,0004009
27,7967;0,0004011
27,8052;0,0003973
27,8129;0,0003998
27,8344;0,0004011
27,8523;0,0004036
27,8772;0,0004042
27,8854;0,0004036
27,9;0,0004053
27,9215;0,0004066
27,9397;0,0004066
27,9511;0,0004063
27,9658;0,0004082
27,9905;0,0004108
28,0022;0,0004083
28,0134;0,0004102
28,0382;0,0004118
28,0565;0,0004114
28,0646;0,0004116
28,0791;0,0004142
28,0972;0,0004154
28,1118;0,0004169
28,1267;0,0004159
28,1449;0,0004169
28,1563;0,0004173
28,1709;0,0004186
28,1958;0,0004199
28,2072;0,0004195
28,2252;0,0004214
28,2403;0,0004197
28,2549;0,0004216
28,2693;0,000425
28,2875;0,0004258
28,3057;0,0004254
28,3241;0,0004243
28,332;0,0004256
28,3568;0,0004275
28,3686;0,0004237
28,376;0,0004301
28,3973;0,0004328
28,4257;0,0004334
28,4305;0,0004315
28,4454;0,0004301
28,4566;0,0004317
28,4781;0,0004343
28,4961;0,0004355
28,4978;0,0004309
28,5154;0,0004373
28,5371;0,0004358
28,5552;0,0004373
28,5632;0,0004375
28,5847;0,0004391
28,5994;0,0004398
28,6174;0,0004413
28,636;0,0004375
28,6402;0,0004425
28,6653;0,0004421
28,6801;0,0004419
28,6915;0,0004419
28,7061;0,0004449
28,7243;0,0004446
28,7356;0,0004451
28,7536;0,000447
28,7651;0,0004468
28,783;0,0004501
28,8012;0,0004504
28,8162;0,0004483
28,8243;0,0004476
28,8355;0,0004501
28,8568;0,0004527
28,8716;0,0004535
28,8833;0,0004506
28,8977;0,000454
28,9126;0,0004537
28,9276;0,0004518
28,9387;0,000455
28,9569;0,0004546
28,9682;0,0004556
28,9897;0,0004582
29,001;0,0004584
29,0161;0,0004557
29,041;0,0004569
29,042;0,0004586
29,06;0,0004618
29,082;0,000458
29,0765;0,0004569
29,0974;0,0004633
29,1156;0,0004647
29,1305;0,0004631
29,142;0,0004628
29,1634;0,0004643
29,1712;0,0004662
29,193;0,0004658
29,2011;0,0004643
29,219;0,0004675
29,2303;0,0004681
29,2483;0,0004705
29,2632;0,0004701
29,2781;0,0004694
29,2928;0,00047
29,3074;0,0004717
29,3191;0,0004707
29,3269;0,0004722
29,3447;0,000476
29,363;0,0004753
29,3777;0,000476
29,3895;0,0004734
29,4041;0,0004753
29,4188;0,0004756
29,4236;0,0004753
29,4449;0,0004774
29,4529;0,0004775
29,4709;0,0004794
29,4893;0,0004775
29,4973;0,0004787
29,5087;0,0004789
29,5267;0,0004811
29,5381;0,0004806
29,5495;0,0004817
29,5641;0,0004832
29,5825;0,0004813
29,5938;0,0004825
29,6019;0,000483
29,6198;0,0004857
29,6314;0,000484
29,6494;0,0004853
29,6641;0,0004863
29,6756;0,0004861
29,6904;0,0004863
29,7016;0,000488
29,7163;0,0004895
29,7279;0,000488
29,7359;0,0004882
29,7538;0,0004916
29,7652;0,000491
29,7835;0,0004914
29,7949;0,0004914
29,8062;0,0004921
29,8211;0,0004908
29,8328;0,0004897
29,854;0,0004929
29,8553;0,000492
29,8698;0,0004948
29,888;0,0004959
29,9027;0,0004967
29,9244;0,0004963
29,9292;0,0004937
29,9371;0,0004961
29,9586;0,0004967
29,9699;0,0004976
29,988;0,000499
30,0028;0,0004988
30,0043;0,0004971
30,0189;0,0004993
30,0437;0,0005011
30,0552;0,0005001
30,0663;0,0005035
30,0848;0,0005005
30,0964;0,0004993
30,1008;0,0005012
30,1124;0,0005001
30,1235;0,0005022
30,1447;0,000506
30,1596;0,0005052
30,1643;0,0005054
30,1789;0,0005075
30,2007;0,0005056
30,1987;0,0005048
30,2131;0,0005079
30,228;0,0005079
30,2462;0,0005077
30,2577;0,0005064
30,2725;0,0005071
30,2736;0,0005079
30,2951;0,0005096
30,3065;0,0005092
30,3145;0,0005102
30,3361;0,0005107
30,3443;0,0005086
30,3455;0,0005096
30,3633;0,0005128
30,3781;0,0005128
30,3896;0,0005121
30,3945;0,0005103
30,4089;0,0005139
30,4235;0,000516
