ASCII SCAN ANALOG DATA:			h2_2e.sac
DATE:	4/26/2012	TIME:	10:45:15 PM

Number of stored SCA cycles			1
Converted SCA cycle			1

INFO SCAN:		1
Data Titel	Countrate
Data Unit	cps
Scan Titel	Energy
Scan Unit	eV
Comment	
First Mass	-10.00
Scan Width	17
Values/Mass	64
Zoom Start	-10.00
Zoom End	  7.00

INFO ADDI DATA:		1
Title	Mass
Unit	amu
Comment	

Cycle	CycleDate	CycleTime	
1	4/26/2012	10:45:15 PM:71
AddiData	1
2
ScanData	1
 -10.00	191.939
  -9.98	127.959
  -9.97	287.908
  -9.95	255.918
  -9.94	287.908
  -9.92	191.939
  -9.91	159.949
  -9.89	191.939
  -9.88	287.908
  -9.86	255.918
  -9.84	223.928
  -9.83	319.898
  -9.81	191.939
  -9.80	223.928
  -9.78	223.928
  -9.77	447.857
  -9.75	415.867
  -9.73	511.836
  -9.72	319.898
  -9.70	447.857
  -9.69	287.908
  -9.67	575.816
  -9.66	447.857
  -9.64	351.888
  -9.63	671.785
  -9.61	575.816
  -9.59	543.826
  -9.58	479.847
  -9.56	607.806
  -9.55	639.795
  -9.53	575.816
  -9.52	607.806
  -9.50	575.816
  -9.48	799.744
  -9.47	543.826
  -9.45	607.806
  -9.44	1215.61
  -9.42	1375.56
  -9.41	991.683
  -9.39	799.744
  -9.38	895.714
  -9.36	1279.59
  -9.34	1247.6
  -9.33	1407.55
  -9.31	1631.48
  -9.30	1471.53
  -9.28	1407.55
  -9.27	1471.53
  -9.25	1823.42
  -9.23	1375.56
  -9.22	2303.26
  -9.20	2463.21
  -9.19	2495.2
  -9.17	2911.07
  -9.16	2463.21
  -9.14	2623.16
  -9.13	3390.92
  -9.11	3582.85
  -9.09	3806.78
  -9.08	3742.8
  -9.06	4446.58
  -9.05	3262.96
  -9.03	4926.42
  -9.02	5214.33
  -9.00	5086.37
  -8.98	5982.09
  -8.97	6014.08
  -8.95	6078.06
  -8.94	6461.93
  -8.92	6174.03
  -8.91	7325.66
  -8.89	7741.52
  -8.88	8413.31
  -8.86	7389.64
  -8.84	9245.04
  -8.83	9660.91
  -8.81	10972.5
