ASCII SCAN ANALOG DATA:			h2_3_5e.sac
DATE:	4/26/2012	TIME:	10:31:49 PM

Number of stored SCA cycles			1
Converted SCA cycle			1

INFO SCAN:		1
Data Titel	Countrate
Data Unit	cps
Scan Titel	Energy
Scan Unit	eV
Comment	
First Mass	-10.00
Scan Width	11
Values/Mass	64
Zoom Start	-10.00
Zoom End	  1.00

INFO ADDI DATA:		1
Title	Mass
Unit	amu
Comment	

Cycle	CycleDate	CycleTime	
1	4/26/2012	10:31:49 PM:19
AddiData	1
2
ScanData	1
 -10.00	319.898
  -9.98	255.918
  -9.97	607.806
  -9.95	575.816
  -9.94	127.959
  -9.92	255.918
  -9.91	607.806
  -9.89	383.877
  -9.88	415.867
  -9.86	607.806
  -9.84	575.816
  -9.83	639.795
  -9.81	255.918
  -9.80	255.918
  -9.78	383.877
  -9.77	511.836
  -9.75	767.755
  -9.73	863.724
  -9.72	703.775
  -9.70	863.724
  -9.69	831.734
  -9.67	767.755
  -9.66	895.714
  -9.64	1151.63
  -9.63	959.693
  -9.61	1023.67
  -9.59	1023.67
  -9.58	1375.56
  -9.56	1439.54
  -9.55	1503.52
  -9.53	1439.54
  -9.52	1887.4
  -9.50	2239.28
  -9.48	1727.45
  -9.47	2271.27
  -9.45	2463.21
  -9.44	2751.12
  -9.42	2911.07
  -9.41	3710.81
  -9.39	3966.73
  -9.38	3806.78
  -9.36	4222.65
  -9.34	4638.52
  -9.33	5406.27
  -9.31	5534.23
  -9.30	5310.3
  -9.28	7133.72
  -9.27	7965.45
  -9.25	8253.36
  -9.23	7965.45
  -9.22	9628.92
  -9.20	10844.5
  -9.19	11548.3
  -9.17	12827.9
  -9.16	13211.8
  -9.14	13755.6
  -9.13	15195.1
  -9.11	16218.8
  -9.09	16698.7
  -9.08	19161.9
  -9.06	19641.7
  -9.05	21913
  -9.03	23448.5
  -9.02	24856.1
  -9.00	25495.8
  -8.98	28279
  -8.97	29398.6
  -8.95	31318
  -8.94	33077.4
  -8.92	34804.9
  -8.91	37556
  -8.89	40531
  -8.88	41650.7
  -8.86	43250.2
  -8.84	45809.4
  -8.83	44657.7
