ASCII SCAN ANALOG DATA:			h3_3_5e.sac
DATE:	4/26/2012	TIME:	10:30:21 PM

Number of stored SCA cycles			1
Converted SCA cycle			1

INFO SCAN:		1
Data Titel	Countrate
  -8.42	0
  -8.41	0
  -8.39	0
  -8.38	0
  -8.36	0
  -8.34	0
  -8.33	0
  -8.31	0
  -8.30	0
  -8.28	0
  -8.27	0
  -8.25	0
  -8.23	0
  -8.22	0
  -8.20	31.9898
  -8.19	0
  -8.17	0
  -8.16	31.9898
  -8.14	0
  -8.13	0
  -8.11	0
  -8.09	0
  -8.08	0
  -8.06	0
  -8.05	0
  -8.03	0
  -8.02	0
  -8.00	0
  -7.98	0
  -7.97	0
  -7.95	0
  -7.94	0
  -7.92	0
  -7.91	0
  -7.89	0
  -7.88	0
  -7.86	0
  -7.84	0
  -7.83	0
  -7.81	0
  -7.80	0
  -7.78	0
  -7.77	0
  -7.75	0
  -7.73	31.9898
  -7.72	31.9898
  -7.70	0
  -7.69	0
  -7.67	0
  -7.66	0
  -7.64	0
  -7.63	0
  -7.61	0
  -7.59	0
  -7.58	0
  -7.56	0
  -7.55	0
  -7.53	31.9898
  -7.52	0
  -7.50	63.9795
  -7.48	0
  -7.47	0
  -7.45	0
  -7.44	0
  -7.42	0
  -7.41	0
  -7.39	0
  -7.38	31.9898
  -7.36	0
  -7.34	31.9898
  -7.33	31.9898
  -7.31	0
  -7.30	0
  -7.28	0
  -7.27	0
  -7.25	0
  -7.23	31.9898
  -7.22	0
  -7.20	0
  -7.19	0
  -7.17	0
  -7.16	0
  -7.14	0
  -7.13	0
  -7.11	0
  -7.09	31.9898
  -7.08	0
  -7.06	0
  -7.05	0
  -7.03	31.9898
  -7.02	31.9898
  -7.00	0
  -6.98	0
  -6.97	31.9898
  -6.95	31.9898
  -6.94	0
  -6.92	31.9898
  -6.91	0
  -6.89	0
  -6.88	0
  -6.86	0
  -6.84	31.9898
  -6.83	31.9898
  -6.81	0
  -6.80	0
  -6.78	31.9898
  -6.77	0
  -6.75	31.9898
  -6.73	0
  -6.72	31.9898
  -6.70	0
  -6.69	0
  -6.67	31.9898
  -6.66	0
  -6.64	0
  -6.63	0
  -6.61	0
  -6.59	0
  -6.58	0
  -6.56	0
  -6.55	0
  -6.53	31.9898
  -6.52	0
  -6.50	0
  -6.48	31.9898
  -6.47	0
  -6.45	0
  -6.44	0
  -6.42	0
  -6.41	0
  -6.39	0
  -6.38	31.9898
  -6.36	63.9795
  -6.34	0
  -6.33	63.9795
  -6.31	0
  -6.30	0
  -6.28	0
  -6.27	63.9795
  -6.25	31.9898
  -6.23	0
  -6.22	31.9898
  -6.20	0
  -6.19	0
  -6.17	63.9795
  -6.16	31.9898
  -6.14	0
  -6.13	31.9898
  -6.11	0
  -6.09	31.9898
  -6.08	31.9898
  -6.06	31.9898
  -6.05	63.9795
  -6.03	31.9898
  -6.02	31.9898
  -6.00	95.9693
  -5.98	95.9693
  -5.97	31.9898
  -5.95	63.9795
  -5.94	0
  -5.92	0
  -5.91	0
  -5.89	0
  -5.88	63.9795
  -5.86	31.9898
  -5.84	31.9898
  -5.83	31.9898
  -5.81	63.9795
  -5.80	31.9898
  -5.78	0
  -5.77	0
  -5.75	63.9795
  -5.73	0
  -5.72	31.9898
  -5.70	63.9795
  -5.69	63.9795
  -5.67	63.9795
  -5.66	95.9693
  -5.64	31.9898
  -5.63	31.9898
  -5.61	95.9693
  -5.59	0
  -5.58	63.9795
  -5.56	31.9898
  -5.55	0
  -5.53	0
  -5.52	0
  -5.50	31.9898
  -5.48	63.9795
  -5.47	0
  -5.45	31.9898
  -5.44	31.9898
  -5.42	31.9898
  -5.41	63.9795
  -5.39	63.9795
  -5.38	0
  -5.36	63.9795
  -5.34	31.9898
  -5.33	159.949
  -5.31	63.9795
  -5.30	0
  -5.28	31.9898
  -5.27	95.9693
  -5.25	31.9898
  -5.23	31.9898
  -5.22	31.9898
  -5.20	31.9898
  -5.19	95.9693
  -5.17	31.9898
  -5.16	31.9898
  -5.14	31.9898
  -5.13	127.959
  -5.11	0
  -5.09	0
  -5.08	63.9795
  -5.06	31.9898
  -5.05	191.939
  -5.03	63.9795
  -5.02	95.9693
  -5.00	31.9898
  -4.98	31.9898
  -4.97	63.9795
  -4.95	0
  -4.94	95.9693
  -4.92	159.949
  -4.91	95.9693
  -4.89	31.9898
  -4.88	63.9795
  -4.86	159.949
  -4.84	127.959
  -4.83	31.9898
  -4.81	63.9795
  -4.80	31.9898
  -4.78	95.9693
  -4.77	63.9795
  -4.75	95.9693
  -4.73	0
  -4.72	31.9898
  -4.70	95.9693
  -4.69	95.9693
  -4.67	95.9693
  -4.66	127.959
  -4.64	191.939
  -4.63	63.9795
  -4.61	127.959
  -4.59	95.9693
  -4.58	31.9898
  -4.56	127.959
  -4.55	159.949
  -4.53	127.959
  -4.52	31.9898
  -4.50	31.9898
  -4.48	63.9795
  -4.47	31.9898
  -4.45	159.949
  -4.44	63.9795
  -4.42	127.959
  -4.41	255.918
  -4.39	95.9693
  -4.38	159.949
  -4.36	127.959
  -4.34	95.9693
  -4.33	223.928
  -4.31	127.959
  -4.30	223.928
  -4.28	255.918
  -4.27	127.959
  -4.25	159.949
  -4.23	191.939
  -4.22	255.918
  -4.20	159.949
  -4.19	159.949
  -4.17	127.959
  -4.16	223.928
  -4.14	95.9693
  -4.13	159.949
  -4.11	255.918
  -4.09	255.918
  -4.08	191.939
  -4.06	191.939
  -4.05	63.9795
  -4.03	223.928
  -4.02	31.9898
  -4.00	191.939
  -3.98	255.918
  -3.97	127.959
  -3.95	223.928
  -3.94	223.928
  -3.92	287.908
  -3.91	95.9693
  -3.89	415.867
  -3.88	255.918
  -3.86	287.908
  -3.84	351.888
  -3.83	351.888
  -3.81	287.908
  -3.80	223.928
  -3.78	351.888
  -3.77	351.888
  -3.75	415.867
  -3.73	351.888
  -3.72	383.877
  -3.70	351.888
  -3.69	479.847
  -3.67	607.806
  -3.66	383.877
  -3.64	351.888
  -3.63	383.877
  -3.61	543.826
  -3.59	383.877
  -3.58	447.857
  -3.56	383.877
  -3.55	287.908
  -3.53	575.816
  -3.52	607.806
  -3.50	447.857
  -3.48	607.806
  -3.47	447.857
  -3.45	543.826
  -3.44	575.816
  -3.42	415.867
  -3.41	575.816
  -3.39	575.816
  -3.38	287.908
  -3.36	703.775
  -3.34	543.826
  -3.33	607.806
  -3.31	351.888
  -3.30	767.755
  -3.28	735.765
  -3.27	479.847
  -3.25	831.734
  -3.23	735.765
  -3.22	863.724
  -3.20	735.765
  -3.19	735.765
  -3.17	671.785
  -3.16	703.775
  -3.14	799.744
  -3.13	959.693
  -3.11	863.724
  -3.09	543.826
  -3.08	895.714
  -3.06	1023.67
  -3.05	959.693
  -3.03	767.755
  -3.02	991.683
  -3.00	1087.65
  -2.98	959.693
  -2.97	1407.55
  -2.95	1119.64
  -2.94	1215.61
  -2.92	1311.58
  -2.91	1311.58
  -2.89	1439.54
  -2.88	1407.55
  -2.86	1055.66
  -2.84	1279.59
  -2.83	1311.58
  -2.81	927.703
  -2.80	1663.47
  -2.78	1055.66
  -2.77	1599.49
  -2.75	1855.41
  -2.73	2239.28
  -2.72	2111.32
  -2.70	1439.54
  -2.69	1279.59
  -2.67	2591.17
  -2.66	2015.36
  -2.64	2111.32
  -2.63	2559.18
  -2.61	2367.24
  -2.59	1823.42
  -2.58	1919.39
  -2.56	2015.36
  -2.55	2527.19
  -2.53	2463.21
  -2.52	2879.08
  -2.50	2847.09
  -2.48	2943.06
  -2.47	2591.17
  -2.45	2527.19
  -2.44	3422.91
  -2.42	3071.02
  -2.41	2431.22
  -2.39	3678.82
  -2.38	3582.85
  -2.36	3390.92
  -2.34	3326.94
  -2.33	3806.78
  -2.31	4478.57
  -2.30	4062.7
  -2.28	4478.57
  -2.27	4670.51
  -2.25	4190.66
  -2.23	4798.47
  -2.22	4926.42
  -2.20	4670.51
  -2.19	4670.51
  -2.17	5886.12
  -2.16	5694.18
  -2.14	5214.33
  -2.13	4958.41
  -2.11	6685.86
  -2.09	5982.09
  -2.08	6685.86
  -2.06	6813.82
  -2.05	6973.77
  -2.03	7037.75
  -2.02	6301.99
  -2.00	7613.57
  -1.98	8061.42
  -1.97	8445.3
  -1.95	9309.02
  -1.94	9884.84
  -1.92	10364.7
  -1.91	9884.84
  -1.89	11164.4
  -1.88	10684.6
  -1.86	11292.4
  -1.84	10812.5
  -1.83	12284.1
  -1.81	12380
  -1.80	13851.6
  -1.78	14779.3
  -1.77	14107.5
  -1.75	14523.4
  -1.73	15547
  -1.72	15259.1
  -1.70	16698.7
  -1.69	17626.4
  -1.67	17978.3
  -1.66	18170.2
  -1.64	18554.1
  -1.63	19737.7
  -1.61	21689.1
  -1.59	21721.1
  -1.58	21241.2
  -1.56	22936.7
  -1.55	25431.9
  -1.53	25399.9
  -1.52	27031.4
  -1.50	26199.6
  -1.48	27575.2
  -1.47	29430.6
  -1.45	30198.3
  -1.44	30294.3
  -1.42	33045.4
  -1.41	35028.8
  -1.39	34357
  -1.38	37811.9
  -1.36	38515.7
  -1.34	39059.5
  -1.33	43186.2
  -1.31	44305.8
  -1.30	43538.1
  -1.28	47632.8
  -1.27	49200.3
  -1.25	50255.9
  -1.23	53327
  -1.22	53295
  -1.20	57997.5
  -1.19	58669.2
  -1.17	60236.7
  -1.16	63979.5
  -1.14	65099.2
  -1.13	66026.9
  -1.11	71273.2
  -1.09	71977
  -1.08	72264.9
  -1.06	75687.8
  -1.05	74888.1
  -1.03	79430.6
  -1.02	81414
  -1.00	83653.3
  -0.98	85412.7
  -0.97	88131.8
  -0.95	88387.7
  -0.94	89635.3
  -0.92	91874.6
  -0.91	93794
  -0.89	97600.8
  -0.88	95425.5
  -0.86	106462
  -0.84	98432.5
  -0.83	101312
  -0.81	99712.1
  -0.80	107102
  -0.78	106334
  -0.77	104767
  -0.75	109373
  -0.73	109373
  -0.72	108829
  -0.70	109309
  -0.69	110653
  -0.67	106110
  -0.66	104830
  -0.64	101983
  -0.63	111804
  -0.61	107358
  -0.59	103647
  -0.58	104575
  -0.56	98560.5
  -0.55	100672
  -0.53	98496.5
  -0.52	94689.7
  -0.50	93410.1
  -0.48	90147.2
  -0.47	88515.7
  -0.45	86180.4
  -0.44	82341.7
  -0.42	77927.1
  -0.41	76647.5
  -0.39	72584.8
  -0.38	68970
  -0.36	65515.1
  -0.34	61292.4
  -0.33	60204.8
  -0.31	57965.5
  -0.30	55086.4
  -0.28	46193.2
  -0.27	43698
  -0.25	41554.7
  -0.23	38643.6
  -0.22	35348.7
  -0.20	32565.6
  -0.19	29462.6
  -0.17	26135.6
  -0.16	25048
  -0.14	21881
  -0.13	20185.5
  -0.11	17082.5
  -0.09	15131.2
  -0.08	15035.2
  -0.06	13435.7
  -0.05	10556.6
  -0.03	8765.2
  -0.02	7197.7
   0.00	6525.91
   0.02	6525.91
   0.03	4126.68
   0.05	3774.79
   0.06	3358.93
   0.08	2495.2
   0.09	2047.35
   0.11	1631.48
   0.13	1407.55
   0.14	1247.6
   0.16	927.703
   0.17	927.703
   0.19	511.836
   0.20	383.877
   0.22	255.918
   0.23	95.9693
   0.25	191.939
   0.27	127.959
   0.28	191.939
   0.30	31.9898
   0.31	63.9795
   0.33	127.959
   0.34	95.9693
   0.36	0
   0.38	0
   0.39	0
   0.41	0
   0.42	31.9898
   0.44	0
   0.45	0
   0.47	0
   0.48	0
   0.50	0
   0.52	0
   0.53	0
   0.55	0
   0.56	0
   0.58	0
   0.59	0
   0.61	0
   0.63	0
   0.64	0
   0.66	0
   0.67	0
   0.69	0
   0.70	0
   0.72	0
   0.73	0
   0.75	0
   0.77	0
   0.78	0
   0.80	0
   0.81	0
   0.83	0
   0.84	0
   0.86	0
   0.88	0
   0.89	0
   0.91	0
   0.92	0
   0.94	0
   0.95	0
   0.97	0
   0.98	0
?	?
