7496.76 1.0054
7494.83 0.989394
7492.91 0.977008
7490.98 0.987345
7489.05 1.00156
7487.12 0.992998
7485.19 0.989718
7483.26 0.97523
7481.33 0.977328
7479.4 0.984643
7477.48 1.00045
7475.55 1.01312
7473.62 1.01953
7471.69 1.01753
7469.76 1.0047
7467.83 0.995092
7465.9 0.992322
7463.98 1.00555
7462.05 1.01397
7460.12 1.01126
7458.19 0.988321
7456.26 0.981401
7454.33 0.988378
7452.4 0.998698
7450.47 0.992739
7448.55 0.990719
7446.62 0.992277
7444.69 1.00561
7442.76 1.01392
7440.83 1.00631
7438.9 0.997412
7436.97 0.983971
7435.04 0.982034
7433.12 0.986787
7431.19 0.985518
7429.26 0.981331
7427.33 0.977363
7425.4 0.9759
7423.47 0.985551
7421.54 0.991928
7419.62 0.995043
7417.69 0.988445
7415.76 0.988175
7413.83 0.99427
7411.9 0.991677
7409.97 0.982873
7408.04 0.983401
7406.11 0.998266
7404.19 1.00179
7402.26 1.00479
7400.33 1.00043
7398.4 0.996886
7396.47 0.995524
7394.54 0.997904
7392.61 0.994699
7390.69 0.989984
7388.76 0.984066
7386.83 0.985006
7384.9 0.991108
7382.97 1.00088
7381.04 0.997986
7379.11 0.99013
7377.18 0.984088
7375.26 0.98601
7373.33 1.00338
7371.4 1.00996
7369.47 1.00564
7367.54 0.995285
7365.61 0.98728
7363.68 0.985182
7361.76 0.981983
7359.83 0.979343
7357.9 0.982782
7355.97 0.98882
7354.04 0.990491
7352.11 0.989227
7350.18 0.995096
7348.25 0.997457
7346.33 0.99551
7344.4 0.985967
7342.47 0.981374
7340.54 0.987273
7338.61 1.00162
7336.68 1.00207
7334.75 0.99502
7332.83 0.986216
7330.9 0.994057
7328.97 0.991737
7327.04 0.986172
7325.11 0.991381
7323.18 0.98938
7321.25 0.979887
7319.32 0.970972
7317.4 0.967729
7315.47 0.966436
7313.54 0.970793
7311.61 0.983991
7309.68 0.988394
7307.75 0.978266
7305.82 0.978944
7303.89 0.98598
7301.97 0.987256
7300.04 0.97601
7298.11 0.96644
7296.18 0.968825
7294.25 0.974479
7292.32 0.978335
7290.39 0.987402
7288.47 0.998413
7286.54 1.0044
7284.61 0.998082
7282.68 0.990042
7280.75 0.985146
7278.82 0.979399
7276.89 0.971342
7274.96 0.965711
7273.04 0.970442
7271.11 0.980297
7269.18 0.979682
7267.25 0.982108
7265.32 0.984836
7263.39 0.988221
7261.46 0.989483
7259.54 0.987024
7257.61 0.987691
7255.68 0.98846
7253.75 0.993465
7251.82 0.999683
7249.89 1.00109
7247.96 0.994278
7246.03 0.989709
7244.11 0.986462
7242.18 0.984117
7240.25 0.983326
7238.32 0.981302
7236.39 0.986922
7234.46 0.987624
7232.53 0.983764
7230.61 0.979058
7228.68 0.976769
7226.75 0.980785
7224.82 0.988903
7222.89 0.988215
7220.96 0.981078
7219.03 0.979697
7217.1 0.982888
7215.18 0.991289
7213.25 0.988787
7211.32 0.976151
7209.39 0.975454
7207.46 0.973979
7205.53 0.971298
7203.6 0.970722
7201.68 0.969168
7199.75 0.983452
7197.82 0.991692
7195.89 0.995276
7193.96 0.9989
7192.03 0.995636
7190.1 0.991847
7188.17 0.990637
7186.25 0.987637
7184.32 0.995943
7182.39 1.0028
7180.46 0.995516
7178.53 0.990591
7176.6 0.994777
7174.67 0.995627
7172.74 0.991978
7170.82 0.994747
7168.89 0.990782
7166.96 0.989293
7165.03 0.989403
7163.1 0.993253
7161.17 0.998101
7159.24 0.995428
7157.32 0.993205
7155.39 0.993749
7153.46 0.991819
7151.53 0.985066
7149.6 0.985578
7147.67 0.981634
7145.74 0.982795
7143.81 0.983558
7141.89 0.986456
7139.96 0.989538
7138.03 0.989548
7136.1 0.988663
7134.17 0.983983
7132.24 0.983007
7130.31 0.983388
7128.39 0.983359
7126.46 0.980289
7124.53 0.980162
7122.6 0.976424
7120.67 0.977153
7118.74 0.978184
7116.81 0.980206
7114.88 0.984386
7112.96 0.990338
7111.03 0.992779
7109.1 0.993679
7107.17 0.995504
7105.24 0.99912
7103.31 1.00373
7101.38 1.00126
7099.46 0.996885
7097.53 0.986296
7095.6 0.98181
7093.67 0.986763
7091.74 0.994066
7089.81 0.995214
7087.88 0.994882
7085.95 0.994194
7084.03 0.987485
7082.1 0.986863
7080.17 0.983023
7078.24 0.980243
7076.31 0.980404
7074.38 0.981819
7072.45 0.983388
7070.53 0.986833
7068.6 0.993831
7066.67 0.993606
7064.74 0.992013
7062.81 0.985383
7060.88 0.976408
7058.95 0.973116
7057.02 0.982721
7055.1 0.995491
7053.17 0.995205
7051.24 0.984056
7049.31 0.977273
7047.38 0.979613
7045.45 0.984146
7043.52 0.981749
7041.6 0.98014
7039.67 0.977487
7037.74 0.980886
7035.81 0.989267
7033.88 0.998124
7031.95 0.998674
7030.02 0.996589
7028.09 0.996366
7026.17 1.00297
7024.24 0.999559
7022.31 0.995748
7020.38 0.992355
7018.45 0.981503
7016.52 0.978002
7014.59 0.985388
7012.66 0.993438
7010.74 0.996899
7008.81 0.997494
7006.88 0.990678
7004.95 0.986781
7003.02 0.985617
