!
!  Ascii export file generated by ESP.EXE Version 7.0
!  ELECTROSTATIC PROBE data system (HIDEN ANALYTICAL)
!
!
!  2201 Data points.
!
-19,6147;-9,11E-05
-19,5967;-8,89E-05
-19,575;-8,89E-05
-19,5501;-8,87E-05
-19,5251;-8,81E-05
-19,5035;-8,79E-05
-19,4786;-8,72E-05
-19,4502;-8,7E-05
-19,4285;-8,79E-05
-19,4036;-8,7E-05
-19,3787;-8,62E-05
-19,3569;-8,85E-05
-19,3354;-8,75E-05
-19,3036;-8,75E-05
-19,2821;-8,64E-05
-19,2502;-8,72E-05
-19,2319;-8,81E-05
-19,2035;-8,85E-05
-19,1819;-8,79E-05
-19,1672;-8,77E-05
-19,1287;-8,68E-05
-19,107;-8,72E-05
-19,0786;-8,77E-05
-19,0536;-8,72E-05
-19,0355;-8,62E-05
-19,0039;-8,41E-05
-18,9786;-8,77E-05
-18,957;-8,77E-05
-18,9353;-8,85E-05
-18,9071;-8,62E-05
-18,8854;-8,75E-05
-18,857;-8,77E-05
-18,832;-8,72E-05
-18,7933;-8,94E-05
-18,7819;-8,85E-05
-18,7606;-8,57E-05
-18,7358;-8,39E-05
-18,7068;-8,89E-05
-18,6922;-8,7E-05
-18,654;-8,32E-05
-18,6253;-8,6E-05
-18,6066;-9,08E-05
-18,5955;-8,85E-05
-18,5574;-8,34E-05
-18,5283;-9E-05
-18,5138;-8,7E-05
-18,4855;-8,6E-05
-18,4571;-8,66E-05
-18,4322;-8,53E-05
-18,4071;-8,64E-05
-18,3887;-8,83E-05
-18,3571;-8,62E-05
-18,3323;-8,41E-05
-18,3137;-8,81E-05
-18,2855;-8,66E-05
-18,257;-8,74E-05
-18,2353;-8,79E-05
-18,2137;-8,79E-05
-18,1891;-8,45E-05
-18,1604;-8,77E-05
-18,132;-8,74E-05
-18,1172;-8,74E-05
-18,0889;-8,66E-05
-18,057;-8,7E-05
-18,0322;-8,57E-05
-18,007;-8,74E-05
-17,9855;-8,68E-05
-17,9638;-8,77E-05
-17,9388;-8,72E-05
-17,907;-8,77E-05
-17,8887;-8,83E-05
-17,8605;-8,62E-05
-17,8389;-8,64E-05
-17,8071;-8,6E-05
-17,7852;-8,94E-05
-17,7637;-8,79E-05
-17,7357;-8,49E-05
-17,707;-8,74E-05
-17,6921;-8,87E-05
-17,664;-8,58E-05
-17,6358;-8,39E-05
-17,6072;-8,57E-05
-17,5889;-8,66E-05
-17,5605;-8,66E-05
-17,5389;-8,66E-05
-17,5141;-8,49E-05
-17,4854;-8,75E-05
-17,4672;-8,7E-05
-17,4389;-8,66E-05
-17,4106;-8,55E-05
-17,3887;-8,79E-05
-17,3606;-8,51E-05
-17,332;-8,77E-05
-17,314;-8,55E-05
-17,2857;-8,47E-05
-17,2604;-8,77E-05
-17,242;-8,91E-05
-17,2136;-8,93E-05
-17,1855;-8,62E-05
-17,1637;-8,81E-05
-17,1388;-8,74E-05
-17,1141;-8,41E-05
-17,0822;-8,57E-05
-17,0669;-9,02E-05
-17,0422;-8,77E-05
-17,0107;-8,45E-05
-16,9821;-8,66E-05
-16,9703;-8,98E-05
-16,9458;-8,55E-05
-16,9173;-8,64E-05
-16,8923;-8,62E-05
-16,8638;-8,75E-05
-16,8389;-8,62E-05
-16,8106;-8,55E-05
-16,7822;-8,51E-05
-16,7702;-9,11E-05
-16,7458;-8,51E-05
-16,7105;-8,6E-05
-16,6921;-8,85E-05
-16,6706;-8,77E-05
-16,6421;-8,79E-05
-16,6207;-8,6E-05
-16,5891;-8,49E-05
-16,5706;-8,75E-05
-16,5424;-8,58E-05
-16,5174;-8,51E-05
-16,4854;-8,7E-05
-16,4705;-8,79E-05
-16,4388;-8,74E-05
-16,4172;-8,77E-05
-16,3957;-8,62E-05
-16,3639;-8,6E-05
-16,3423;-8,68E-05
-16,3204;-8,96E-05
-16,2992;-8,58E-05
-16,2642;-8,39E-05
-16,2388;-8,7E-05
-16,2171;-8,85E-05
-16,1926;-8,34E-05
-16,167;-8,91E-05
-16,1391;-8,41E-05
-16,1172;-8,7E-05
-16,0988;-8,91E-05
-16,0742;-8,53E-05
-16,0458;-8,57E-05
-16,0141;-8,47E-05
-15,9989;-8,85E-05
-15,9641;-8,41E-05
-15,9389;-8,64E-05
-15,9172;-8,74E-05
-15,8959;-8,49E-05
-15,8639;-8,6E-05
-15,8421;-8,85E-05
-15,8241;-8,62E-05
-15,7924;-8,53E-05
-15,7706;-8,75E-05
-15,746;-8,34E-05
-15,7173;-8,6E-05
-15,6954;-8,91E-05
-15,6675;-8,49E-05
-15,6425;-8,43E-05
-15,6169;-9,02E-05
-15,5925;-8,43E-05
-15,5672;-8,72E-05
-15,539;-8,57E-05
-15,5272;-8,94E-05
-15,4957;-8,64E-05
-15,4639;-8,64E-05
-15,4457;-8,6E-05
-15,4172;-8,72E-05
-15,4026;-8,57E-05
-15,3708;-8,51E-05
-15,3456;-8,72E-05
-15,3207;-8,6E-05
-15,2956;-8,74E-05
-15,2708;-8,57E-05
-15,2457;-8,62E-05
-15,2208;-8,53E-05
-15,1955;-8,81E-05
-15,1741;-8,62E-05
-15,1458;-8,53E-05
-15,1174;-8,55E-05
-15,0954;-8,89E-05
-15,0707;-8,64E-05
-15,046;-8,38E-05
-15,0139;-8,6E-05
-14,9956;-8,75E-05
-14,974;-8,77E-05
-14,9456;-8,7E-05
-14,9204;-8,89E-05
-14,8957;-8,62E-05
-14,8641;-8,43E-05
