 1.24009356e+00 1.27991515e-06 -2.67248869e-07
 1.26499602e+00 1.27059488e-06 -2.23314907e-07
 1.28990106e+00 1.26129948e-06 -1.73307734e-07
 1.31480607e+00 1.25179902e-06 -1.12172019e-07
 1.33973852e+00 1.24397944e-06 -5.42202315e-08
 1.36467499e+00 1.24003663e-06 -1.29749334e-08
 1.38961281e+00 1.23846587e-06 2.12956458e-08
 1.41455197e+00 1.23896737e-06 4.94874668e-08
 1.43948985e+00 1.24052175e-06 7.20516831e-08
 1.46442773e+00 1.24205616e-06 9.31793000e-08
 1.48936561e+00 1.24429484e-06 1.12746467e-07
 1.51430481e+00 1.24798492e-06 1.29476063e-07
 1.53924399e+00 1.25239429e-06 1.46039422e-07
 1.56418449e+00 1.25696944e-06 1.60860861e-07
 1.58912758e+00 1.26134142e-06 1.79250744e-07
 1.61407069e+00 1.26586883e-06 1.95151810e-07
 1.63901116e+00 1.27073371e-06 2.11606454e-07
 1.66394638e+00 1.27589370e-06 2.27657412e-07
 1.68888288e+00 1.28093244e-06 2.44912882e-07
 1.71381935e+00 1.28654249e-06 2.62507295e-07
 1.73875581e+00 1.29268910e-06 2.74875374e-07
 1.76368965e+00 1.29899503e-06 2.84285639e-07
 1.78862479e+00 1.30508028e-06 2.91949084e-07
 1.81355991e+00 1.31129688e-06 2.99190262e-07
 1.83849240e+00 1.31761572e-06 3.05126592e-07
 1.86342616e+00 1.32361246e-06 3.10187761e-07
 1.88835990e+00 1.32961197e-06 3.12480856e-07
 1.91329493e+00 1.33559220e-06 3.16055344e-07
 1.93822734e+00 1.34225611e-06 3.20735692e-07
 1.96316104e+00 1.34885478e-06 3.24677691e-07
 1.98809604e+00 1.35497837e-06 3.24957286e-07
 2.01303235e+00 1.36139514e-06 3.21861419e-07
 2.03796863e+00 1.36771510e-06 3.19828145e-07
 2.06290224e+00 1.37459281e-06 3.21954405e-07
 2.08783584e+00 1.38197137e-06 3.28769478e-07
 2.11276942e+00 1.38982179e-06 3.34268219e-07
 2.13770427e+00 1.39810737e-06 3.41408118e-07
 2.16264043e+00 1.40678312e-06 3.45811567e-07
 2.18757265e+00 1.41619361e-06 3.52510744e-07
 2.21250485e+00 1.42630322e-06 3.60251521e-07
 2.23743701e+00 1.43705490e-06 3.71887581e-07
 2.26236911e+00 1.44873304e-06 3.83261928e-07
 2.28730116e+00 1.46088248e-06 4.00052822e-07
 2.31223322e+00 1.47309072e-06 4.16729555e-07
 2.33716390e+00 1.48568110e-06 4.31912831e-07
 2.36209454e+00 1.49891320e-06 4.47213402e-07
 2.38702513e+00 1.51215413e-06 4.67448115e-07
 2.41195438e+00 1.52606193e-06 4.87469698e-07
 2.43688230e+00 1.54058692e-06 5.06813115e-07
 2.46180754e+00 1.55528399e-06 5.24632599e-07
 2.48673276e+00 1.57042878e-06 5.43491618e-07
 2.51165795e+00 1.58597091e-06 5.63003560e-07
 2.53658177e+00 1.60184438e-06 5.84496736e-07
 2.56150427e+00 1.61867888e-06 6.04129373e-07
 2.58642544e+00 1.63645576e-06 6.25347253e-07
 2.61134656e+00 1.65474256e-06 6.47916748e-07
 2.63626634e+00 1.67274791e-06 6.70832834e-07
 2.66118478e+00 1.69148858e-06 6.95798047e-07
 2.68610187e+00 1.71017425e-06 7.21604215e-07
 2.71102021e+00 1.72908369e-06 7.48404991e-07
 2.73593850e+00 1.74846248e-06 7.72807204e-07
 2.76085544e+00 1.76823346e-06 7.98493394e-07
 2.78577365e+00 1.78830077e-06 8.24969223e-07
 2.81069050e+00 1.80897323e-06 8.52986203e-07
 2.83560467e+00 1.83032421e-06 8.83360885e-07
 2.86051616e+00 1.85259543e-06 9.17402696e-07
 2.88542625e+00 1.87529365e-06 9.54822267e-07
 2.91033760e+00 1.89848197e-06 9.90379400e-07
 2.93525151e+00 1.92279802e-06 1.02656796e-06
 2.96016274e+00 1.94793846e-06 1.06268800e-06
 2.98507391e+00 1.97398510e-06 1.09894389e-06
 3.00998502e+00 2.00083559e-06 1.13079585e-06
 3.03489735e+00 2.02872385e-06 1.16470958e-06
 3.05980697e+00 2.05712195e-06 1.19695689e-06
 3.08471652e+00 2.08625288e-06 1.22882631e-06
 3.10962730e+00 2.11598341e-06 1.25867690e-06
 3.13453539e+00 2.14689842e-06 1.28468892e-06
 3.15944339e+00 2.17885023e-06 1.30907203e-06
 3.18435130e+00 2.21131892e-06 1.33293547e-06
 3.20926045e+00 2.24380327e-06 1.35762625e-06
