 -1.96040000e+01 -3.52467778e-06
 -1.95859000e+01 -2.62758148e-06
 -1.95678000e+01 -1.63048612e-06
 -1.95429000e+01 -1.23448351e-06
 -1.95180000e+01 -5.38482656e-07
 -1.94929000e+01 -1.24251571e-06
 -1.94678000e+01 -2.04655055e-06
 -1.94463000e+01 -1.45000811e-06
 -1.94213000e+01 -1.45403018e-06
 -1.93964000e+01 4.19620598e-08
 -1.93714000e+01 -3.62063569e-07
 -1.93463000e+01 -1.26610709e-06
 -1.93213000e+01 -9.70136297e-07
 -1.92964000e+01 -5.74151159e-07
 -1.92714000e+01 -3.78183929e-07
 -1.92463000e+01 -9.82234631e-07
 -1.92213000e+01 -1.48627099e-06
 -1.91998000e+01 -5.89743692e-07
 -1.91747000e+01 -7.93799550e-07
 -1.91497000e+01 -1.09784105e-06
 -1.91247000e+01 -8.01884344e-07
 -1.90998000e+01 -6.05913256e-07
 -1.90714000e+01 -4.10510662e-07
 -1.90463000e+01 -1.31457580e-06
 -1.90213000e+01 -1.01862655e-06
 -1.89964000e+01 -6.22662891e-07
 -1.89748000e+01 -4.26165749e-07
 -1.89464000e+01 -6.30773415e-07
 -1.89214000e+01 -2.34831394e-07
 -1.88997000e+01 -1.33835519e-06
 -1.88748000e+01 -4.24003077e-08
 -1.88463000e+01 -1.04703247e-06
 -1.88248000e+01 -4.50528479e-07
 -1.87825000e+01 -2.75741060e-06
 -1.87714000e+01 -2.59217405e-07
 -1.87497000e+01 -1.16275067e-06
 -1.87248000e+01 -4.66806674e-07
 -1.86997000e+01 -1.07089709e-06
 -1.86748000e+01 -6.74956725e-07
 -1.86464000e+01 -6.79589213e-07
 -1.86247000e+01 -1.08313042e-06
 -1.85998000e+01 -6.87195533e-07
 -1.85748000e+01 -9.12788043e-08
 -1.85464000e+01 -6.95919629e-07
 -1.85248000e+01 -9.94508600e-08
 -1.84997000e+01 -9.03556007e-07
 -1.84748000e+01 -5.07630278e-07
 -1.84498000e+01 -1.11722753e-07
 -1.84214000e+01 -3.16374043e-07
 -1.83964000e+01 -7.20470463e-07
 -1.83781000e+01 -9.23470214e-07
 -1.83499000e+01 4.71905276e-07
 -1.83215000e+01 2.67245585e-07
 -1.83031000e+01 -1.63577465e-06
 -1.82782000e+01 -1.39863410e-07
 -1.82465000e+01 4.54928550e-07
 -1.82247000e+01 -9.48654740e-07
 -1.81997000e+01 -9.52765760e-07
 -1.81748000e+01 4.31378113e-08
 -1.81497000e+01 -9.60993393e-07
 -1.81248000e+01 -7.65093539e-07
 -1.80998000e+01 -1.69212017e-07
 -1.80748000e+01 -5.73332365e-07
 -1.80497000e+01 -9.77471078e-07
 -1.80249000e+01 4.18437819e-07
 -1.79964000e+01 1.37340710e-08
 -1.79748000e+01 -7.89832501e-07
 -1.79531000e+01 -9.93416998e-07
 -1.79281000e+01 -9.97548359e-07
 -1.78998000e+01 -6.02227333e-07
 -1.78748000e+01 -6.36271139e-09
 -1.78498000e+01 -4.10499977e-07
 -1.78248000e+01 -4.14639131e-07
 -1.77998000e+01 -8.18780175e-07
 -1.77782000e+01 -4.22359561e-07
 -1.77531000e+01 -1.02652072e-06
 -1.77248000e+01 -3.12146702e-08
 -1.77032000e+01 -4.34798970e-07
 -1.76749000e+01 4.60502786e-07
 -1.76464000e+01 -2.44231122e-07
 -1.76247000e+01 -1.34783720e-06
 -1.76032000e+01 -8.51411449e-07
 -1.75748000e+01 -2.56134950e-07
 -1.75498000e+01 -8.60295000e-07
 -1.75248000e+01 -2.64456961e-07
 -1.74998000e+01 -2.68620835e-07
 -1.74748000e+01 -8.72786622e-07
 -1.74498000e+01 -7.69543263e-08
 -1.74248000e+01 -2.81123948e-07
 -1.73998000e+01 -6.85295490e-07
 -1.73782000e+01 -6.88901250e-07
 -1.73498000e+01 -9.36443415e-08
 -1.73249000e+01 1.02195059e-07
 -1.72998000e+01 -7.02000895e-07
 -1.72747000e+01 -1.10619879e-06
 -1.72532000e+01 -9.09796150e-07
 -1.72282000e+01 -3.13980921e-07
 -1.71998000e+01 -5.18737168e-07
 -1.71748000e+01 -5.22926073e-07
 -1.71532000e+01 -9.26546849e-07
 -1.71283000e+01 7.69277404e-07
 -1.71032000e+01 -1.34933832e-07
 -1.70748000e+01 -1.39701101e-07
 -1.70532000e+01 -7.43328593e-07
 -1.70248000e+01 -5.48100285e-07
 -1.70032000e+01 -3.51731144e-07
 -1.69783000e+01 4.40814738e-08
 -1.69532000e+01 -1.60141503e-07
 -1.69248000e+01 -3.64922069e-07
 -1.69032000e+01 -3.68559684e-07
 -1.68782000e+01 -5.72771712e-07
 -1.68498000e+01 -1.77558956e-07
 -1.68248000e+01 -1.81775176e-07
 -1.68032000e+01 -9.85419573e-07
 -1.67782000e+01 -3.89639458e-07
 -1.67532000e+01 -7.93861312e-07
 -1.67282000e+01 -1.98085137e-07
 -1.66998000e+01 -8.02885796e-07
 -1.66748000e+01 -6.07113838e-07
 -1.66532000e+01 -8.10768458e-07
 -1.66249000e+01 1.84441078e-07
 -1.65999000e+01 -1.97928926e-08
 -1.65782000e+01 -8.23469586e-07
 -1.65532000e+01 -1.02770726e-06
 -1.65283000e+01 -3.19299625e-08
 -1.65033000e+01 4.63828394e-07
 -1.64748000e+01 -4.41009507e-07
 -1.64532000e+01 -6.44677852e-07
 -1.64249000e+01 -4.94863159e-08
 -1.63999000e+01 2.46263796e-07
 -1.63782000e+01 -1.05742673e-06
 -1.63565000e+01 -6.61118758e-07
 -1.63283000e+01 6.34081050e-07
 -1.63064000e+01 -1.26964852e-06
 -1.62783000e+01 1.25563800e-07
 -1.62533000e+01 -7.86978364e-08
 -1.62282000e+01 -2.82978542e-07
 -1.62032000e+01 -6.87244209e-07
 -1.61815000e+01 -4.90948440e-07
 -1.61499000e+01 2.03654662e-07
 -1.61283000e+01 9.99637881e-08
 -1.61033000e+01 -1.04309940e-07
 -1.60782000e+01 -3.08602797e-07
 -1.60532000e+01 -3.12880580e-07
 -1.60282000e+01 -5.17160388e-07
 -1.60032000e+01 -5.21442226e-07
 -1.59782000e+01 -3.25726093e-07
 -1.59532000e+01 -7.30011993e-07
 -1.59283000e+01 3.65717228e-07
 -1.59032000e+01 -5.38589898e-07
 -1.58782000e+01 -9.42881908e-07
 -1.58533000e+01 5.28412228e-08
 -1.58249000e+01 5.47960713e-07
 -1.57998000e+01 -3.56354892e-07
 -1.57816000e+01 -1.59485425e-07
 -1.57533000e+01 3.56446099e-08
 -1.57283000e+01 5.31340335e-07
 -1.57033000e+01 -1.72965993e-07
 -1.56782000e+01 -7.77291613e-07
