0 0 1 0
0.1 0.115741 0.824612 0.0596472
0.16 0.125899 0.756715 0.117386
0.23 0.111279 0.694121 0.194601
0.33 0.11984 0.618449 0.261711
0.53 0.200202 0.365936 0.433862
0.59 0.139349 0.320784 0.539867
0.77 0.118917 0.181445 0.699638
0.82 0.0906734 0.125512 0.783814
1 0 0 1
