#energy Ti-O-Ti Ti-O-Si Si-O-Si total
-536.57143 0.36534 0.00000 0.00000 0.36534
-536.55143 0.37961 0.00000 0.00000 0.37961
-536.53143 0.39373 0.00000 0.00000 0.39373
-536.51143 0.40764 0.00000 0.00000 0.40764
-536.49143 0.42129 0.00000 0.00000 0.42129
-536.47143 0.43462 0.00000 0.00000 0.43462
-536.45143 0.44756 0.00000 0.00000 0.44756
-536.43143 0.46006 0.00000 0.00000 0.46006
-536.41143 0.47206 0.00000 0.00000 0.47206
-536.39143 0.48350 0.00000 0.00000 0.48350
-536.37143 0.49433 0.00000 0.00000 0.49433
-536.35143 0.50450 0.00000 0.00000 0.50450
-536.33143 0.51395 0.00000 0.00000 0.51395
-536.31143 0.52264 0.00000 0.00000 0.52264
-536.29143 0.53052 0.00000 0.00000 0.53052
-536.27143 0.53755 0.00000 0.00000 0.53755
-536.25143 0.54370 0.00000 0.00000 0.54370
-536.23143 0.54894 0.00000 0.00000 0.54894
-536.21143 0.55323 0.00000 0.00000 0.55323
-536.19143 0.55656 0.00000 0.00000 0.55656
-536.17143 0.55891 0.00000 0.00000 0.55891
-536.15143 0.56027 0.00000 0.00000 0.56027
-536.13143 0.56062 0.00000 0.00000 0.56062
-536.11143 0.55997 0.00000 0.00000 0.55997
-536.09143 0.55833 0.00000 0.00000 0.55833
-536.07143 0.55570 0.00000 0.00000 0.55570
-536.05143 0.55209 0.00000 0.00000 0.55209
-536.03143 0.54754 0.00000 0.00000 0.54754
-536.01143 0.54205 0.00000 0.00000 0.54205
-535.99143 0.53566 0.00000 0.00000 0.53566
-535.97143 0.52841 0.00000 0.00000 0.52841
-535.95143 0.52033 0.00000 0.00000 0.52033
-535.93143 0.51147 0.00000 0.00000 0.51147
-535.91143 0.50186 0.00000 0.00000 0.50186
-535.89143 0.49156 0.00000 0.00000 0.49156
-535.87143 0.48062 0.00000 0.00000 0.48062
-535.85143 0.46910 0.00000 0.00000 0.46910
-535.83143 0.45703 0.00000 0.00000 0.45703
-535.81143 0.44449 0.00000 0.00000 0.44449
-535.79143 0.43153 0.00000 0.00000 0.43153
-535.77143 0.41821 0.00000 0.00000 0.41821
-535.75143 0.40459 0.00000 0.00000 0.40459
-535.73143 0.39071 0.00000 0.00000 0.39071
-535.71143 0.37665 0.00000 0.00000 0.37665
-535.69143 0.36246 0.00000 0.00000 0.36246
-535.67143 0.34818 0.00000 0.00000 0.34818
-535.65143 0.33388 0.00000 0.00000 0.33388
-535.63143 0.31960 0.00000 0.00000 0.31960
-535.61143 0.30540 0.00000 0.00000 0.30540
-535.59143 0.29131 0.00000 0.00000 0.29131
-535.57143 0.27739 0.00000 0.00000 0.27739
-535.55143 0.26366 0.00000 0.00000 0.26366
-535.53143 0.25018 0.00000 0.00000 0.25018
-535.51143 0.23697 0.00000 0.00000 0.23697
-535.49143 0.22407 0.00000 0.00000 0.22407
-535.47143 0.21150 0.00000 0.00000 0.21150
-535.45143 0.19928 0.00000 0.00000 0.19928
-535.43143 0.18744 0.00000 0.00000 0.18744
-535.41143 0.17600 0.00000 0.00000 0.17600
-535.39143 0.16496 0.00000 0.00000 0.16496
-535.37143 0.15435 0.00000 0.00000 0.15435
-535.35143 0.14417 0.00000 0.00000 0.14417
-535.33143 0.13443 0.00000 0.00000 0.13443
-535.31143 0.12513 0.00000 0.00000 0.12513
-535.29143 0.11626 0.00000 0.00000 0.11626
-535.27143 0.10784 0.00000 0.00000 0.10784
-535.25143 0.09986 0.00000 0.00000 0.09986
-535.23143 0.09230 0.00000 0.00000 0.09230
-535.21143 0.08517 0.00000 0.00000 0.08517
-535.19143 0.07845 0.00000 0.00000 0.07845
-535.17143 0.07214 0.00000 0.00000 0.07214
-535.15143 0.06622 0.00000 0.00000 0.06622
-535.13143 0.06068 0.00000 0.00000 0.06068
-535.11143 0.05550 0.00000 0.00000 0.05550
-535.09143 0.05068 0.00000 0.00000 0.05068
-535.07143 0.04620 0.00000 0.00000 0.04620
-535.05143 0.04204 0.00000 0.00000 0.04204
-535.03143 0.03819 0.00000 0.00000 0.03819
-535.01143 0.03463 0.00000 0.00000 0.03463
-534.99143 0.03135 0.00000 0.00000 0.03135
-534.97143 0.02833 0.00000 0.00000 0.02833
-534.95143 0.02556 0.00000 0.00000 0.02556
-534.93143 0.02302 0.00000 0.00000 0.02302
-534.91143 0.02069 0.00000 0.00000 0.02069
-534.89143 0.01857 0.00000 0.00000 0.01857
-534.87143 0.01663 0.00000 0.00000 0.01663
-534.85143 0.01487 0.00000 0.00000 0.01487
-534.83143 0.01327 0.00000 0.00000 0.01327
-534.81143 0.01183 0.00000 0.00000 0.01183
-534.79143 0.01052 0.00000 0.00000 0.01052
-534.77143 0.00934 0.00000 0.00000 0.00934
-534.75143 0.00828 0.00000 0.00000 0.00828
-534.73143 0.00732 0.00000 0.00000 0.00732
-534.71143 0.00647 0.00000 0.00000 0.00647
-534.69143 0.00570 0.00000 0.00000 0.00570
-534.67143 0.00502 0.00000 0.00000 0.00502
-534.65143 0.00441 0.00000 0.00000 0.00441
-534.63143 0.00386 0.00000 0.00000 0.00386
-534.61143 0.00338 0.00000 0.00000 0.00338
-534.59143 0.00295 0.00000 0.00000 0.00295
-534.57143 0.00257 0.00000 0.00000 0.00257
-534.55143 0.00224 0.00000 0.00000 0.00224
-534.53143 0.00195 0.00000 0.00000 0.00195
-534.51143 0.00169 0.00000 0.00000 0.00169
-534.49143 0.00146 0.00000 0.00000 0.00146
-534.47143 0.00126 0.00000 0.00000 0.00126
-534.45143 0.00109 0.00000 0.00000 0.00109
-534.43143 0.00094 0.00000 0.00000 0.00094
-534.41143 0.00080 0.00000 0.00000 0.00080
-534.39143 0.00069 0.00000 0.00000 0.00069
-534.37143 0.00059 0.00000 0.00000 0.00059
-534.35143 0.00050 0.00000 0.00000 0.00050
-534.33143 0.00043 0.00000 0.00000 0.00043
-534.31143 0.00036 0.00000 0.00000 0.00036
-534.29143 0.00031 0.00000 0.00000 0.00031
-534.27143 0.00026 0.00000 0.00000 0.00026
