#energy Ti-O-Ti Ti-O-Si Si-O-Si total
-540.71175 0.00000 0.00000 0.00784 0.00784
-540.69175 0.00000 0.00000 0.00813 0.00813
-540.67175 0.00000 0.00000 0.00841 0.00841
-540.65175 0.00000 0.00000 0.00868 0.00868
-540.63175 0.00000 0.00000 0.00893 0.00893
-540.61175 0.00000 0.00000 0.00917 0.00917
-540.59175 0.00000 0.00000 0.00939 0.00939
-540.57175 0.00000 0.00000 0.00959 0.00959
-540.55175 0.00000 0.00000 0.00977 0.00977
-540.53175 0.00000 0.00000 0.00993 0.00993
-540.51175 0.00000 0.00000 0.01007 0.01007
-540.49175 0.00000 0.00000 0.01019 0.01019
-540.47175 0.00000 0.00000 0.01028 0.01028
-540.45175 0.00000 0.00000 0.01034 0.01034
-540.43175 0.00000 0.00000 0.01038 0.01038
-540.41175 0.00000 0.00000 0.01039 0.01039
-540.39175 0.00000 0.00000 0.01038 0.01038
-540.37175 0.00000 0.00000 0.01035 0.01035
-540.35175 0.00000 0.00000 0.01028 0.01028
-540.33175 0.00000 0.00000 0.01020 0.01020
-540.31175 0.00000 0.00000 0.01009 0.01009
-540.29175 0.00000 0.00000 0.00995 0.00995
-540.27175 0.00000 0.00000 0.00980 0.00980
-540.25175 0.00000 0.00000 0.00962 0.00962
-540.23175 0.00000 0.00000 0.00942 0.00942
-540.21175 0.00000 0.00000 0.00921 0.00921
-540.19175 0.00000 0.00000 0.00898 0.00898
-540.17175 0.00000 0.00000 0.00874 0.00874
-540.15175 0.00000 0.00000 0.00849 0.00849
-540.13175 0.00000 0.00000 0.00822 0.00822
-540.11175 0.00000 0.00000 0.00795 0.00795
-540.09175 0.00000 0.00000 0.00768 0.00768
-540.07175 0.00000 0.00000 0.00740 0.00740
-540.05175 0.00000 0.00000 0.00712 0.00712
-540.03175 0.00000 0.00000 0.00684 0.00684
-540.01175 0.00000 0.00000 0.00657 0.00657
-539.99175 0.00000 0.00000 0.00630 0.00630
-539.97175 0.00000 0.00000 0.00605 0.00605
-539.95175 0.00000 0.00000 0.00580 0.00580
-539.93175 0.00000 0.00000 0.00558 0.00558
-539.91175 0.00000 0.00000 0.00537 0.00537
-539.89175 0.00000 0.00000 0.00518 0.00518
-539.87175 0.00000 0.00000 0.00501 0.00501
-539.85175 0.00000 0.00000 0.00488 0.00488
-539.83175 0.00000 0.00000 0.00477 0.00477
-539.81175 0.00000 0.00000 0.00470 0.00470
-539.79175 0.00000 0.00000 0.00466 0.00466
-539.77175 0.00000 0.00000 0.00467 0.00467
-539.75175 0.00000 0.00000 0.00472 0.00472
-539.73175 0.00000 0.00000 0.00482 0.00482
-539.71175 0.00000 0.00000 0.00497 0.00497
-539.69175 0.00000 0.00000 0.00518 0.00518
-539.67175 0.00000 0.00000 0.00545 0.00546
-539.65175 0.00000 0.00000 0.00580 0.00580
-539.63175 0.00000 0.00000 0.00621 0.00621
-539.61175 0.00000 0.00000 0.00671 0.00671
-539.59175 0.00000 0.00000 0.00729 0.00729
-539.57175 0.00000 0.00000 0.00797 0.00797
-539.55175 0.00000 0.00000 0.00874 0.00875
-539.53175 0.00000 0.00001 0.00962 0.00963
-539.51175 0.00000 0.00001 0.01062 0.01063
-539.49175 0.00000 0.00001 0.01174 0.01175
-539.47175 0.00000 0.00001 0.01299 0.01300
-539.45175 0.00000 0.00001 0.01438 0.01439
-539.43175 0.00000 0.00001 0.01592 0.01593
-539.41175 0.00000 0.00002 0.01762 0.01763
-539.39175 0.00000 0.00002 0.01948 0.01950
-539.37175 0.00000 0.00002 0.02152 0.02154
-539.35175 0.00000 0.00003 0.02374 0.02377
-539.33175 0.00000 0.00003 0.02616 0.02619
-539.31175 0.00000 0.00004 0.02878 0.02882
-539.29175 0.00000 0.00005 0.03161 0.03166
-539.27175 0.00000 0.00005 0.03467 0.03472
-539.25175 0.00000 0.00006 0.03795 0.03801
-539.23175 0.00000 0.00008 0.04146 0.04154
-539.21175 0.00000 0.00009 0.04522 0.04532
-539.19175 0.00000 0.00010 0.04923 0.04934
-539.17175 0.00000 0.00012 0.05349 0.05362
-539.15175 0.00000 0.00014 0.05801 0.05816
-539.13175 0.00001 0.00016 0.06279 0.06296
-539.11175 0.00001 0.00019 0.06783 0.06803
-539.09175 0.00001 0.00022 0.07314 0.07337
-539.07175 0.00001 0.00026 0.07870 0.07897
-539.05175 0.00001 0.00029 0.08453 0.08483
-539.03175 0.00001 0.00034 0.09060 0.09096
-539.01175 0.00002 0.00039 0.09693 0.09733
-538.99175 0.00002 0.00045 0.10349 0.10396
-538.97175 0.00002 0.00051 0.11029 0.11082
-538.95175 0.00003 0.00058 0.11730 0.11791
-538.93175 0.00003 0.00066 0.12452 0.12521
-538.91175 0.00003 0.00075 0.13192 0.13271
-538.89175 0.00004 0.00085 0.13950 0.14039
-538.87175 0.00005 0.00096 0.14723 0.14824
-538.85175 0.00005 0.00108 0.15509 0.15623
-538.83175 0.00006 0.00122 0.16306 0.16434
-538.81175 0.00007 0.00137 0.17111 0.17255
-538.79175 0.00008 0.00154 0.17921 0.18083
-538.77175 0.00010 0.00172 0.18735 0.18916
-538.75175 0.00011 0.00192 0.19548 0.19751
-538.73175 0.00013 0.00214 0.20358 0.20585
-538.71175 0.00015 0.00238 0.21162 0.21415
-538.69175 0.00017 0.00265 0.21957 0.22238
-538.67175 0.00019 0.00293 0.22739 0.23051
-538.65175 0.00021 0.00325 0.23505 0.23851
-538.63175 0.00024 0.00359 0.24251 0.24634
-538.61175 0.00027 0.00395 0.24976 0.25398
-538.59175 0.00031 0.00435 0.25674 0.26140
-538.57175 0.00035 0.00478 0.26344 0.26857
-538.55175 0.00039 0.00525 0.26982 0.27545
-538.53175 0.00043 0.00575 0.27585 0.28203
-538.51175 0.00048 0.00628 0.28151 0.28828
-538.49175 0.00054 0.00686 0.28676 0.29416
-538.47175 0.00060 0.00748 0.29159 0.29967
-538.45175 0.00066 0.00814 0.29597 0.30478
-538.43175 0.00073 0.00885 0.29989 0.30947
-538.41175 0.00081 0.00961 0.30332 0.31373
-538.39175 0.00089 0.01042 0.30625 0.31755
-538.37175 0.00097 0.01128 0.30867 0.32092
-538.35175 0.00107 0.01219 0.31057 0.32383
-538.33175 0.00117 0.01317 0.31194 0.32628
-538.31175 0.00127 0.01420 0.31279 0.32826
-538.29175 0.00138 0.01530 0.31310 0.32979
-538.27175 0.00150 0.01646 0.31289 0.33086
-538.25175 0.00162 0.01769 0.31216 0.33148
-538.23175 0.00176 0.01899 0.31092 0.33167
-538.21175 0.00189 0.02037 0.30918 0.33144
-538.19175 0.00203 0.02182 0.30695 0.33080
-538.17175 0.00218 0.02335 0.30425 0.32978
-538.15175 0.00234 0.02496 0.30110 0.32840
-538.13175 0.00250 0.02666 0.29752 0.32668
-538.11175 0.00266 0.02844 0.29354 0.32464
-538.09175 0.00283 0.03031 0.28917 0.32231
-538.07175 0.00300 0.03227 0.28445 0.31972
-538.05175 0.00318 0.03432 0.27940 0.31690
-538.03175 0.00335 0.03647 0.27406 0.31388
-538.01175 0.00353 0.03871 0.26844 0.31068
-537.99175 0.00372 0.04104 0.26258 0.30734
-537.97175 0.00390 0.04348 0.25651 0.30389
-537.95175 0.00408 0.04600 0.25026 0.30035
-537.93175 0.00427 0.04863 0.24386 0.29676
-537.91175 0.00445 0.05135 0.23734 0.29314
-537.89175 0.00462 0.05416 0.23073 0.28952
-537.87175 0.00480 0.05707 0.22405 0.28592
-537.85175 0.00497 0.06006 0.21734 0.28237
-537.83175 0.00513 0.06314 0.21061 0.27888
-537.81175 0.00529 0.06629 0.20390 0.27548
-537.79175 0.00545 0.06953 0.19721 0.27219
-537.77175 0.00559 0.07283 0.19059 0.26901
-537.75175 0.00573 0.07619 0.18404 0.26595
-537.73175 0.00585 0.07961 0.17758 0.26304
-537.71175 0.00597 0.08308 0.17123 0.26027
-537.69175 0.00607 0.08658 0.16500 0.25765
-537.67175 0.00617 0.09011 0.15891 0.25519
-537.65175 0.00625 0.09366 0.15296 0.25287
-537.63175 0.00632 0.09721 0.14717 0.25070
-537.61175 0.00637 0.10076 0.14154 0.24867
-537.59175 0.00642 0.10429 0.13607 0.24678
-537.57175 0.00645 0.10779 0.13077 0.24501
-537.55175 0.00646 0.11124 0.12565 0.24335
-537.53175 0.00646 0.11463 0.12070 0.24180
-537.51175 0.00645 0.11796 0.11592 0.24033
-537.49175 0.00643 0.12119 0.11131 0.23893
-537.47175 0.00639 0.12433 0.10688 0.23759
-537.45175 0.00633 0.12735 0.10260 0.23628
-537.43175 0.00627 0.13024 0.09849 0.23500
-537.41175 0.00619 0.13299 0.09454 0.23372
-537.39175 0.00610 0.13559 0.09074 0.23242
-537.37175 0.00599 0.13802 0.08708 0.23109
-537.35175 0.00588 0.14027 0.08356 0.22971
-537.33175 0.00575 0.14234 0.08017 0.22826
-537.31175 0.00562 0.14420 0.07691 0.22674
-537.29175 0.00548 0.14586 0.07377 0.22511
-537.27175 0.00533 0.14730 0.07075 0.22338
-537.25175 0.00517 0.14853 0.06783 0.22152
-537.23175 0.00501 0.14952 0.06501 0.21954
-537.21175 0.00484 0.15029 0.06228 0.21741
-537.19175 0.00466 0.15082 0.05965 0.21513
-537.17175 0.00449 0.15111 0.05710 0.21270
-537.15175 0.00431 0.15117 0.05463 0.21011
-537.13175 0.00412 0.15100 0.05224 0.20736
-537.11175 0.00394 0.15060 0.04992 0.20445
-537.09175 0.00376 0.14997 0.04766 0.20139
-537.07175 0.00358 0.14911 0.04548 0.19816
-537.05175 0.00339 0.14804 0.04335 0.19479
-537.03175 0.00322 0.14677 0.04129 0.19127
-537.01175 0.00304 0.14529 0.03929 0.18761
-536.99175 0.00287 0.14362 0.03734 0.18383
-536.97175 0.00270 0.14178 0.03545 0.17992
-536.95175 0.00253 0.13976 0.03361 0.17591
-536.93175 0.00237 0.13759 0.03183 0.17180
-536.91175 0.00222 0.13528 0.03011 0.16761
-536.89175 0.00207 0.13283 0.02844 0.16334
-536.87175 0.00193 0.13027 0.02682 0.15902
-536.85175 0.00179 0.12760 0.02526 0.15466
-536.83175 0.00166 0.12485 0.02376 0.15026
-536.81175 0.00153 0.12202 0.02230 0.14586
-536.79175 0.00142 0.11912 0.02091 0.14145
-536.77175 0.00131 0.11618 0.01956 0.13705
-536.75175 0.00120 0.11321 0.01828 0.13269
-536.73175 0.00110 0.11021 0.01704 0.12836
-536.71175 0.00101 0.10720 0.01587 0.12408
-536.69175 0.00093 0.10420 0.01474 0.11987
-536.67175 0.00085 0.10122 0.01367 0.11574
-536.65175 0.00078 0.09826 0.01266 0.11169
-536.63175 0.00071 0.09533 0.01169 0.10774
-536.61175 0.00065 0.09246 0.01078 0.10389
-536.59175 0.00060 0.08964 0.00992 0.10016
-536.57175 0.00055 0.08688 0.00911 0.09655
-536.55175 0.00051 0.08420 0.00835 0.09306
-536.53175 0.00048 0.08159 0.00764 0.08971
-536.51175 0.00045 0.07907 0.00697 0.08649
-536.49175 0.00042 0.07664 0.00635 0.08341
-536.47175 0.00040 0.07430 0.00577 0.08048
-536.45175 0.00039 0.07206 0.00524 0.07769
-536.43175 0.00038 0.06992 0.00474 0.07504
-536.41175 0.00038 0.06788 0.00428 0.07254
-536.39175 0.00039 0.06594 0.00386 0.07018
-536.37175 0.00040 0.06410 0.00347 0.06797
-536.35175 0.00042 0.06236 0.00311 0.06589
-536.33175 0.00044 0.06072 0.00279 0.06395
-536.31175 0.00047 0.05918 0.00249 0.06214
-536.29175 0.00051 0.05773 0.00222 0.06046
-536.27175 0.00056 0.05637 0.00197 0.05890
-536.25175 0.00061 0.05510 0.00175 0.05746
-536.23175 0.00067 0.05391 0.00155 0.05613
-536.21175 0.00074 0.05280 0.00137 0.05490
-536.19175 0.00082 0.05176 0.00120 0.05378
-536.17175 0.00090 0.05078 0.00106 0.05274
-536.15175 0.00100 0.04986 0.00093 0.05179
-536.13175 0.00110 0.04900 0.00081 0.05092
-536.11175 0.00122 0.04819 0.00071 0.05011
-536.09175 0.00134 0.04741 0.00062 0.04937
-536.07175 0.00148 0.04667 0.00054 0.04868
-536.05175 0.00163 0.04595 0.00046 0.04804
-536.03175 0.00179 0.04526 0.00040 0.04745
-536.01175 0.00196 0.04458 0.00035 0.04688
-535.99175 0.00214 0.04390 0.00030 0.04634
-535.97175 0.00234 0.04323 0.00026 0.04583
-535.95175 0.00254 0.04256 0.00022 0.04532
-535.93175 0.00276 0.04188 0.00019 0.04483
-535.91175 0.00299 0.04119 0.00016 0.04434
-535.89175 0.00323 0.04049 0.00014 0.04385
-535.87175 0.00348 0.03976 0.00012 0.04336
-535.85175 0.00374 0.03901 0.00010 0.04285
-535.83175 0.00402 0.03824 0.00008 0.04234
-535.81175 0.00430 0.03744 0.00007 0.04181
-535.79175 0.00459 0.03661 0.00006 0.04126
-535.77175 0.00488 0.03576 0.00005 0.04069
-535.75175 0.00518 0.03487 0.00004 0.04010
-535.73175 0.00549 0.03396 0.00003 0.03949
-535.71175 0.00580 0.03302 0.00003 0.03885
-535.69175 0.00612 0.03205 0.00002 0.03819
-535.67175 0.00643 0.03106 0.00002 0.03751
-535.65175 0.00675 0.03005 0.00002 0.03681
-535.63175 0.00706 0.02902 0.00001 0.03609
-535.61175 0.00737 0.02797 0.00001 0.03535
-535.59175 0.00767 0.02690 0.00001 0.03458
-535.57175 0.00796 0.02583 0.00001 0.03380
-535.55175 0.00825 0.02475 0.00001 0.03301
-535.53175 0.00852 0.02367 0.00000 0.03220
-535.51175 0.00878 0.02259 0.00000 0.03138
-535.49175 0.00903 0.02151 0.00000 0.03054
-535.47175 0.00926 0.02044 0.00000 0.02970
-535.45175 0.00947 0.01938 0.00000 0.02886
-535.43175 0.00967 0.01833 0.00000 0.02800
-535.41175 0.00984 0.01731 0.00000 0.02715
-535.39175 0.00999 0.01630 0.00000 0.02630
-535.37175 0.01012 0.01532 0.00000 0.02544
-535.35175 0.01022 0.01437 0.00000 0.02459
-535.33175 0.01030 0.01344 0.00000 0.02374
-535.31175 0.01036 0.01254 0.00000 0.02290
-535.29175 0.01038 0.01168 0.00000 0.02207
-535.27175 0.01039 0.01085 0.00000 0.02124
-535.25175 0.01036 0.01006 0.00000 0.02042
-535.23175 0.01031 0.00930 0.00000 0.01961
-535.21175 0.01024 0.00858 0.00000 0.01882
-535.19175 0.01014 0.00790 0.00000 0.01803
-535.17175 0.01002 0.00725 0.00000 0.01726
-535.15175 0.00987 0.00664 0.00000 0.01651
-535.13175 0.00970 0.00607 0.00000 0.01577
-535.11175 0.00951 0.00553 0.00000 0.01504
-535.09175 0.00930 0.00503 0.00000 0.01433
-535.07175 0.00907 0.00456 0.00000 0.01363
-535.05175 0.00883 0.00413 0.00000 0.01296
-535.03175 0.00857 0.00373 0.00000 0.01229
-535.01175 0.00830 0.00336 0.00000 0.01165
-534.99175 0.00801 0.00301 0.00000 0.01103
-534.97175 0.00772 0.00270 0.00000 0.01042
-534.95175 0.00742 0.00242 0.00000 0.00983
-534.93175 0.00711 0.00215 0.00000 0.00927
-534.91175 0.00680 0.00192 0.00000 0.00872
-534.89175 0.00649 0.00170 0.00000 0.00819
-534.87175 0.00617 0.00151 0.00000 0.00768
-534.85175 0.00586 0.00133 0.00000 0.00719
-534.83175 0.00554 0.00117 0.00000 0.00672
-534.81175 0.00524 0.00103 0.00000 0.00626
-534.79175 0.00493 0.00090 0.00000 0.00583
-534.77175 0.00463 0.00079 0.00000 0.00542
-534.75175 0.00434 0.00069 0.00000 0.00503
-534.73175 0.00406 0.00060 0.00000 0.00466
-534.71175 0.00379 0.00052 0.00000 0.00431
-534.69175 0.00352 0.00045 0.00000 0.00397
-534.67175 0.00327 0.00039 0.00000 0.00366
-534.65175 0.00303 0.00034 0.00000 0.00336
-534.63175 0.00279 0.00029 0.00000 0.00308
-534.61175 0.00257 0.00025 0.00000 0.00282
-534.59175 0.00236 0.00021 0.00000 0.00257
-534.57175 0.00217 0.00018 0.00000 0.00235
-534.55175 0.00198 0.00015 0.00000 0.00213
-534.53175 0.00181 0.00013 0.00000 0.00194
-534.51175 0.00164 0.00011 0.00000 0.00175
-534.49175 0.00149 0.00009 0.00000 0.00158
-534.47175 0.00135 0.00008 0.00000 0.00143
-534.45175 0.00122 0.00007 0.00000 0.00128
-534.43175 0.00110 0.00006 0.00000 0.00115
-534.41175 0.00098 0.00005 0.00000 0.00103
-534.39175 0.00088 0.00004 0.00000 0.00092
-534.37175 0.00079 0.00003 0.00000 0.00082
-534.35175 0.00070 0.00003 0.00000 0.00073
-534.33175 0.00063 0.00002 0.00000 0.00065
-534.31175 0.00055 0.00002 0.00000 0.00057
-534.29175 0.00049 0.00002 0.00000 0.00051
-534.27175 0.00043 0.00001 0.00000 0.00045
-534.25175 0.00038 0.00001 0.00000 0.00039
-534.23175 0.00034 0.00001 0.00000 0.00034
-534.21175 0.00029 0.00001 0.00000 0.00030
-534.19175 0.00026 0.00001 0.00000 0.00026
-534.17175 0.00022 0.00000 0.00000 0.00023
-534.15175 0.00019 0.00000 0.00000 0.00020
-534.13175 0.00017 0.00000 0.00000 0.00017
-534.11175 0.00015 0.00000 0.00000 0.00015
-534.09175 0.00013 0.00000 0.00000 0.00013
