#energy Ti-O-Ti Ti-O-Si Si-O-Si total
-539.00777 0.00000 0.00000 0.18130 0.18130
-538.98777 0.00000 0.00000 0.19463 0.19463
-538.96777 0.00000 0.00000 0.20849 0.20849
-538.94777 0.00000 0.00000 0.22283 0.22283
-538.92777 0.00000 0.00000 0.23764 0.23764
-538.90777 0.00000 0.00000 0.25287 0.25287
-538.88777 0.00000 0.00000 0.26848 0.26848
-538.86777 0.00000 0.00000 0.28443 0.28443
-538.84777 0.00000 0.00000 0.30065 0.30065
-538.82777 0.00000 0.00000 0.31711 0.31711
-538.80777 0.00000 0.00000 0.33372 0.33372
-538.78777 0.00000 0.00000 0.35044 0.35044
-538.76777 0.00000 0.00000 0.36718 0.36718
-538.74777 0.00000 0.00000 0.38388 0.38388
-538.72777 0.00000 0.00000 0.40046 0.40046
-538.70777 0.00000 0.00000 0.41684 0.41684
-538.68777 0.00000 0.00000 0.43295 0.43295
-538.66777 0.00000 0.00000 0.44870 0.44870
-538.64777 0.00000 0.00000 0.46400 0.46400
-538.62777 0.00000 0.00000 0.47879 0.47879
-538.60777 0.00000 0.00000 0.49298 0.49298
-538.58777 0.00000 0.00000 0.50649 0.50649
-538.56777 0.00000 0.00000 0.51925 0.51925
-538.54777 0.00000 0.00000 0.53119 0.53119
-538.52777 0.00000 0.00000 0.54223 0.54223
-538.50777 0.00000 0.00000 0.55231 0.55231
-538.48777 0.00000 0.00000 0.56139 0.56139
-538.46777 0.00000 0.00000 0.56939 0.56939
-538.44777 0.00000 0.00000 0.57628 0.57628
-538.42777 0.00000 0.00000 0.58203 0.58203
-538.40777 0.00000 0.00000 0.58658 0.58658
-538.38777 0.00000 0.00000 0.58994 0.58994
-538.36777 0.00000 0.00000 0.59206 0.59206
-538.34777 0.00000 0.00000 0.59296 0.59296
-538.32777 0.00000 0.00000 0.59262 0.59262
-538.30777 0.00000 0.00000 0.59105 0.59105
-538.28777 0.00000 0.00000 0.58827 0.58827
-538.26777 0.00000 0.00000 0.58430 0.58430
-538.24777 0.00000 0.00000 0.57918 0.57918
-538.22777 0.00000 0.00000 0.57292 0.57292
-538.20777 0.00000 0.00000 0.56559 0.56559
-538.18777 0.00000 0.00000 0.55723 0.55723
-538.16777 0.00000 0.00000 0.54788 0.54788
-538.14777 0.00000 0.00000 0.53762 0.53762
-538.12777 0.00000 0.00000 0.52650 0.52650
-538.10777 0.00000 0.00000 0.51460 0.51460
-538.08777 0.00000 0.00000 0.50197 0.50197
-538.06777 0.00000 0.00000 0.48870 0.48870
-538.04777 0.00000 0.00000 0.47485 0.47485
-538.02777 0.00000 0.00000 0.46051 0.46051
-538.00777 0.00000 0.00000 0.44574 0.44574
-537.98777 0.00000 0.00000 0.43062 0.43062
-537.96777 0.00000 0.00000 0.41522 0.41522
-537.94777 0.00000 0.00000 0.39962 0.39962
-537.92777 0.00000 0.00000 0.38388 0.38388
-537.90777 0.00000 0.00000 0.36807 0.36807
-537.88777 0.00000 0.00000 0.35226 0.35226
-537.86777 0.00000 0.00000 0.33651 0.33651
-537.84777 0.00000 0.00000 0.32087 0.32087
-537.82777 0.00000 0.00000 0.30540 0.30540
-537.80777 0.00000 0.00000 0.29015 0.29015
-537.78777 0.00000 0.00000 0.27517 0.27517
-537.76777 0.00000 0.00000 0.26049 0.26049
-537.74777 0.00000 0.00000 0.24615 0.24615
-537.72777 0.00000 0.00000 0.23219 0.23219
-537.70777 0.00000 0.00000 0.21864 0.21864
-537.68777 0.00000 0.00000 0.20551 0.20551
-537.66777 0.00000 0.00000 0.19283 0.19283
-537.64777 0.00000 0.00000 0.18062 0.18062
-537.62777 0.00000 0.00000 0.16889 0.16889
-537.60777 0.00000 0.00000 0.15765 0.15765
-537.58777 0.00000 0.00000 0.14690 0.14690
-537.56777 0.00000 0.00000 0.13664 0.13664
-537.54777 0.00000 0.00000 0.12689 0.12689
-537.52777 0.00000 0.00000 0.11762 0.11762
-537.50777 0.00000 0.00000 0.10885 0.10885
-537.48777 0.00000 0.00000 0.10056 0.10056
-537.46777 0.00000 0.00000 0.09274 0.09274
-537.44777 0.00000 0.00000 0.08538 0.08538
-537.42777 0.00000 0.00000 0.07847 0.07847
-537.40777 0.00000 0.00000 0.07199 0.07199
-537.38777 0.00000 0.00000 0.06594 0.06594
-537.36777 0.00000 0.00000 0.06029 0.06029
-537.34777 0.00000 0.00000 0.05503 0.05503
-537.32777 0.00000 0.00000 0.05014 0.05014
-537.30777 0.00000 0.00000 0.04560 0.04560
-537.28777 0.00000 0.00000 0.04141 0.04141
-537.26777 0.00000 0.00000 0.03753 0.03753
-537.24777 0.00000 0.00000 0.03395 0.03395
-537.22777 0.00000 0.00000 0.03067 0.03067
-537.20777 0.00000 0.00000 0.02765 0.02765
-537.18777 0.00000 0.00000 0.02488 0.02488
-537.16777 0.00000 0.00000 0.02235 0.02235
-537.14777 0.00000 0.00000 0.02004 0.02004
-537.12777 0.00000 0.00000 0.01794 0.01794
-537.10777 0.00000 0.00000 0.01603 0.01603
-537.08777 0.00000 0.00000 0.01429 0.01429
-537.06777 0.00000 0.00000 0.01272 0.01272
-537.04777 0.00000 0.00000 0.01130 0.01130
-537.02777 0.00000 0.00000 0.01002 0.01002
-537.00777 0.00000 0.00000 0.00887 0.00887
-536.98777 0.00000 0.00000 0.00784 0.00784
-536.96777 0.00000 0.00000 0.00691 0.00691
-536.94777 0.00000 0.00000 0.00608 0.00608
-536.92777 0.00000 0.00000 0.00534 0.00534
-536.90777 0.00000 0.00000 0.00468 0.00468
-536.88777 0.00000 0.00000 0.00410 0.00410
-536.86777 0.00000 0.00000 0.00358 0.00358
-536.84777 0.00000 0.00000 0.00312 0.00312
-536.82777 0.00000 0.00000 0.00272 0.00272
-536.80777 0.00000 0.00000 0.00236 0.00236
-536.78777 0.00000 0.00000 0.00205 0.00205
-536.76777 0.00000 0.00000 0.00177 0.00177
-536.74777 0.00000 0.00000 0.00153 0.00153
-536.72777 0.00000 0.00000 0.00132 0.00132
-536.70777 0.00000 0.00000 0.00114 0.00114
-536.68777 0.00000 0.00000 0.00099 0.00099
-536.66777 0.00000 0.00000 0.00085 0.00085
-536.64777 0.00000 0.00000 0.00073 0.00073
-536.62777 0.00000 0.00000 0.00064 0.00064
-536.60777 0.00000 0.00000 0.00055 0.00055
-536.58777 0.00000 0.00000 0.00048 0.00048
-536.56777 0.00000 0.00000 0.00043 0.00043
-536.54777 0.00000 0.00000 0.00038 0.00038
-536.52777 0.00000 0.00000 0.00035 0.00035
-536.50777 0.00000 0.00000 0.00032 0.00032
-536.48777 0.00000 0.00000 0.00030 0.00030
-536.46777 0.00000 0.00000 0.00029 0.00029
-536.44777 0.00000 0.00000 0.00028 0.00028
-536.42777 0.00000 0.00000 0.00029 0.00029
-536.40777 0.00000 0.00000 0.00030 0.00030
-536.38777 0.00000 0.00000 0.00031 0.00031
-536.36777 0.00000 0.00000 0.00033 0.00033
-536.34777 0.00000 0.00000 0.00036 0.00036
-536.32777 0.00000 0.00000 0.00040 0.00040
-536.30777 0.00000 0.00000 0.00044 0.00044
-536.28777 0.00000 0.00000 0.00049 0.00049
-536.26777 0.00000 0.00000 0.00054 0.00054
-536.24777 0.00000 0.00000 0.00061 0.00061
-536.22777 0.00000 0.00000 0.00068 0.00068
-536.20777 0.00000 0.00000 0.00075 0.00075
-536.18777 0.00000 0.00000 0.00084 0.00084
-536.16777 0.00000 0.00000 0.00094 0.00094
-536.14777 0.00000 0.00000 0.00104 0.00104
-536.12777 0.00000 0.00000 0.00116 0.00116
-536.10777 0.00000 0.00000 0.00128 0.00128
-536.08777 0.00000 0.00000 0.00142 0.00142
-536.06777 0.00000 0.00000 0.00156 0.00156
-536.04777 0.00000 0.00000 0.00172 0.00172
-536.02777 0.00000 0.00000 0.00189 0.00189
-536.00777 0.00000 0.00000 0.00207 0.00207
-535.98777 0.00000 0.00000 0.00226 0.00226
-535.96777 0.00000 0.00000 0.00246 0.00246
-535.94777 0.00000 0.00000 0.00268 0.00268
-535.92777 0.00000 0.00000 0.00290 0.00290
-535.90777 0.00000 0.00000 0.00314 0.00314
-535.88777 0.00000 0.00000 0.00339 0.00339
-535.86777 0.00000 0.00000 0.00365 0.00365
-535.84777 0.00000 0.00000 0.00391 0.00391
-535.82777 0.00000 0.00000 0.00419 0.00419
-535.80777 0.00000 0.00000 0.00448 0.00448
-535.78777 0.00000 0.00000 0.00477 0.00477
-535.76777 0.00000 0.00000 0.00507 0.00507
-535.74777 0.00000 0.00000 0.00538 0.00538
-535.72777 0.00000 0.00000 0.00569 0.00569
-535.70777 0.00000 0.00000 0.00600 0.00600
-535.68777 0.00000 0.00000 0.00632 0.00632
-535.66777 0.00000 0.00000 0.00663 0.00663
-535.64777 0.00000 0.00000 0.00695 0.00695
-535.62777 0.00000 0.00000 0.00726 0.00726
-535.60777 0.00000 0.00000 0.00756 0.00756
-535.58777 0.00000 0.00000 0.00786 0.00786
-535.56777 0.00000 0.00000 0.00815 0.00815
-535.54777 0.00000 0.00000 0.00843 0.00843
-535.52777 0.00000 0.00000 0.00869 0.00869
-535.50777 0.00000 0.00000 0.00894 0.00894
-535.48777 0.00000 0.00000 0.00918 0.00918
-535.46777 0.00000 0.00000 0.00940 0.00940
-535.44777 0.00000 0.00000 0.00960 0.00960
-535.42777 0.00000 0.00000 0.00978 0.00978
-535.40777 0.00000 0.00000 0.00994 0.00994
-535.38777 0.00000 0.00000 0.01008 0.01008
-535.36777 0.00000 0.00000 0.01019 0.01019
-535.34777 0.00000 0.00000 0.01028 0.01028
-535.32777 0.00000 0.00000 0.01034 0.01034
-535.30777 0.00000 0.00000 0.01038 0.01038
-535.28777 0.00000 0.00000 0.01039 0.01039
-535.26777 0.00000 0.00000 0.01037 0.01037
-535.24777 0.00000 0.00000 0.01033 0.01033
-535.22777 0.00000 0.00000 0.01027 0.01027
-535.20777 0.00000 0.00000 0.01018 0.01018
-535.18777 0.00000 0.00000 0.01006 0.01006
-535.16777 0.00000 0.00000 0.00992 0.00992
-535.14777 0.00000 0.00000 0.00976 0.00976
-535.12777 0.00000 0.00000 0.00958 0.00958
-535.10777 0.00000 0.00000 0.00938 0.00938
-535.08777 0.00000 0.00000 0.00916 0.00916
-535.06777 0.00000 0.00000 0.00892 0.00892
-535.04777 0.00000 0.00000 0.00866 0.00866
-535.02777 0.00000 0.00000 0.00840 0.00840
-535.00777 0.00000 0.00000 0.00812 0.00812
-534.98777 0.00000 0.00000 0.00783 0.00783
-534.96777 0.00000 0.00000 0.00753 0.00753
-534.94777 0.00000 0.00000 0.00722 0.00722
-534.92777 0.00000 0.00000 0.00691 0.00691
-534.90777 0.00000 0.00000 0.00660 0.00660
-534.88777 0.00000 0.00000 0.00628 0.00628
-534.86777 0.00000 0.00000 0.00597 0.00597
-534.84777 0.00000 0.00000 0.00566 0.00566
-534.82777 0.00000 0.00000 0.00535 0.00535
-534.80777 0.00000 0.00000 0.00504 0.00504
-534.78777 0.00000 0.00000 0.00474 0.00474
-534.76777 0.00000 0.00000 0.00445 0.00445
-534.74777 0.00000 0.00000 0.00416 0.00416
-534.72777 0.00000 0.00000 0.00388 0.00388
-534.70777 0.00000 0.00000 0.00362 0.00362
-534.68777 0.00000 0.00000 0.00336 0.00336
-534.66777 0.00000 0.00000 0.00311 0.00311
-534.64777 0.00000 0.00000 0.00288 0.00288
-534.62777 0.00000 0.00000 0.00265 0.00265
-534.60777 0.00000 0.00000 0.00244 0.00244
-534.58777 0.00000 0.00000 0.00224 0.00224
-534.56777 0.00000 0.00000 0.00205 0.00205
-534.54777 0.00000 0.00000 0.00187 0.00187
-534.52777 0.00000 0.00000 0.00170 0.00170
-534.50777 0.00000 0.00000 0.00154 0.00154
-534.48777 0.00000 0.00000 0.00140 0.00140
-534.46777 0.00000 0.00000 0.00126 0.00126
-534.44777 0.00000 0.00000 0.00114 0.00114
-534.42777 0.00000 0.00000 0.00102 0.00102
-534.40777 0.00000 0.00000 0.00092 0.00092
-534.38777 0.00000 0.00000 0.00082 0.00082
-534.36777 0.00000 0.00000 0.00073 0.00073
-534.34777 0.00000 0.00000 0.00065 0.00065
-534.32777 0.00000 0.00000 0.00058 0.00058
-534.30777 0.00000 0.00000 0.00051 0.00051
-534.28777 0.00000 0.00000 0.00045 0.00045
-534.26777 0.00000 0.00000 0.00040 0.00040
-534.24777 0.00000 0.00000 0.00035 0.00035
-534.22777 0.00000 0.00000 0.00031 0.00031
-534.20777 0.00000 0.00000 0.00027 0.00027
-534.18777 0.00000 0.00000 0.00024 0.00024
-534.16777 0.00000 0.00000 0.00020 0.00020
-534.14777 0.00000 0.00000 0.00018 0.00018
-534.12777 0.00000 0.00000 0.00015 0.00015
-534.10777 0.00000 0.00000 0.00013 0.00013
