427.0000  4980.00
427.0562  5590.00
427.1124  9106.00
427.1686  16501.00
427.2248  27842.00
427.2810  43392.00
427.3372  47792.00
427.3934  35676.00
427.4496  23424.00
427.5058  14160.00
427.5620  6679.00
427.6182  3504.00
427.6744  2991.00
427.7306  2985.00
427.7868  2994.00
427.8430  3012.00
427.8992  2973.00
427.9554  3100.00
428.0116  3025.00
428.0678  3030.00
428.1240  3287.00
428.1802  4096.00
428.2364  5539.00
428.2926  8135.00
428.3488  11694.00
428.4050  11659.00
428.4612  8369.00
428.5174  6598.00
428.5735  4947.00
428.6298  3837.00
428.6859  3837.00
428.7422  3638.00
428.7983  3510.00
428.8546  3431.00
428.9107  3405.00
428.9669  3290.00
429.0231  3262.00
429.0793  3365.00
429.1355  3520.00
429.1917  3673.00
429.2479  3754.00
429.3041  4408.00
429.3603  6252.00
429.4165  8852.00
429.4727  13303.00
429.5289  16137.00
429.5851  12107.00
429.6413  8754.00
429.6975  6237.00
429.7537  4166.00
429.8099  4556.00
429.8661  7429.00
429.9223  11174.00
429.9785  16726.00
430.0347  19716.00
430.0909  14352.00
430.1471  10350.00
430.2033  7122.00
430.2595  4334.00
430.3157  3454.00
430.3719  3304.00
430.4281  3272.00
430.4843  3520.00
430.5405  3848.00
430.5967  4659.00
430.6529  6930.00
430.7091  11692.00
430.7653  18835.00
430.8215  30150.00
430.8777  36224.00
430.9339  27170.00
430.9901  20047.00
431.0463  13106.00
431.1025  6595.00
431.1587  4124.00
431.2149  3293.00
431.2711  3026.00
431.3273  3168.00
431.3835  4061.00
431.4397  5344.00
431.4959  7444.00
431.5521  10205.00
431.6083  9157.00
431.6645  6708.00
431.7207  5392.00
431.7769  3862.00
431.8331  3002.00
431.8893  2882.00
431.9455  2869.00
432.0017  2872.00
432.0579  2961.00
432.1141  3060.00
432.1703  3101.00
432.2265  3142.00
432.2827  3181.00
432.3389  3598.00
432.3951  5763.00
432.4513  11106.00
432.5074  18885.00
432.5637  31000.00
432.6198  38452.00
432.6761  28487.00
432.7322  19672.00
432.7885  12781.00
432.8446  6412.00
432.9008  3758.00
432.9570  3161.00
433.0132  2940.00
433.0694  2912.00
433.1256  2928.00
433.1818  2880.00
433.2380  2857.00
433.2942  2813.00
433.3504  2824.00
433.4066  2783.00
433.4628  2906.00
433.5190  3440.00
433.5752  4339.00
433.6314  5678.00
433.6876  7806.00
433.7438  7744.00
433.8000  6017.00
433.8562  4787.00
433.9124  3705.00
433.9686  2953.00
434.0248  2819.00
434.0810  2792.00
434.1372  2774.00
434.1934  2898.00
434.2496  3004.00
434.3058  3235.00
434.3620  3342.00
434.4182  3232.00
434.4743  3184.00
434.5305  3141.00
434.5867  3091.00
434.6429  3269.00
434.6991  3173.00
434.7553  3156.00
434.8115  3115.00
434.8677  2975.00
434.9239  2970.00
434.9801  3002.00
435.0363  3366.00
435.0925  4294.00
435.1487  5226.00
435.2049  6409.00
435.2611  7229.00
435.3173  5388.00
435.3735  4480.00
435.4297  3741.00
435.4859  2921.00
