427.0000  3572.00
427.0562  3943.00
427.1124  5336.00
427.1686  8401.00
427.2248  13193.00
427.2810  19627.00
427.3372  21425.00
427.3934  16326.00
427.4496  11389.00
427.5058  7651.00
427.5620  4325.00
427.6182  2896.00
427.6744  2712.00
427.7306  2709.00
427.7868  2616.00
427.8430  2681.00
427.8992  2617.00
427.9554  2692.00
428.0116  2691.00
428.0678  2680.00
428.1240  2791.00
428.1802  3124.00
428.2364  3762.00
428.2926  4810.00
428.3488  6531.00
428.4050  6473.00
428.4612  5003.00
428.5174  4308.00
428.5735  3561.00
428.6298  3047.00
428.6859  3029.00
428.7422  2911.00
428.7983  2922.00
428.8546  2871.00
428.9107  2788.00
428.9669  2759.00
429.0231  2765.00
429.0793  2817.00
429.1355  2911.00
429.1917  2993.00
429.2479  3033.00
429.3041  3309.00
429.3603  4128.00
429.4165  5164.00
429.4727  7307.00
429.5289  8535.00
429.5851  6586.00
429.6413  5258.00
429.6975  4178.00
429.7537  3161.00
429.8099  3330.00
429.8661  4668.00
429.9223  6247.00
429.9785  8529.00
430.0347  9601.00
430.0909  7407.00
430.1471  5820.00
430.2033  4583.00
430.2595  3200.00
430.3157  2828.00
430.3719  2824.00
430.4281  2782.00
430.4843  2918.00
430.5405  3005.00
430.5967  3422.00
430.6529  4392.00
430.7091  6452.00
430.7653  9423.00
430.8215  14434.00
430.8777  16976.00
430.9339  13054.00
430.9901  10017.00
431.0463  7284.00
431.1025  4308.00
431.1587  3120.00
431.2149  2849.00
431.2711  2692.00
431.3273  2789.00
431.3835  3109.00
431.4397  3696.00
431.4959  4720.00
431.5521  5975.00
431.6083  5406.00
431.6645  4392.00
431.7207  3756.00
431.7769  3077.00
431.8331  2667.00
431.8893  2613.00
431.9455  2650.00
432.0017  2643.00
432.0579  2694.00
432.1141  2723.00
432.1703  2770.00
432.2265  2781.00
432.2827  2696.00
432.3389  2956.00
432.3951  3869.00
432.4513  6200.00
432.5074  9364.00
432.5637  14866.00
432.6198  18015.00
432.6761  13499.00
432.7322  10076.00
432.7885  7083.00
432.8446  4290.00
432.9008  3040.00
432.9570  2792.00
433.0132  2649.00
433.0694  2647.00
433.1256  2617.00
433.1818  2616.00
433.2380  2609.00
433.2942  2638.00
433.3504  2580.00
433.4066  2574.00
433.4628  2645.00
433.5190  2882.00
433.5752  3277.00
433.6314  3871.00
433.6876  4856.00
433.7438  4828.00
433.8000  3934.00
433.8562  3476.00
433.9124  3028.00
433.9686  2651.00
434.0248  2617.00
434.0810  2624.00
434.1372  2577.00
434.1934  2651.00
434.2496  2662.00
434.3058  2739.00
434.3620  2826.00
434.4182  2795.00
434.4743  2745.00
434.5305  2751.00
434.5867  2723.00
434.6429  2780.00
434.6991  2704.00
434.7553  2694.00
434.8115  2710.00
434.8677  2693.00
434.9239  2645.00
434.9801  2654.00
435.0363  2880.00
435.0925  3202.00
435.1487  3624.00
435.2049  4219.00
