427.0000  3380.00
427.0562  3655.00
427.1124  4627.00
427.1686  6704.00
427.2248  10006.00
427.2810  13817.00
427.3372  15080.00
427.3934  11929.00
427.4496  8614.00
427.5058  5788.00
427.5620  3691.00
427.6182  2848.00
427.6744  2672.00
427.7306  2727.00
427.7868  2662.00
427.8430  2610.00
427.8992  2680.00
427.9554  2639.00
428.0116  2628.00
428.0678  2639.00
428.1240  2733.00
428.1802  2985.00
428.2364  3456.00
428.2926  4087.00
428.3488  4964.00
428.4050  5080.00
428.4612  4244.00
428.5174  3692.00
428.5735  3245.00
428.6298  2979.00
428.6859  2927.00
428.7422  2868.00
428.7983  2836.00
428.8546  2781.00
428.9107  2776.00
428.9669  2758.00
429.0231  2732.00
429.0793  2760.00
429.1355  2824.00
429.1917  2886.00
429.2479  2901.00
429.3041  3150.00
429.3603  3598.00
429.4165  4209.00
429.4727  5329.00
429.5289  6104.00
429.5851  5125.00
429.6413  4288.00
429.6975  3446.00
429.7537  3047.00
429.8099  3213.00
429.8661  4091.00
429.9223  5238.00
429.9785  6738.00
430.0347  7674.00
430.0909  6154.00
430.1471  4966.00
430.2033  3957.00
430.2595  3147.00
430.3157  2800.00
430.3719  2763.00
430.4281  2792.00
430.4843  2834.00
430.5405  2936.00
430.5967  3251.00
430.6529  3968.00
430.7091  5254.00
430.7653  7160.00
430.8215  10196.00
430.8777  11970.00
430.9339  9686.00
430.9901  7769.00
431.0463  5667.00
431.1025  3755.00
431.1587  3050.00
431.2149  2818.00
431.2711  2662.00
431.3273  2715.00
431.3835  2978.00
431.4397  3395.00
431.4959  3946.00
431.5521  4755.00
431.6083  4498.00
431.6645  3812.00
431.7207  3307.00
431.7769  2922.00
431.8331  2660.00
431.8893  2583.00
431.9455  2629.00
432.0017  2626.00
432.0579  2636.00
432.1141  2708.00
432.1703  2716.00
432.2265  2727.00
432.2827  2694.00
432.3389  2886.00
432.3951  3593.00
432.4513  5102.00
432.5074  7259.00
432.5637  10650.00
432.6198  12666.00
432.6761  10158.00
432.7322  7754.00
432.7885  5399.00
432.8446  3668.00
432.9008  2922.00
432.9570  2736.00
433.0132  2638.00
433.0694  2688.00
433.1256  2643.00
433.1818  2636.00
433.2380  2655.00
433.2942  2685.00
433.3504  2595.00
433.4066  2620.00
433.4628  2664.00
433.5190  2832.00
433.5752  3061.00
433.6314  3475.00
433.6876  4004.00
433.7438  3994.00
433.8000  3588.00
433.8562  3207.00
433.9124  2889.00
433.9686  2646.00
434.0248  2643.00
434.0810  2587.00
434.1372  2622.00
434.1934  2609.00
434.2496  2694.00
434.3058  2718.00
434.3620  2764.00
434.4182  2742.00
434.4743  2710.00
434.5305  2733.00
434.5867  2661.00
434.6429  2749.00
434.6991  2705.00
434.7553  2752.00
434.8115  2737.00
434.8677  2730.00
434.9239  2693.00
434.9801  2685.00
435.0363  2806.00
435.0925  3121.00
435.1487  3387.00
435.2049  3780.00
435.2611  3938.00
435.3173  3306.00
435.3735  3151.00
435.4297  2878.00
435.4859  2656.00
435.5421  2571.00
435.5982  2583.00
435.6544  2610.00
435.7106  2610.00
435.7668  2741.00
435.8230  2787.00
435.8792  2719.00
435.9354  2670.00
435.9916  2656.00
436.0478  2600.00
436.1040  2570.00
436.1602  2590.00
436.2164  2595.00
436.2726  2589.00
436.3288  2552.00
436.3849  2582.00
436.4411  2574.00
436.4973  2627.00
436.5535  2728.00
436.6097  2823.00
436.6659  3000.00
436.7221  3190.00
436.7783  3189.00
436.8345  3222.00
436.8907  3458.00
436.9469  3340.00
437.0031  3018.00
437.0592  2865.00
437.1154  2659.00
437.1716  2649.00
437.2278  2691.00
437.2840  2725.00
437.3402  2868.00
437.3964  3032.00
437.4526  3323.00
437.5088  3656.00
437.5650  3472.00
437.6212  3184.00
437.6773  2985.00
437.7335  2735.00
437.7897  2663.00
437.8459  2680.00
437.9021  2723.00
437.9583  2814.00
438.0145  3346.00
438.0706  5059.00
438.1269  7380.00
438.1830  10716.00
438.2392  15014.00
438.2954  15317.00
438.3516  11231.00
438.4078  8170.00
438.4640  5414.00
438.5202  3562.00
438.5764  3131.00
438.6325  3142.00
438.6887  3288.00
438.7449  3389.00
438.8011  3280.00
438.8573  3117.00
438.9135  2918.00
438.9697  2924.00
439.0258  2852.00
439.0820  2784.00
439.1382  2702.00
439.1944  2664.00
439.2506  2622.00
439.3068  2604.00
439.3629  2613.00
439.4191  2631.00
439.4753  2572.00
439.5315  2562.00
439.5877  2598.00
439.6439  2563.00
439.7001  2542.00
439.7563  2568.00
439.8124  2636.00
439.8686  2666.00
439.9248  2794.00
439.9810  2944.00
440.0372  2995.00
440.0934  3220.00
440.1495  4263.00
440.2057  5806.00
440.2619  7930.00
440.3181  11043.00
440.3742  11157.00
440.4304  8386.00
440.4866  6389.00
440.5428  4635.00
440.5990  3648.00
440.6552  3551.00
440.7113  3495.00
440.7675  3192.00
440.8237  2947.00
440.8799  2765.00
440.9361  2655.00
440.9922  2591.00
441.0484  2626.00
441.1046  2773.00
441.1608  3404.00
441.2169  4358.00
441.2731  5704.00
441.3293  7649.00
441.3855  8188.00
441.4417  6203.00
441.4978  4865.00
441.5540  3716.00
441.6102  2860.00
441.6664  2599.00
441.7225  2556.00
441.7787  2568.00
441.8349  2560.00
441.8911  2649.00
441.9472  2752.00
442.0034  2968.00
442.0596  3220.00
442.1158  3290.00
442.1719  3077.00
442.2281  2945.00
442.2843  2714.00
442.3405  2724.00
442.3966  2867.00
442.4528  3145.00
442.5090  3552.00
442.5652  3811.00
442.6213  3509.00
442.6775  3254.00
442.7337  3081.00
442.7899  3049.00
442.8460  3210.00
442.9022  3375.00
442.9584  3239.00
443.0145  3114.00
443.0707  3112.00
443.1269  3165.00
443.1830  3110.00
443.2392  2998.00
443.2954  2842.00
443.3516  2790.00
443.4077  2692.00
443.4639  2644.00
443.5201  2610.00
443.5762  2582.00
443.6324  2628.00
443.6886  2622.00
443.7448  2617.00
443.8009  2752.00
443.8571  3003.00
443.9132  3381.00
443.9694  3994.00
444.0256  4754.00
444.0818  4706.00
444.1379  4259.00
444.1941  3642.00
444.2502  3136.00
444.3064  2786.00
444.3626  2832.00
444.4187  3030.00
444.4749  3456.00
444.5311  3846.00
444.5872  3915.00
444.6434  3446.00
444.6996  3046.00
444.7557  2820.00
444.8119  2690.00
