427.0000  4128.00
427.0562  4455.00
427.1124  5876.00
427.1686  9341.00
427.2248  14757.00
427.2810  21369.00
427.3372  22750.00
427.3934  17461.00
427.4496  11767.00
427.5058  7660.00
427.5620  4580.00
427.6182  3334.00
427.6744  3053.00
427.7306  2991.00
427.7868  2938.00
427.8430  3022.00
427.8992  2971.00
427.9554  2974.00
428.0116  2981.00
428.0678  3016.00
428.1240  3046.00
428.1802  3434.00
428.2364  4153.00
428.2926  5180.00
428.3488  6817.00
428.4050  6914.00
428.4612  5421.00
428.5174  4518.00
428.5735  3848.00
428.6298  3433.00
428.6859  3507.00
428.7422  3419.00
428.7983  3345.00
428.8546  3217.00
428.9107  3136.00
428.9669  3142.00
429.0231  3136.00
429.0793  3181.00
429.1355  3359.00
429.1917  3403.00
429.2479  3498.00
429.3041  3733.00
429.3603  4339.00
429.4165  5521.00
429.4727  7385.00
429.5289  8405.00
429.5851  6579.00
429.6413  5064.00
429.6975  4140.00
429.7537  3474.00
429.8099  3863.00
429.8661  5324.00
429.9223  7224.00
429.9785  9964.00
430.0347  11564.00
430.0909  8678.00
430.1471  6497.00
430.2033  4958.00
430.2595  3716.00
430.3157  3233.00
430.3719  3148.00
430.4281  3202.00
430.4843  3315.00
430.5405  3548.00
430.5967  3914.00
430.6529  4922.00
430.7091  7158.00
430.7653  10355.00
430.8215  15261.00
430.8777  17995.00
430.9339  14021.00
430.9901  10537.00
431.0463  7600.00
431.1025  4753.00
431.1587  3561.00
431.2149  3192.00
431.2711  3014.00
431.3273  3014.00
431.3835  3449.00
431.4397  4153.00
431.4959  5230.00
431.5521  6560.00
431.6083  5975.00
431.6645  4672.00
431.7207  4027.00
431.7769  3351.00
431.8331  3022.00
431.8893  2915.00
431.9455  2964.00
432.0017  2939.00
432.0579  2958.00
432.1141  3015.00
432.1703  3070.00
432.2265  3165.00
432.2827  3143.00
432.3389  3294.00
432.3951  4434.00
432.4513  6834.00
432.5074  10295.00
432.5637  15740.00
432.6198  18717.00
432.6761  14393.00
432.7322  10499.00
432.7885  7248.00
432.8446  4570.00
432.9008  3373.00
432.9570  3082.00
433.0132  3029.00
433.0694  2967.00
433.1256  2941.00
433.1818  2952.00
433.2380  2940.00
433.2942  2914.00
433.3504  2927.00
433.4066  2922.00
433.4628  2891.00
433.5190  3223.00
433.5752  3759.00
433.6314  4471.00
433.6876  5532.00
433.7438  5462.00
433.8000  4490.00
433.8562  3896.00
433.9124  3342.00
433.9686  2953.00
434.0248  2865.00
434.0810  2899.00
434.1372  2915.00
434.1934  2918.00
434.2496  3017.00
434.3058  3133.00
434.3620  3222.00
434.4182  3144.00
434.4743  3149.00
434.5305  3084.00
434.5867  3053.00
434.6429  3125.00
434.6991  3084.00
434.7553  3089.00
434.8115  2981.00
434.8677  3078.00
434.9239  2969.00
434.9801  3081.00
435.0363  3233.00
435.0925  3725.00
435.1487  4276.00
435.2049  4951.00
435.2611  5216.00
435.3173  4192.00
435.3735  3747.00
435.4297  3338.00
435.4859  2975.00
435.5421  2880.00
435.5982  2899.00
435.6544  2938.00
435.7106  2989.00
435.7668  3123.00
435.8230  3180.00
435.8792  3080.00
435.9354  3030.00
435.9916  2960.00
436.0478  2948.00
436.1040  2914.00
436.1602  2873.00
436.2164  2854.00
436.2726  2823.00
436.3288  2850.00
436.3849  2825.00
436.4411  2874.00
436.4973  2985.00
436.5535  3143.00
436.6097  3295.00
436.6659  3697.00
436.7221  3999.00
436.7783  3924.00
436.8345  4006.00
436.8907  4293.00
436.9469  4222.00
437.0031  3634.00
437.0592  3298.00
437.1154  3042.00
437.1716  2963.00
437.2278  3067.00
437.2840  3163.00
437.3402  3399.00
