ASCII SCAN ANALOG DATA:			h2_5.sac
DATE:	4/26/2012	TIME:	08:56:11 PM

Number of stored SCA cycles			1
Converted SCA cycle			1

INFO SCAN:		1
Data Titel	Countrate
Data Unit	cps
Scan Titel	Energy
Scan Unit	eV
Comment	
First Mass	-10.00
Scan Width	10
Values/Mass	64
Zoom Start	-10.00
Zoom End	  0.00

INFO ADDI DATA:		1
Title	Mass
Unit	amu
Comment	

Cycle	CycleDate	CycleTime	
1	4/26/2012	08:56:11 PM:94
AddiData	1
2
ScanData	1
 -10.00	287.908
  -9.98	319.898
  -9.97	191.939
  -9.95	159.949
  -9.94	287.908
  -9.92	319.898
  -9.91	191.939
  -9.89	191.939
  -9.88	383.877
  -9.86	159.949
  -9.84	351.888
  -9.83	607.806
  -9.81	415.867
  -9.80	287.908
  -9.78	575.816
  -9.77	639.795
  -9.75	415.867
  -9.73	607.806
  -9.72	543.826
  -9.70	735.765
  -9.69	607.806
  -9.67	607.806
  -9.66	543.826
  -9.64	799.744
  -9.63	991.683
  -9.61	1087.65
  -9.59	1119.64
  -9.58	1055.66
  -9.56	1247.6
  -9.55	1279.59
  -9.53	1311.58
  -9.52	1567.5
  -9.50	1503.52
  -9.48	1759.44
  -9.47	2271.27
  -9.45	2111.32
  -9.44	2975.05
  -9.42	3166.99
  -9.41	3486.89
  -9.39	3294.95
  -9.38	3902.75
  -9.36	3678.82
  -9.34	4414.59
  -9.33	4382.6
  -9.31	5662.19
  -9.30	5470.25
  -9.28	6301.99
  -9.27	6717.85
  -9.25	7325.66
  -9.23	7837.49
  -9.22	9117.08
  -9.20	10140.8
  -9.19	9724.89
  -9.17	11580.3
  -9.16	10684.6
  -9.14	12092.1
  -9.13	12188.1
  -9.11	15355.1
  -9.09	15163.2
  -9.08	15611
  -9.06	16762.6
  -9.05	16186.8
  -9.03	17882.3
  -9.02	19129.9
  -9.00	20985.3
  -8.98	21305.2
  -8.97	21529.1
  -8.95	23448.5
  -8.94	23992.3
  -8.92	25271.9
  -8.91	24984
  -8.89	27319.3
  -8.88	27095.3
  -8.86	28950.7
  -8.84	28790.8
  -8.83	29782.5
