ASCII SCAN ANALOG DATA:			h2_7.sac
DATE:	4/26/2012	TIME:	09:02:16 PM

Number of stored SCA cycles			1
Converted SCA cycle			1

INFO SCAN:		1
Data Titel	Countrate
Data Unit	cps
Scan Titel	Energy
Scan Unit	eV
Comment	
First Mass	-10.00
Scan Width	11
Values/Mass	64
Zoom Start	-10.00
Zoom End	  1.00

INFO ADDI DATA:		1
Title	Mass
Unit	amu
Comment	

Cycle	CycleDate	CycleTime	
1	4/26/2012	09:02:16 PM:81
AddiData	1
2
ScanData	1
 -10.00	191.939
  -9.98	127.959
  -9.97	159.949
  -9.95	319.898
  -9.94	159.949
  -9.92	31.9898
  -9.91	127.959
  -9.89	191.939
  -9.88	287.908
  -9.86	575.816
  -9.84	287.908
  -9.83	447.857
  -9.81	287.908
  -9.80	351.888
  -9.78	543.826
  -9.77	479.847
  -9.75	447.857
  -9.73	415.867
  -9.72	575.816
  -9.70	671.785
  -9.69	511.836
  -9.67	639.795
  -9.66	831.734
  -9.64	511.836
  -9.63	991.683
  -9.61	1311.58
  -9.59	1023.67
  -9.58	895.714
  -9.56	1311.58
  -9.55	1215.61
  -9.53	1631.48
  -9.52	1343.57
  -9.50	1599.49
  -9.48	1631.48
  -9.47	1567.5
  -9.45	2207.29
  -9.44	2623.16
  -9.42	2303.26
  -9.41	2815.1
  -9.39	3007.04
  -9.38	3838.77
  -9.36	3774.79
  -9.34	3774.79
  -9.33	4606.53
  -9.31	4542.55
  -9.30	5470.25
  -9.28	5662.19
  -9.27	5822.14
  -9.25	7229.69
  -9.23	6941.78
  -9.22	7293.67
  -9.20	8765.2
  -9.19	8925.15
  -9.17	9500.96
  -9.16	10972.5
  -9.14	11356.4
  -9.13	11356.4
  -9.11	13179.8
  -9.09	14427.4
  -9.08	13627.6
  -9.06	14715.3
  -9.05	16026.9
  -9.03	17370.4
  -9.02	17914.3
  -9.00	19129.9
  -8.98	20633.4
  -8.97	20953.3
  -8.95	22808.7
  -8.94	23192.6
  -8.92	23256.6
  -8.91	24664.1
  -8.89	27383.2
  -8.88	26423.6
  -8.86	28470.9
  -8.84	30838.1
  -8.83	31222
