ASCII SCAN ANALOG DATA:			h2_8.sac
DATE:	4/26/2012	TIME:	09:06:34 PM

Number of stored SCA cycles			1
Converted SCA cycle			1

INFO SCAN:		1
Data Titel	Countrate
Data Unit	cps
Scan Titel	Energy
Scan Unit	eV
Comment	
First Mass	-10.00
Scan Width	14
Values/Mass	64
Zoom Start	-10.00
Zoom End	  4.00

INFO ADDI DATA:		1
Title	Mass
Unit	amu
Comment	

Cycle	CycleDate	CycleTime	
1	4/26/2012	09:06:34 PM:30
AddiData	1
2
ScanData	1
 -10.00	191.939
  -9.98	447.857
  -9.97	543.826
  -9.95	415.867
  -9.94	511.836
  -9.92	575.816
  -9.91	639.795
  -9.89	511.836
  -9.88	543.826
  -9.86	575.816
  -9.84	671.785
  -9.83	511.836
  -9.81	1055.66
  -9.80	767.755
  -9.78	1023.67
  -9.77	863.724
  -9.75	959.693
  -9.73	1151.63
  -9.72	1215.61
  -9.70	1055.66
  -9.69	1247.6
  -9.67	1503.52
  -9.66	1631.48
  -9.64	1183.62
  -9.63	1695.46
  -9.61	1567.5
  -9.59	1855.41
  -9.58	2303.26
  -9.56	2015.36
  -9.55	2175.3
  -9.53	2015.36
  -9.52	2687.14
  -9.50	2399.23
  -9.48	3007.04
  -9.47	3294.95
  -9.45	3678.82
  -9.44	4062.7
  -9.42	3646.83
  -9.41	4478.57
  -9.39	4126.68
  -9.38	4766.48
  -9.36	5598.21
  -9.34	6174.03
  -9.33	6781.83
  -9.31	7453.62
  -9.30	8029.43
  -9.28	7485.61
  -9.27	9021.12
  -9.25	8573.26
  -9.23	10236.7
  -9.22	10748.6
  -9.20	11484.3
  -9.19	11516.3
  -9.17	13083.8
  -9.16	14267.4
  -9.14	15003.2
  -9.13	16058.9
  -9.11	17274.5
  -9.09	16154.8
  -9.08	19289.8
  -9.06	20633.4
  -9.05	21049.3
  -9.03	22936.7
  -9.02	22200.9
  -9.00	25080
  -8.98	24760.1
  -8.97	28215
  -8.95	29174.7
  -8.94	28598.9
  -8.92	30870.1
  -8.91	33237.4
  -8.89	32725.5
  -8.88	36820.2
  -8.86	34676.9
  -8.84	38099.8
