ASCII SCAN ANALOG DATA:			h2_1.sac
DATE:	4/26/2012	TIME:	08:36:24 PM

Number of stored SCA cycles			1
Converted SCA cycle			1

INFO SCAN:		1
Data Titel	Countrate
Data Unit	cps
Scan Titel	Energy
Scan Unit	eV
Comment	
First Mass	-10.00
Scan Width	13
Values/Mass	64
Zoom Start	-10.00
Zoom End	  3.00

INFO ADDI DATA:		1
Title	Mass
Unit	amu
Comment	

Cycle	CycleDate	CycleTime	
1	4/26/2012	08:36:24 PM:45
AddiData	1
2
ScanData	1
 -10.00	831.734
  -9.98	863.724
  -9.97	735.765
  -9.95	735.765
  -9.94	895.714
  -9.92	703.775
  -9.91	927.703
  -9.89	735.765
  -9.88	799.744
  -9.86	863.724
  -9.84	895.714
  -9.83	1023.67
  -9.81	1055.66
  -9.80	1183.62
  -9.78	1375.56
  -9.77	1087.65
  -9.75	1119.64
  -9.73	1407.55
  -9.72	1407.55
  -9.70	2111.32
  -9.69	1951.38
  -9.67	1279.59
  -9.66	2303.26
  -9.64	1855.41
  -9.63	2495.2
  -9.61	1951.38
  -9.59	2559.18
  -9.58	2527.19
  -9.56	2815.1
  -9.55	3230.97
  -9.53	3039.03
  -9.52	3902.75
  -9.50	3710.81
  -9.48	4414.59
  -9.47	4286.63
  -9.45	5630.2
  -9.44	4926.42
  -9.42	6174.03
  -9.41	5726.17
  -9.39	7517.6
  -9.38	6845.81
  -9.36	7357.65
  -9.34	8189.38
  -9.33	8893.16
  -9.31	8989.13
  -9.30	10300.7
  -9.28	11068.5
  -9.27	11868.2
  -9.25	11740.2
  -9.23	12604
  -9.22	14107.5
  -9.20	15227.1
  -9.19	15515
  -9.17	15866.9
  -9.16	18426.1
  -9.14	17946.3
  -9.13	18618
  -9.11	22232.9
  -9.09	20857.3
  -9.08	22520.8
  -9.06	22744.7
  -9.05	24728.1
  -9.03	25687.8
  -9.02	24824.1
  -9.00	26039.7
  -8.98	26263.6
  -8.97	28119
  -8.95	29174.7
  -8.94	28215
  -8.92	32853.5
  -8.91	29942.4
  -8.89	30614.2
  -8.88	32597.6
  -8.86	31605.9
  -8.84	32853.5
