ASCII SCAN ANALOG DATA:			h2_11.sac
DATE:	4/26/2012	TIME:	09:21:21 PM

Number of stored SCA cycles			1
Converted SCA cycle			1

INFO SCAN:		1
Data Titel	Countrate
Data Unit	cps
Scan Titel	Energy
Scan Unit	eV
Comment	
First Mass	-10.00
Scan Width	22
Values/Mass	64
Zoom Start	-10.00
Zoom End	 12.00

INFO ADDI DATA:		1
Title	Mass
Unit	amu
Comment	

Cycle	CycleDate	CycleTime	
1	4/26/2012	09:21:21 PM:24
AddiData	1
2
ScanData	1
 -10.00	31.9898
  -9.98	63.9795
  -9.97	95.9693
  -9.95	31.9898
  -9.94	31.9898
  -9.92	63.9795
  -9.91	63.9795
  -9.89	95.9693
  -9.88	127.959
  -9.86	63.9795
  -9.84	159.949
  -9.83	63.9795
  -9.81	63.9795
  -9.80	159.949
  -9.78	95.9693
  -9.77	63.9795
  -9.75	63.9795
  -9.73	159.949
  -9.72	31.9898
  -9.70	159.949
  -9.69	159.949
  -9.67	127.959
  -9.66	127.959
  -9.64	191.939
  -9.63	127.959
  -9.61	191.939
  -9.59	287.908
  -9.58	95.9693
  -9.56	63.9795
  -9.55	127.959
  -9.53	287.908
  -9.52	287.908
  -9.50	255.918
  -9.48	191.939
  -9.47	159.949
  -9.45	223.928
  -9.44	159.949
  -9.42	415.867
  -9.41	383.877
  -9.39	383.877
  -9.38	351.888
  -9.36	575.816
  -9.34	255.918
  -9.33	543.826
  -9.31	639.795
  -9.30	607.806
  -9.28	671.785
  -9.27	575.816
  -9.25	703.775
  -9.23	575.816
  -9.22	895.714
  -9.20	831.734
  -9.19	959.693
  -9.17	959.693
  -9.16	1151.63
  -9.14	863.724
  -9.13	927.703
  -9.11	991.683
  -9.09	959.693
  -9.08	1215.61
  -9.06	1279.59
  -9.05	1183.62
  -9.03	1055.66
  -9.02	1215.61
  -9.00	1343.57
  -8.98	1279.59
  -8.97	1183.62
  -8.95	1759.44
  -8.94	1151.63
  -8.92	1439.54
  -8.91	1759.44
  -8.89	1823.42
  -8.88	1951.38
  -8.86	2207.29
  -8.84	1887.4
  -8.83	2815.1
  -8.81	2623.16
