 1.47910421e+00 1.58298077e-07 -2.77424946e-07
 1.50403749e+00 1.54583111e-07 -2.85873683e-07
 1.52896989e+00 1.50386109e-07 -2.94739958e-07
 1.55390140e+00 1.45635212e-07 -3.04842012e-07
 1.57883473e+00 1.39382607e-07 -3.14014744e-07
 1.60376983e+00 1.33065696e-07 -3.16485294e-07
 1.62870680e+00 1.27328306e-07 -3.17256130e-07
 1.65364473e+00 1.20099220e-07 -3.12885442e-07
 1.67858261e+00 1.12026141e-07 -3.08460230e-07
 1.70352141e+00 1.04768483e-07 -3.00277234e-07
 1.72846021e+00 9.70530991e-08 -2.86134740e-07
 1.75339897e+00 8.90711009e-08 -2.66029136e-07
 1.77833772e+00 8.12221445e-08 -2.41465445e-07
 1.80327561e+00 7.26839718e-08 -2.15244965e-07
 1.82821254e+00 6.32541381e-08 -1.89199184e-07
 1.85315034e+00 5.23445907e-08 -1.57727184e-07
 1.87808818e+00 4.13459644e-08 -1.20220748e-07
 1.90302604e+00 3.00911651e-08 -8.19314099e-08
 1.92798578e+00 2.05062144e-08 -5.34955087e-08
 1.95295111e+00 1.39884686e-08 -4.71704352e-08
 1.97791838e+00 9.86771042e-09 -4.55268691e-08
 2.00288293e+00 7.48865178e-09 -4.56353058e-08
 2.02784929e+00 5.37279932e-09 -5.31441185e-08
 2.05282019e+00 3.70929725e-09 -6.45012433e-08
 2.07779299e+00 1.57209803e-09 -8.01574308e-08
 2.10276487e+00 -8.83554719e-10 -9.66969449e-08
 2.12773767e+00 -3.87388215e-09 -1.13244829e-07
 2.15271044e+00 -5.51108003e-09 -1.24468137e-07
 2.17768234e+00 -8.01088365e-09 -1.32826145e-07
 2.20265242e+00 -1.14467235e-08 -1.41726817e-07
 2.22762247e+00 -1.45583775e-08 -1.46597133e-07
 2.25259348e+00 -1.73397495e-08 -1.50399351e-07
 2.27756538e+00 -1.95662228e-08 -1.51190106e-07
 2.30253731e+00 -2.20794817e-08 -1.50699400e-07
 2.32750833e+00 -2.44379832e-08 -1.53721844e-07
 2.35247936e+00 -2.62071300e-08 -1.60679474e-07
 2.37745041e+00 -2.83293228e-08 -1.66202861e-07
 2.40241966e+00 -3.05683255e-08 -1.68511650e-07
 2.42738798e+00 -3.25922297e-08 -1.68382050e-07
 2.45235721e+00 -3.48356045e-08 -1.68264530e-07
 2.47732742e+00 -3.66257058e-08 -1.64492673e-07
 2.50229676e+00 -3.79013286e-08 -1.55719911e-07
 2.52726694e+00 -3.92067304e-08 -1.47760112e-07
 2.55223984e+00 -4.06987222e-08 -1.40535778e-07
 2.57721183e+00 -4.23877917e-08 -1.33847317e-07
 2.60218199e+00 -4.38578314e-08 -1.29951119e-07
 2.62715305e+00 -4.64945006e-08 -1.21290862e-07
 2.65212508e+00 -4.91066734e-08 -1.16761907e-07
 2.67709436e+00 -5.10316876e-08 -1.12794095e-07
 2.70206450e+00 -5.34751408e-08 -1.06994122e-07
 2.72703648e+00 -5.62430124e-08 -1.00078611e-07
 2.75200761e+00 -5.74962445e-08 -9.20183222e-08
 2.77697872e+00 -5.76320660e-08 -8.53615158e-08
 2.80194892e+00 -5.90939809e-08 -7.82492767e-08
 2.82691915e+00 -6.02739819e-08 -7.32199343e-08
 2.85189029e+00 -6.07321588e-08 -6.73435799e-08
 2.87686233e+00 -6.12269019e-08 -5.93040705e-08
 2.90183530e+00 -6.29159805e-08 -5.16439127e-08
 2.92680646e+00 -6.50375767e-08 -4.54002569e-08
 2.95177848e+00 -6.63437772e-08 -3.51436314e-08
 2.97675144e+00 -6.83345758e-08 -2.75269864e-08
 3.00172442e+00 -7.02411942e-08 -2.11958394e-08
 3.02669741e+00 -7.14085270e-08 -1.61771713e-08
 3.05167127e+00 -7.19686659e-08 -6.71073209e-09
 3.07664603e+00 -7.28073054e-08 9.13387807e-10
 3.10161986e+00 -7.40439148e-08 2.89255678e-09
 3.12659282e+00 -7.43876464e-08 5.60774665e-09
 3.15156305e+00 -7.56114751e-08 1.07127761e-08
 3.17653140e+00 -7.73191603e-08 2.09490803e-08
 3.20149976e+00 -7.83741149e-08 2.50178858e-08
 3.22646724e+00 -7.90677762e-08 3.20902237e-08
 3.25143563e+00 -7.95942680e-08 4.22055513e-08
 3.27640495e+00 -7.92003856e-08 5.40148279e-08
 3.30137522e+00 -7.88100761e-08 6.57879827e-08
 3.32634546e+00 -7.96850792e-08 7.61206026e-08
 3.35131661e+00 -7.85684157e-08 8.53266842e-08
