# x	0	0.1	0.16	0.23	0.33	0.53	0.59	0.77	1
# area 2.966   2.352 2.305 2.000 1.973 1.433 1.478 1.600 1.574
529.5781	0.0041	0.0355	0.0583	0.0913	0.194	0.2891	0.3673	0.5402	0.9177
529.5827	0.0042	0.0355	0.059	0.0921	0.1964	0.2912	0.3694	0.5437	0.9221
529.5918	0.0043	0.0364	0.0597	0.0946	0.1999	0.2953	0.3755	0.5518	0.9322
529.61	0.0044	0.0378	0.0626	0.099	0.207	0.3045	0.3859	0.5683	0.9505
529.6146	0.0045	0.0383	0.0634	0.0999	0.2081	0.3066	0.389	0.5732	0.9562
529.6192	0.0045	0.0383	0.0634	0.1008	0.2104	0.3086	0.3911	0.5781	0.9604
529.6374	0.0046	0.0397	0.0663	0.1061	0.216	0.3179	0.404	0.5977	0.979
529.6602	0.0047	0.0417	0.0693	0.1116	0.2249	0.3281	0.4202	0.6179	0.9963
529.6693	0.0047	0.0422	0.0708	0.1143	0.2283	0.3322	0.4255	0.6259	1.0019
529.6739	0.0047	0.0427	0.0716	0.1152	0.2294	0.3343	0.4286	0.6304	1.0047
529.6784	0.0047	0.0432	0.0716	0.117	0.2318	0.3374	0.4317	0.6338	1.0075
529.683	0.0047	0.0432	0.0724	0.1178	0.2329	0.3394	0.4348	0.6383	1.0102
529.7013	0.0047	0.0447	0.0756	0.1232	0.2415	0.3476	0.4471	0.6529	1.0208
529.7104	0.0047	0.0458	0.0764	0.1249	0.2452	0.3517	0.4532	0.6599	1.0246
529.7149	0.0047	0.0458	0.0773	0.1267	0.2478	0.3538	0.4563	0.6634	1.0272
529.7241	0.0046	0.0469	0.079	0.1294	0.2515	0.3589	0.4625	0.6704	1.031
529.7286	0.0046	0.0474	0.0798	0.1303	0.254	0.361	0.4656	0.674	1.0335
529.7377	0.0046	0.048	0.0807	0.1329	0.2578	0.3651	0.4708	0.6811	1.0372
529.7423	0.0046	0.0485	0.0816	0.1338	0.259	0.3671	0.4739	0.6858	1.0385
529.7514	0.0045	0.0491	0.0834	0.1366	0.2638	0.3712	0.4791	0.6941	1.042
529.7697	0.0044	0.0508	0.0861	0.142	0.2709	0.3805	0.4905	0.7105	1.047
529.7788	0.0044	0.0514	0.0879	0.1458	0.2744	0.3846	0.4956	0.7175	1.0487
529.7879	0.0043	0.0525	0.0898	0.1486	0.2779	0.3887	0.5008	0.7245	1.0501
529.8016	0.0043	0.0537	0.0925	0.1533	0.2839	0.3948	0.51	0.7351	1.0517
529.8062	0.0043	0.0543	0.0934	0.1543	0.2863	0.3969	0.5131	0.7387	1.0523
529.8198	0.0043	0.0555	0.0962	0.1591	0.2925	0.404	0.5224	0.7493	1.0527
529.829	0.0043	0.0561	0.0971	0.162	0.2975	0.4082	0.5287	0.7564	1.0525
529.8335	0.0043	0.0567	0.098	0.164	0.2988	0.4102	0.5308	0.7599	1.0523
529.8426	0.0043	0.0573	0.0999	0.167	0.3038	0.4143	0.5371	0.7669	1.0517
529.8563	0.0043	0.0591	0.1027	0.1709	0.31	0.4215	0.5444	0.776	1.0503
529.8791	0.0044	0.061	0.1076	0.1779	0.3195	0.4318	0.5555	0.7906	1.0469
529.8837	0.0045	0.0617	0.1086	0.1799	0.3218	0.4338	0.5575	0.7939	1.046
529.8883	0.0045	0.0623	0.1096	0.1809	0.3242	0.4359	0.5594	0.796	1.0452
529.8928	0.0045	0.0623	0.1107	0.1829	0.3253	0.4379	0.5613	0.7993	1.0442
529.9156	0.0047	0.065	0.1162	0.1908	0.3348	0.448	0.5707	0.8112	1.038
529.9247	0.0048	0.0658	0.1184	0.1938	0.3385	0.4519	0.5744	0.8154	1.0356
529.9339	0.005	0.0672	0.1207	0.1968	0.3422	0.4548	0.5781	0.8197	1.032
529.9384	0.005	0.0679	0.1219	0.1987	0.3447	0.4567	0.58	0.8218	1.0307
529.9521	0.0052	0.0694	0.1255	0.2037	0.351	0.4613	0.5858	0.8281	1.0255
529.9612	0.0054	0.0702	0.129	0.2067	0.3547	0.464	0.5896	0.8312	1.0216
529.9749	0.0056	0.0718	0.1325	0.2106	0.3609	0.4675	0.5953	0.8364	1.0136
529.9977	0.0061	0.075	0.1383	0.2186	0.3705	0.4742	0.6037	0.8444	0.9972
530.0023	0.0061	0.075	0.1395	0.2206	0.3729	0.475	0.6046	0.8453	0.9943
530.0296	0.0066	0.0791	0.1464	0.2304	0.3834	0.4823	0.6131	0.8527	0.9725
530.0342	0.0069	0.0799	0.1475	0.2314	0.3858	0.4839	0.6139	0.8535	0.9698
530.0388	0.0069	0.0799	0.1487	0.2334	0.387	0.4847	0.6155	0.8551	0.9658
530.057	0.0072	0.0833	0.1532	0.2402	0.3953	0.4895	0.62	0.858	0.9522
530.0753	0.0079	0.0858	0.1578	0.2461	0.4012	0.4943	0.6233	0.8608	0.9385
530.0844	0.0079	0.0867	0.1601	0.2501	0.4048	0.4967	0.6252	0.8617	0.9308
530.0889	0.0082	0.0875	0.1624	0.2522	0.4072	0.4983	0.6258	0.862	0.9266
530.0935	0.0082	0.0884	0.1636	0.2532	0.4083	0.499	0.6264	0.8623	0.9223
530.0981	0.0082	0.0892	0.1647	0.2552	0.4107	0.4998	0.6275	0.8626	0.9179
530.1072	0.0085	0.0901	0.1671	0.2594	0.4142	0.5021	0.6285	0.8629	0.9092
530.1209	0.0088	0.0928	0.1705	0.2646	0.4187	0.5052	0.6304	0.8631	0.897
530.1254	0.0088	0.0928	0.1717	0.2657	0.4199	0.5067	0.6308	0.8631	0.8934
530.1345	0.0092	0.0946	0.1751	0.2699	0.4233	0.5081	0.6316	0.8628	0.8852
530.1528	0.0099	0.0973	0.1797	0.2771	0.43	0.5124	0.6332	0.8619	0.8638
530.1574	0.0099	0.0982	0.1808	0.2781	0.4311	0.5131	0.6334	0.8615	0.8577
530.1665	0.0102	0.0992	0.1831	0.2812	0.4344	0.5145	0.6338	0.8607	0.8467
530.1847	0.0105	0.102	0.1888	0.2881	0.4398	0.5178	0.6344	0.8581	0.8211
530.1893	0.0109	0.1029	0.19	0.2891	0.4408	0.5184	0.6345	0.8574	0.8176
530.1984	0.0109	0.1038	0.1923	0.292	0.444	0.5203	0.6345	0.8553	0.8084
530.2121	0.0115	0.1067	0.1958	0.2969	0.4483	0.5221	0.6342	0.8521	0.798
530.2166	0.0115	0.1067	0.197	0.2989	0.4494	0.5226	0.634	0.8512	0.7942
530.2258	0.0118	0.1085	0.1994	0.3019	0.4526	0.5237	0.6337	0.8485	0.7847
530.2395	0.0121	0.1104	0.203	0.3071	0.4569	0.5258	0.6331	0.8436	0.7702
530.244	0.0124	0.1114	0.2042	0.3091	0.4579	0.5263	0.6328	0.8425	0.7658
530.2623	0.0127	0.1142	0.2103	0.3165	0.4633	0.5282	0.6313	0.8352	0.743
